"Date","County","Doses_Allocated_1","Doses_Allocated_2","Doses_Administered","At_Least_One_Vaccinated","Fully_Vaccinated","Population_Over_16","Population_Over_65","Population_Phase_1A_Healthcare","Population_Phase1A_Care_Residents","Population_Phase_1B_Medical_Condition"
2021-01-03,"Rockwall",900,NA,1149,NA,NA,"80325","13395","3750","1347","27575"
2021-01-03,"Runnels",100,NA,224,NA,NA,"8184","2153","405","312","2979"
2021-01-03,"Rusk",500,NA,252,NA,NA,"43777","9197","1501","759","17428"
2021-01-03,"San Augustine",200,NA,47,NA,NA,"6811","2227","415","337","2590"
2021-01-03,"San Jacinto",500,NA,147,NA,NA,"23444","6488","132","190","9275"
2021-01-03,"San Patricio",300,NA,453,NA,NA,"51116","10209","975","347","19063"
2021-01-03,"Scurry",100,NA,61,NA,NA,"13000","2566","399","128","5165"
2021-01-03,"Shelby",200,NA,114,NA,NA,"19449","4532","540","369","7876"
2021-01-03,"Smith",2800,4875,3785,NA,NA,"182283","39337","19690","3030","62467"
2021-01-03,"Starr",200,NA,805,NA,NA,"45765","7370","4479","1999","21117"
2021-01-03,"Stephens",200,NA,19,NA,NA,"7542","1890","168","92","2928"
2021-01-03,"Tarrant",30825,18525,18867,NA,NA,"1617160","244511","86106","18386","590239"
2021-01-03,"Taylor",1400,2925,1384,NA,NA,"107257","20131","11065","2465","36680"
2021-01-03,"Terry",100,NA,380,NA,NA,"9307","1858","345","178","3985"
2021-01-03,"Titus",300,NA,356,NA,NA,"24323","4845","1811","633","9797"
2021-01-03,"Tom Green",400,1950,1309,NA,NA,"93752","18625","6702","1601","33131"
2021-01-03,"Travis",11050,13650,14752,NA,NA,"1032386","129553","51820","8264","311477"
2021-01-03,"Tyler",200,NA,172,NA,NA,"17963","4895","476","238","6926"
2021-01-03,"Upshur",300,NA,240,NA,NA,"33011","7825","714","567","12366"
2021-01-03,"Uvalde",300,NA,188,NA,NA,"20379","4508","1498","515","8253"
2021-01-03,"Val Verde",600,NA,370,NA,NA,"36546","7003","2610","490","14417"
2021-01-03,"Van Zandt",200,NA,553,NA,NA,"45216","11495","1280","711","16861"
2021-01-03,"Victoria",100,975,1106,NA,NA,"71388","15242","5624","1030","27119"
2021-01-03,"Walker",100,NA,537,NA,NA,"63471","10049","1526","400","24628"
2021-01-03,"Ward",100,NA,110,NA,NA,"8921","1629","137","92","3551"
2021-01-03,"Washington",800,NA,259,NA,NA,"29086","7889","2581","1018","10662"
2021-01-03,"Webb",700,2925,5225,NA,NA,"196916","26921","12073","1646","88397"
2021-01-03,"Wharton",300,NA,363,NA,NA,"32110","7239","1438","615","12933"
2021-01-03,"Wichita",1000,1950,1562,NA,NA,"105631","19854","8664","2030","42031"
2021-01-03,"Wilbarger",300,NA,448,NA,NA,"10361","2421","457","304","4240"
2021-01-03,"Willacy",200,NA,123,NA,NA,"16897","3057","325","557","7612"
2021-01-03,"Williamson",4375,1950,7777,NA,NA,"458433","73202","14404","4639","146388"
2021-01-03,"Wilson",300,NA,764,NA,NA,"40488","8411","1224","615","13986"
2021-01-03,"Winkler",200,NA,13,NA,NA,"5954","964","102","0","2445"
2021-01-03,"Wise",500,975,423,NA,NA,"54722","10598","3589","552","22459"
2021-01-03,"Wood",400,NA,437,NA,NA,"38005","12527","1046","880","13019"
2021-01-03,"Young",200,NA,418,NA,NA,"14219","3774","862","431","5296"
2021-01-17,"Anderson",0,1800,760,NA,NA,"48045","8658","2051","833","20206"
2021-01-17,"Andrews",0,500,32,NA,NA,"13503","1833","309","106","5450"
2021-01-17,"Angelina",0,5000,1523,NA,NA,"67056","14422","6534","1752","28054"
2021-01-17,"Aransas",0,100,402,NA,NA,"19803","6791","370","252","6701"
2021-01-17,"Archer",100,100,214,NA,NA,"6921","1677","80","13","2381"
2021-01-17,"Armstrong",0,100,78,NA,NA,"1499","470","32","86","466"
2021-01-17,"Atascosa",200,1200,405,NA,NA,"38768","7605","1124","651","15239"
2021-01-17,"Austin",100,500,348,NA,NA,"23704","5933","667","396","7873"
2021-01-17,"Bailey",975,200,85,NA,NA,"5089","1036","114","74","1982"
2021-01-17,"Bandera",0,100,199,NA,NA,"19763","6439","352","180","6555"
2021-01-17,"Bastrop",1500,400,854,NA,NA,"68839","13865","1462","696","29356"
2021-01-17,"Baylor",975,200,201,NA,NA,"2793","844","137","97","908"
2021-01-17,"Bee",3125,400,223,NA,NA,"26496","4091","981","684","11359"
2021-01-17,"Bell",4100,3300,6409,NA,NA,"272969","40534","15894","2466","95066"
2021-01-17,"Bexar",26675,50800,45899,NA,NA,"1552823","247843","100704","17248","614646"
2021-01-17,"Bosque",0,600,176,NA,NA,"15224","4741","624","407","5126"
2021-01-17,"Bowie",0,1675,1404,NA,NA,"73689","15832","6332","1467","29102"
2021-01-17,"Brazoria",2500,4400,6144,NA,NA,"287683","45752","9762","2648","105966"
2021-01-17,"Brazos",2175,3900,4581,NA,NA,"186843","21693","7514","1414","59619"
2021-01-17,"Brewster",0,400,144,NA,NA,"7706","2231","303","0","2579"
2021-01-17,"Brooks",300,100,93,NA,NA,"5317","1308","323","246","2253"
2021-01-17,"Brown",100,600,268,NA,NA,"30883","7720","1663","911","11188"
2021-01-17,"Burleson",100,200,225,NA,NA,"14869","3867","143","218","5600"
2021-01-17,"Burnet",0,1100,551,NA,NA,"39239","10999","1823","595","13132"
2021-01-17,"Caldwell",0,300,469,NA,NA,"34853","6512","1286","524","14114"
2021-01-17,"Calhoun",0,400,278,NA,NA,"16817","3981","470","384","6161"
2021-01-17,"Callahan",200,200,282,NA,NA,"11263","2958","146","122","4094"
2021-01-17,"Cameron",6000,6600,8546,NA,NA,"311689","58607","29737","6315","127806"
2021-01-17,"Carson",0,100,104,NA,NA,"4718","1250","60","0","1547"
2021-01-17,"Cass",0,100,192,NA,NA,"24182","6856","1216","550","9010"
2021-01-17,"Castro",400,100,197,NA,NA,"5607","1236","121","174","2168"
2021-01-17,"Chambers",1300,1000,774,NA,NA,"33062","5259","958","244","12484"
2021-01-17,"Cherokee",200,1400,864,NA,NA,"40876","9444","1500","738","16376"
2021-01-17,"Childress",0,200,16,NA,NA,"6094","1165","251","136","2395"
2021-01-17,"Clay",975,100,161,NA,NA,"8666","2484","136","60","3011"
2021-01-17,"Coleman",0,200,194,NA,NA,"6721","2119","342","162","2379"
2021-01-17,"Collin",6975,11100,11965,NA,NA,"801716","116575","38139","7817","236374"
2021-01-17,"Collingsworth",0,100,120,NA,NA,"2263","555","80","92","847"
2021-01-17,"Colorado",0,100,308,NA,NA,"17107","4850","853","477","5957"
2021-01-17,"Comal",600,3900,1960,NA,NA,"125307","28528","5457","1845","38712"
2021-01-17,"Comanche",975,100,27,NA,NA,"10944","3330","330","292","3738"
2021-01-17,"Cooke",0,100,379,NA,NA,"32675","7804","948","552","11640"
2021-01-17,"Coryell",975,500,528,NA,NA,"60428","8040","1178","610","22789"
2021-01-17,"Crane",975,100,12,NA,NA,"3554","594","71","110","1353"
2021-01-17,"Crosby",975,100,134,NA,NA,"4421","1085","98","115","1771"
2021-01-17,"Culberson",200,100,7,NA,NA,"1746","480","67","0","722"
2021-01-17,"Dallam",0,100,88,NA,NA,"5217","857","40","0","2067"
2021-01-17,"Dallas",36925,36600,40591,NA,NA,"2028105","292117","142713","21399","730851"
2021-01-17,"Dawson",0,100,110,NA,NA,"9789","1898","304","112","4206"
2021-01-17,"Deaf Smith",0,200,157,NA,NA,"13439","2423","238","147","5332"
2021-01-17,"Denton",7075,10100,11242,NA,NA,"697330","93499","23806","5913","257836"
2021-01-17,"Dewitt",0,300,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-17,"Dimmit",975,100,155,NA,NA,"7539","1749","238","175","3179"
2021-01-17,"Duval",100,100,381,NA,NA,"8600","2031","69","150","3541"
2021-01-17,"Eastland",0,100,383,NA,NA,"14970","4054","860","389","5393"
2021-01-17,"Ector",4300,3900,1127,NA,NA,"120896","15970","5303","1016","50679"
2021-01-17,"El Paso",11675,18600,20809,NA,NA,"640180","105175","35065","8383","245567"
2021-01-17,"Ellis",0,1400,1754,NA,NA,"141665","24288","3985","1994","54463"
2021-01-17,"Erath",0,100,307,NA,NA,"34875","6256","1250","481","12564"
2021-01-17,"Falls",1275,100,159,NA,NA,"14049","3226","328","187","5671"
2021-01-17,"Fannin",975,800,314,NA,NA,"28874","6588","962","614","10987"
2021-01-17,"Fayette",0,600,282,NA,NA,"20879","6679","998","647","6844"
2021-01-17,"Fort Bend",6250,12400,16511,NA,NA,"616413","93851","24721","4977","175581"
2021-01-17,"Franklin",0,100,206,NA,NA,"8554","2367","169","163","2871"
2021-01-17,"Freestone",0,500,228,NA,NA,"15808","3996","553","261","6319"
2021-01-17,"Frio",975,500,240,NA,NA,"16121","2499","186","166","6797"
2021-01-17,"Gaines",0,500,35,NA,NA,"14548","1907","323","95","6156"
2021-01-17,"Galveston",5200,3450,6025,NA,NA,"269280","50987","11784","2830","96486"
2021-01-17,"Gillespie",1200,900,400,NA,NA,"22307","8110","1175","706","6815"
2021-01-17,"Gonzales",0,300,528,NA,NA,"15937","3572","550","256","6356"
2021-01-17,"Gray",100,600,172,NA,NA,"16924","3531","689","315","6978"
2021-01-17,"Grayson",0,5525,1799,NA,NA,"107521","24182","9338","2131","40586"
2021-01-17,"Gregg",0,2075,2023,NA,NA,"95544","19451","7025","2324","37362"
2021-01-17,"Grimes",100,300,458,NA,NA,"23245","5134","234","311","9653"
2021-01-17,"Guadalupe",975,2000,1397,NA,NA,"130517","23614","3801","1225","49282"
2021-01-17,"Hale",0,1200,545,NA,NA,"25476","4604","873","399","10561"
2021-01-17,"Hamilton",0,400,51,NA,NA,"6832","2146","481","296","2427"
2021-01-17,"Hansford",200,200,42,NA,NA,"3987","812","139","84","1616"
2021-01-17,"Hardeman",0,100,85,NA,NA,"3190","912","102","16","1146"
2021-01-17,"Hardin",500,1600,887,NA,NA,"45112","9762","1003","527","16190"
2021-01-17,"Harris",47575,94075,85256,NA,NA,"3601939","514167","225769","27623","1408024"
2021-01-17,"Harrison",500,800,562,NA,NA,"51900","11607","3063","608","20509"
2021-01-17,"Hartley",1075,NA,127,NA,NA,"4561","861","196","94","1669"
2021-01-17,"Hays",2925,4000,2916,NA,NA,"183380","26187","5488","1907","61462"
2021-01-17,"Hemphill",0,300,33,NA,NA,"2827","606","104","98","1066"
2021-01-17,"Henderson",100,1400,1065,NA,NA,"67238","18534","2043","998","26544"
2021-01-17,"Hidalgo",14075,16275,17034,NA,NA,"620824","98328","54962","17074","286328"
2021-01-17,"Hill",0,200,617,NA,NA,"29198","7684","862","523","11381"
2021-01-17,"Hockley",100,300,463,NA,NA,"17799","3453","483","263","6829"
2021-01-17,"Hood",100,900,439,NA,NA,"50193","15416","1720","867","16867"
2021-01-17,"Hopkins",700,300,297,NA,NA,"29175","6887","1192","620","11166"
2021-01-17,"Houston",0,700,299,NA,NA,"18929","5176","634","538","7399"
2021-01-17,"Howard",200,1000,398,NA,NA,"29544","4813","1456","454","12143"
2021-01-17,"Hunt",0,2350,487,NA,NA,"77878","15810","4112","947","31096"
2021-01-17,"Hutchinson",0,200,277,NA,NA,"16258","3581","504","246","6098"
2021-01-17,"Jackson",1575,600,120,NA,NA,"11425","2720","380","237","4205"
2021-01-17,"Jasper",1600,800,512,NA,NA,"28056","7187","1597","374","11687"
2021-01-17,"Jefferson",2350,2875,3132,NA,NA,"197382","37595","13127","2431","90120"
2021-01-17,"Jim Wells",1275,300,644,NA,NA,"30579","6358","3897","985","12474"
2021-01-17,"Johnson",100,800,1911,NA,NA,"135345","25151","3559","1471","53224"
2021-01-17,"Jones",100,NA,336,NA,NA,"17011","3188","337","254","6981"
2021-01-17,"Karnes",400,100,217,NA,NA,"12669","2211","370","244","5177"
2021-01-17,"Kaufman",100,300,1471,NA,NA,"102341","16113","2857","1189","40613"
2021-01-17,"Kendall",0,1100,987,NA,NA,"37890","9152","1091","801","12702"
2021-01-17,"Kerr",0,1400,280,NA,NA,"43793","14769","2805","1022","13990"
2021-01-17,"Kimble",0,100,142,NA,NA,"3651","1288","90","0","1243"
2021-01-17,"Kleberg",2175,300,628,NA,NA,"24188","4046","1401","341","9265"
2021-01-17,"Knox",0,100,27,NA,NA,"2808","736","95","127","976"
2021-01-17,"La Salle",975,NA,59,NA,NA,"6212","1018","22","60","2410"
2021-01-17,"Lamar",0,1200,468,NA,NA,"39402","9726","3115","745","14986"
2021-01-17,"Lavaca",0,600,382,NA,NA,"16004","4775","820","612","5435"
2021-01-17,"Lee",0,300,134,NA,NA,"13993","3219","334","226","5333"
2021-01-17,"Leon",100,200,190,NA,NA,"13946","4334","155","74","4662"
2021-01-17,"Liberty",975,1200,1060,NA,NA,"66868","11399","1398","614","28567"
2021-01-17,"Limestone",0,200,371,NA,NA,"18871","4670","2332","1060","7512"
2021-01-17,"Lubbock",5100,19150,12154,NA,NA,"244992","39476","20974","4093","83028"
2021-01-17,"Madison",100,200,131,NA,NA,"11595","2264","299","258","4451"
2021-01-17,"Mason",0,100,35,NA,NA,"3521","1250","104","0","1147"
2021-01-17,"Matagorda",100,1100,459,NA,NA,"28247","6391","1113","369","11409"
2021-01-17,"Maverick",1200,500,1587,NA,NA,"42606","7003","2970","1198","18727"
2021-01-17,"Mcculloch",100,100,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-17,"Mclennan",4150,2700,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-17,"Medina",0,100,791,NA,NA,"41263","8757","899","536","16090"
2021-01-17,"Midland",5175,700,1382,NA,NA,"131025","18438","5950","1288","49538"
2021-01-17,"Milam",100,400,635,NA,NA,"19689","5245","532","297","7641"
2021-01-17,"Mills",0,100,47,NA,NA,"4006","1416","149","152","1305"
2021-01-17,"Mitchell",0,300,27,NA,NA,"6958","1259","265","96","2753"
2021-01-17,"Montague",975,NA,258,NA,NA,"15872","4444","560","383","5668"
2021-01-17,"Montgomery",2000,12225,7411,NA,NA,"467232","81457","20255","3836","157396"
2021-01-17,"Moore",0,200,328,NA,NA,"14986","2372","448","176","6143"
2021-01-17,"Morris",0,100,91,NA,NA,"9830","2730","77","179","3692"
2021-01-17,"Nacogdoches",1200,2400,1266,NA,NA,"51773","9953","2530","755","19948"
2021-01-17,"Navarro",600,900,371,NA,NA,"38360","8651","1720","869","15775"
2021-01-17,"Newton",0,100,113,NA,NA,"11298","2878","55","113","4648"
2021-01-17,"Nolan",600,100,527,NA,NA,"11321","2737","519","251","4249"
2021-01-17,"Nueces",6175,6400,10205,NA,NA,"284366","54069","25582","4100","113767"
2021-01-17,"Ochiltree",100,200,226,NA,NA,"7106","1148","200","114","2812"
2021-01-17,"Orange",400,200,553,NA,NA,"65087","13729","1456","548","26244"
2021-01-17,"Palo Pinto",100,NA,359,NA,NA,"23207","5893","864","283","8796"
2021-01-17,"Panola",0,500,291,NA,NA,"18462","4589","473","377","7117"
2021-01-17,"Parker",1950,2100,1654,NA,NA,"111686","22331","2890","1301","40567"
2021-01-17,"Parmer",0,100,143,NA,NA,"7222","1366","161","174","2910"
2021-01-17,"Pecos",0,500,70,NA,NA,"12317","2141","400","120","5047"
2021-01-17,"Polk",200,1100,616,NA,NA,"42276","9733","1184","574","17118"
2021-01-17,"Potter",5200,9600,2532,NA,NA,"88673","15203","10224","1770","35559"
2021-01-17,"Presidio",200,NA,119,NA,NA,"5069","1601","27","0","2039"
2021-01-17,"Rains",0,100,70,NA,NA,"10277","3123","163","68","3649"
2021-01-17,"Randall",100,1800,3976,NA,NA,"108431","21424","2812","869","34803"
2021-01-17,"Reeves",975,NA,19,NA,NA,"12781","1878","281","89","5277"
2021-01-17,"Refugio",0,300,47,NA,NA,"5583","1617","228","154","2031"
2021-01-17,"Robertson",200,200,364,NA,NA,"13474","3412","252","252","4991"
2021-01-17,"Rockwall",400,1300,1142,NA,NA,"80325","13395","3750","1347","27575"
2021-01-17,"Runnels",100,200,182,NA,NA,"8184","2153","405","312","2979"
2021-01-17,"Rusk",0,200,639,NA,NA,"43777","9197","1501","759","17428"
2021-01-17,"Sabine",0,500,325,NA,NA,"8871","3267","572","186","3077"
2021-01-17,"San Augustine",0,300,217,NA,NA,"6811","2227","415","337","2590"
2021-01-17,"San Jacinto",200,200,313,NA,NA,"23444","6488","132","190","9275"
2021-01-17,"San Patricio",1000,200,1027,NA,NA,"51116","10209","975","347","19063"
2021-01-17,"San Saba",0,100,56,NA,NA,"5000","1465","33","72","1828"
2021-01-17,"Schleicher",0,100,19,NA,NA,"2218","559","65","34","793"
2021-01-17,"Scurry",975,NA,258,NA,NA,"13000","2566","399","128","5165"
2021-01-17,"Shelby",0,500,186,NA,NA,"19449","4532","540","369","7876"
2021-01-17,"Smith",4250,5200,5304,NA,NA,"182283","39337","19690","3030","62467"
2021-01-17,"Starr",600,700,344,NA,NA,"45765","7370","4479","1999","21117"
2021-01-17,"Stonewall",0,100,9,NA,NA,"1095","361","63","53","369"
2021-01-17,"Tarrant",29525,34625,40715,NA,NA,"1617160","244511","86106","18386","590239"
2021-01-17,"Taylor",1400,1400,3641,NA,NA,"107257","20131","11065","2465","36680"
2021-01-17,"Terry",1075,600,103,NA,NA,"9307","1858","345","178","3985"
2021-01-17,"Throckmorton",100,NA,51,NA,NA,"1247","445","64","0","399"
2021-01-17,"Titus",500,800,319,NA,NA,"24323","4845","1811","633","9797"
2021-01-17,"Tom Green",2050,200,1414,NA,NA,"93752","18625","6702","1601","33131"
2021-01-17,"Travis",14650,23150,22321,NA,NA,"1032386","129553","51820","8264","311477"
2021-01-17,"Trinity",975,400,239,NA,NA,"12104","3956","347","241","4400"
2021-01-17,"Tyler",0,400,171,NA,NA,"17963","4895","476","238","6926"
2021-01-17,"Upshur",100,NA,419,NA,NA,"33011","7825","714","567","12366"
2021-01-17,"Upton",0,100,20,NA,NA,"2730","537","170","30","1105"
2021-01-17,"Uvalde",1175,600,184,NA,NA,"20379","4508","1498","515","8253"
2021-01-17,"Val Verde",975,600,53,NA,NA,"36546","7003","2610","490","14417"
2021-01-17,"Van Zandt",0,900,829,NA,NA,"45216","11495","1280","711","16861"
2021-01-17,"Victoria",1000,1500,1800,NA,NA,"71388","15242","5624","1030","27119"
2021-01-17,"Walker",200,1000,649,NA,NA,"63471","10049","1526","400","24628"
2021-01-17,"Waller",100,800,515,NA,NA,"43350","6546","1182","466","16819"
2021-01-17,"Ward",0,100,87,NA,NA,"8921","1629","137","92","3551"
2021-01-17,"Washington",2000,400,543,NA,NA,"29086","7889","2581","1018","10662"
2021-01-17,"Webb",1300,7475,3127,NA,NA,"196916","26921","12073","1646","88397"
2021-01-17,"Wharton",500,200,420,NA,NA,"32110","7239","1438","615","12933"
2021-01-17,"Wheeler",0,100,174,NA,NA,"3915","1002","200","114","1459"
2021-01-17,"Wichita",1950,5150,2328,NA,NA,"105631","19854","8664","2030","42031"
2021-01-17,"Wilbarger",100,500,217,NA,NA,"10361","2421","457","304","4240"
2021-01-17,"Willacy",200,NA,251,NA,NA,"16897","3057","325","557","7612"
2021-01-17,"Williamson",6400,8700,7652,NA,NA,"458433","73202","14404","4639","146388"
2021-01-17,"Wilson",300,1000,735,NA,NA,"40488","8411","1224","615","13986"
2021-01-17,"Wise",0,200,1128,NA,NA,"54722","10598","3589","552","22459"
2021-01-17,"Wood",0,500,723,NA,NA,"38005","12527","1046","880","13019"
2021-01-17,"Young",0,700,258,NA,NA,"14219","3774","862","431","5296"
2021-01-17,"Zapata",200,100,37,NA,NA,"9981","1866","195","202","4642"
2021-01-31,"Anderson",500,1000,516,NA,NA,"48045","8658","2051","833","20206"
2021-01-31,"Angelina",700,700,1948,NA,NA,"67056","14422","6534","1752","28054"
2021-01-31,"Aransas",200,300,610,NA,NA,"19803","6791","370","252","6701"
2021-01-31,"Archer",200,100,383,NA,NA,"6921","1677","80","13","2381"
2021-01-31,"Armstrong",200,NA,84,NA,NA,"1499","470","32","86","466"
2021-01-31,"Austin",200,200,742,NA,NA,"23704","5933","667","396","7873"
2021-01-31,"Bailey",975,100,715,NA,NA,"5089","1036","114","74","1982"
2021-01-31,"Bandera",300,NA,429,NA,NA,"19763","6439","352","180","6555"
2021-01-31,"Bastrop",1300,400,1431,NA,NA,"68839","13865","1462","696","29356"
2021-01-31,"Baylor",200,200,95,NA,NA,"2793","844","137","97","908"
2021-01-31,"Bee",2925,600,1514,NA,NA,"26496","4091","981","684","11359"
2021-01-31,"Bell",3900,3900,5615,NA,NA,"272969","40534","15894","2466","95066"
2021-01-31,"Bexar",27475,15075,40299,NA,NA,"1552823","247843","100704","17248","614646"
2021-01-31,"Blanco",300,300,273,NA,NA,"10092","3004","90","102","3388"
2021-01-31,"Bosque",0,700,594,NA,NA,"15224","4741","624","407","5126"
2021-01-31,"Bowie",800,200,1214,NA,NA,"73689","15832","6332","1467","29102"
2021-01-31,"Brazoria",10000,2700,8193,NA,NA,"287683","45752","9762","2648","105966"
2021-01-31,"Brazos",5100,1500,3151,NA,NA,"186843","21693","7514","1414","59619"
2021-01-31,"Brewster",300,NA,682,NA,NA,"7706","2231","303","0","2579"
2021-01-31,"Briscoe",200,100,38,NA,NA,"1272","404","19","0","452"
2021-01-31,"Brooks",100,100,442,NA,NA,"5317","1308","323","246","2253"
2021-01-31,"Brown",200,200,536,NA,NA,"30883","7720","1663","911","11188"
2021-01-31,"Burnet",1075,200,1175,NA,NA,"39239","10999","1823","595","13132"
2021-01-31,"Caldwell",700,300,690,NA,NA,"34853","6512","1286","524","14114"
2021-01-31,"Calhoun",0,100,330,NA,NA,"16817","3981","470","384","6161"
2021-01-31,"Callahan",200,100,362,NA,NA,"11263","2958","146","122","4094"
2021-01-31,"Cameron",6100,2600,12445,NA,NA,"311689","58607","29737","6315","127806"
2021-01-31,"Camp",200,NA,199,NA,NA,"10031","2494","207","152","3927"
2021-01-31,"Cass",100,NA,344,NA,NA,"24182","6856","1216","550","9010"
2021-01-31,"Chambers",1700,900,810,NA,NA,"33062","5259","958","244","12484"
2021-01-31,"Childress",100,300,246,NA,NA,"6094","1165","251","136","2395"
2021-01-31,"Clay",975,100,1248,NA,NA,"8666","2484","136","60","3011"
2021-01-31,"Cochran",200,NA,52,NA,NA,"2188","468","57","0","956"
2021-01-31,"Coleman",0,200,156,NA,NA,"6721","2119","342","162","2379"
2021-01-31,"Collin",42900,4800,26050,NA,NA,"801716","116575","38139","7817","236374"
2021-01-31,"Collingsworth",200,NA,136,NA,NA,"2263","555","80","92","847"
2021-01-31,"Colorado",300,300,1227,NA,NA,"17107","4850","853","477","5957"
2021-01-31,"Comal",4900,700,3919,NA,NA,"125307","28528","5457","1845","38712"
2021-01-31,"Comanche",100,NA,730,NA,NA,"10944","3330","330","292","3738"
2021-01-31,"Cooke",100,1100,825,NA,NA,"32675","7804","948","552","11640"
2021-01-31,"Coryell",975,400,1173,NA,NA,"60428","8040","1178","610","22789"
2021-01-31,"Crosby",200,NA,675,NA,NA,"4421","1085","98","115","1771"
2021-01-31,"Dallam",975,400,539,NA,NA,"5217","857","40","0","2067"
2021-01-31,"Dallas",48000,15400,63776,NA,NA,"2028105","292117","142713","21399","730851"
2021-01-31,"Dawson",0,100,144,NA,NA,"9789","1898","304","112","4206"
2021-01-31,"Deaf Smith",100,100,456,NA,NA,"13439","2423","238","147","5332"
2021-01-31,"Delta",200,NA,96,NA,NA,"4222","1118","379","100","1580"
2021-01-31,"Denton",32975,4000,24005,NA,NA,"697330","93499","23806","5913","257836"
2021-01-31,"Dimmit",1175,100,1380,NA,NA,"7539","1749","238","175","3179"
2021-01-31,"Donley",0,100,68,NA,NA,"2716","804","27","65","918"
2021-01-31,"Duval",300,NA,351,NA,NA,"8600","2031","69","150","3541"
2021-01-31,"Eastland",200,NA,333,NA,NA,"14970","4054","860","389","5393"
2021-01-31,"Ector",3900,1300,6766,NA,NA,"120896","15970","5303","1016","50679"
2021-01-31,"El Paso",15050,11400,21989,NA,NA,"640180","105175","35065","8383","245567"
2021-01-31,"Ellis",5000,1500,3992,NA,NA,"141665","24288","3985","1994","54463"
2021-01-31,"Erath",400,400,743,NA,NA,"34875","6256","1250","481","12564"
2021-01-31,"Falls",975,NA,581,NA,NA,"14049","3226","328","187","5671"
2021-01-31,"Fannin",1375,300,1290,NA,NA,"28874","6588","962","614","10987"
2021-01-31,"Fisher",200,NA,61,NA,NA,"3088","961","101","28","1061"
2021-01-31,"Floyd",200,200,101,NA,NA,"4371","1070","132","68","1723"
2021-01-31,"Foard",200,NA,22,NA,NA,"962","315","7","80","332"
2021-01-31,"Fort Bend",31400,2500,24066,NA,NA,"616413","93851","24721","4977","175581"
2021-01-31,"Franklin",300,200,127,NA,NA,"8554","2367","169","163","2871"
2021-01-31,"Freestone",0,100,177,NA,NA,"15808","3996","553","261","6319"
2021-01-31,"Frio",500,500,847,NA,NA,"16121","2499","186","166","6797"
2021-01-31,"Galveston",5975,1500,11573,NA,NA,"269280","50987","11784","2830","96486"
2021-01-31,"Garza",300,NA,49,NA,NA,"5325","719","33","75","2197"
2021-01-31,"Gillespie",1200,NA,1350,NA,NA,"22307","8110","1175","706","6815"
2021-01-31,"Gray",100,NA,405,NA,NA,"16924","3531","689","315","6978"
2021-01-31,"Grayson",200,500,3350,NA,NA,"107521","24182","9338","2131","40586"
