"Date","County","Race","Fully_Vaccinated","At_Least_One_Vaccinated","All_Vaccinated"
2021-02-28,"Brazoria","Asian",4016,8404,NA
2021-02-28,"Brazoria","Black",2396,4875,NA
2021-02-28,"Brazoria","Hispanic",1768,3880,NA
2021-02-28,"Brazoria","White",7951,14449,NA
2021-02-28,"Brazoria","Other",2804,4602,NA
2021-02-28,"Brazoria","Unknown",5491,8295,NA
2021-03-07,"Brazoria","Asian",5615,9831,NA
2021-03-07,"Brazoria","Black",3377,6096,NA
2021-03-07,"Brazoria","Hispanic",2570,5040,NA
2021-03-07,"Brazoria","White",10978,17534,NA
2021-03-07,"Brazoria","Other",4438,6712,NA
2021-03-07,"Brazoria","Unknown",6006,8564,NA
2021-03-07,"Brazoria","Asian",5615,9831,NA
2021-03-07,"Brazoria","Black",3377,6096,NA
2021-03-07,"Brazoria","Hispanic",2570,5040,NA
2021-03-07,"Brazoria","White",10978,17534,NA
2021-03-07,"Brazoria","Other",4438,6712,NA
2021-03-07,"Brazoria","Unknown",6006,8564,NA
2021-02-14,"Brazos","Asian",107,NA,NA
2021-02-14,"Brazos","Black",145,NA,NA
2021-02-14,"Brazos","Hispanic",234,NA,NA
2021-02-14,"Brazos","White",1625,NA,NA
2021-02-14,"Brazos","Other",388,NA,NA
2021-02-14,"Brazos","Unknown",723,NA,NA
2021-02-21,"Brazos","Asian",271,NA,NA
2021-02-21,"Brazos","Black",292,NA,NA
2021-02-21,"Brazos","Hispanic",445,NA,NA
2021-02-21,"Brazos","White",4605,NA,NA
2021-02-21,"Brazos","Other",676,NA,NA
2021-02-21,"Brazos","Unknown",1392,NA,NA
2021-02-28,"Brazos","Asian",309,784,NA
2021-02-28,"Brazos","Black",369,890,NA
2021-02-28,"Brazos","Hispanic",537,1869,NA
2021-02-28,"Brazos","White",5289,12540,NA
2021-02-28,"Brazos","Other",1016,1803,NA
2021-02-28,"Brazos","Unknown",1563,6461,NA
2021-03-07,"Brazos","Asian",507,1216,NA
2021-03-07,"Brazos","Black",534,1383,NA
2021-03-07,"Brazos","Hispanic",945,2978,NA
2021-03-07,"Brazos","White",8669,17837,NA
2021-03-07,"Brazos","Other",1190,2075,NA
2021-03-07,"Brazos","Unknown",1776,3837,NA
2021-03-07,"Brazos","Asian",507,1216,NA
2021-03-07,"Brazos","Black",534,1383,NA
2021-03-07,"Brazos","Hispanic",945,2978,NA
2021-03-07,"Brazos","White",8669,17837,NA
2021-03-07,"Brazos","Other",1190,2075,NA
2021-03-07,"Brazos","Unknown",1776,3837,NA
2021-02-14,"Brewster","Asian",7,NA,NA
2021-02-14,"Brewster","Hispanic",5,NA,NA
2021-02-14,"Brewster","White",31,NA,NA
2021-02-14,"Brewster","Other",11,NA,NA
2021-02-14,"Brewster","Unknown",259,NA,NA
2021-02-21,"Brewster","Asian",3,NA,NA
2021-02-21,"Brewster","Black",0,NA,NA
2021-02-21,"Brewster","Hispanic",15,NA,NA
2021-02-21,"Brewster","White",58,NA,NA
2021-02-21,"Brewster","Other",13,NA,NA
2021-02-21,"Brewster","Unknown",277,NA,NA
2021-02-28,"Brewster","Asian",6,29,NA
2021-02-28,"Brewster","Black",0,6,NA
2021-02-28,"Brewster","Hispanic",206,427,NA
2021-02-28,"Brewster","White",348,733,NA
2021-02-28,"Brewster","Other",20,35,NA
2021-02-28,"Brewster","Unknown",438,933,NA
2021-03-07,"Brewster","Asian",13,24,NA
2021-03-07,"Brewster","Black",3,9,NA
2021-03-07,"Brewster","Hispanic",442,759,NA
2021-03-07,"Brewster","White",672,1126,NA
2021-03-07,"Brewster","Other",28,43,NA
2021-03-07,"Brewster","Unknown",477,630,NA
2021-03-07,"Brewster","Asian",13,24,NA
2021-03-07,"Brewster","Black",3,9,NA
2021-03-07,"Brewster","Hispanic",442,759,NA
2021-03-07,"Brewster","White",672,1126,NA
2021-03-07,"Brewster","Other",28,43,NA
2021-03-07,"Brewster","Unknown",477,630,NA
2021-02-14,"Briscoe","Black",0,NA,NA
2021-02-14,"Briscoe","Hispanic",22,NA,NA
2021-02-14,"Briscoe","White",125,NA,NA
2021-02-14,"Briscoe","Other",3,NA,NA
2021-02-14,"Briscoe","Unknown",22,NA,NA
2021-02-21,"Briscoe","Black",1,NA,NA
2021-02-21,"Briscoe","Hispanic",17,NA,NA
2021-02-21,"Briscoe","White",106,NA,NA
2021-02-21,"Briscoe","Other",4,NA,NA
2021-02-21,"Briscoe","Unknown",24,NA,NA
2021-02-28,"Briscoe","Black",1,4,NA
2021-02-28,"Briscoe","Hispanic",19,57,NA
2021-02-28,"Briscoe","White",126,246,NA
2021-02-28,"Briscoe","Other",4,5,NA
2021-02-28,"Briscoe","Unknown",24,51,NA
2021-03-07,"Briscoe","Black",3,4,NA
2021-03-07,"Briscoe","Hispanic",54,75,NA
2021-03-07,"Briscoe","White",213,267,NA
2021-03-07,"Briscoe","Other",5,7,NA
2021-03-07,"Briscoe","Unknown",33,40,NA
2021-03-07,"Briscoe","Black",3,4,NA
2021-03-07,"Briscoe","Hispanic",54,75,NA
2021-03-07,"Briscoe","White",213,267,NA
2021-03-07,"Briscoe","Other",5,7,NA
2021-03-07,"Briscoe","Unknown",33,40,NA
2021-02-14,"Brooks","Asian",1,NA,NA
2021-02-14,"Brooks","Hispanic",26,NA,NA
2021-02-14,"Brooks","White",66,NA,NA
2021-02-14,"Brooks","Other",13,NA,NA
2021-02-14,"Brooks","Unknown",29,NA,NA
2021-02-21,"Brooks","Asian",1,NA,NA
2021-02-21,"Brooks","Hispanic",54,NA,NA
2021-02-21,"Brooks","White",110,NA,NA
2021-02-21,"Brooks","Other",16,NA,NA
2021-02-21,"Brooks","Unknown",68,NA,NA
2021-02-28,"Brooks","Asian",2,4,NA
2021-02-28,"Brooks","Black",0,1,NA
2021-02-28,"Brooks","Hispanic",200,534,NA
2021-02-28,"Brooks","White",189,267,NA
2021-02-28,"Brooks","Other",19,29,NA
2021-02-28,"Brooks","Unknown",285,339,NA
2021-03-07,"Brooks","Asian",3,7,NA
2021-03-07,"Brooks","Black",0,1,NA
2021-03-07,"Brooks","Hispanic",413,755,NA
2021-03-07,"Brooks","White",197,315,NA
2021-03-07,"Brooks","Other",22,31,NA
2021-03-07,"Brooks","Unknown",290,367,NA
2021-03-07,"Brooks","Asian",3,7,NA
2021-03-07,"Brooks","Black",0,1,NA
2021-03-07,"Brooks","Hispanic",413,755,NA
2021-03-07,"Brooks","White",197,315,NA
2021-03-07,"Brooks","Other",22,31,NA
2021-03-07,"Brooks","Unknown",290,367,NA
2021-02-14,"Brown","Asian",1,NA,NA
2021-02-14,"Brown","Black",1,NA,NA
2021-02-14,"Brown","Hispanic",4,NA,NA
2021-02-14,"Brown","White",94,NA,NA
2021-02-14,"Brown","Other",111,NA,NA
2021-02-14,"Brown","Unknown",555,NA,NA
2021-02-21,"Brown","Asian",1,NA,NA
2021-02-21,"Brown","Black",3,NA,NA
2021-02-21,"Brown","Hispanic",8,NA,NA
2021-02-21,"Brown","White",142,NA,NA
2021-02-21,"Brown","Other",168,NA,NA
2021-02-21,"Brown","Unknown",776,NA,NA
2021-02-28,"Brown","Asian",1,1,NA
2021-02-28,"Brown","Black",3,17,NA
2021-02-28,"Brown","Hispanic",15,66,NA
2021-02-28,"Brown","White",189,911,NA
2021-02-28,"Brown","Other",186,497,NA
2021-02-28,"Brown","Unknown",839,1480,NA
2021-03-07,"Brown","Asian",4,4,NA
2021-03-07,"Brown","Black",5,23,NA
2021-03-07,"Brown","Hispanic",24,140,NA
2021-03-07,"Brown","White",256,1479,NA
2021-03-07,"Brown","Other",197,659,NA
2021-03-07,"Brown","Unknown",861,1583,NA
2021-03-07,"Brown","Asian",4,4,NA
2021-03-07,"Brown","Black",5,23,NA
2021-03-07,"Brown","Hispanic",24,140,NA
2021-03-07,"Brown","White",256,1479,NA
2021-03-07,"Brown","Other",197,659,NA
2021-03-07,"Brown","Unknown",861,1583,NA
2021-02-14,"Burleson","Asian",2,NA,NA
2021-02-14,"Burleson","Black",19,NA,NA
2021-02-14,"Burleson","Hispanic",22,NA,NA
2021-02-14,"Burleson","White",259,NA,NA
2021-02-14,"Burleson","Other",10,NA,NA
2021-02-14,"Burleson","Unknown",101,NA,NA
2021-02-21,"Burleson","Asian",2,NA,NA
2021-02-21,"Burleson","Black",27,NA,NA
2021-02-21,"Burleson","Hispanic",28,NA,NA
2021-02-21,"Burleson","White",418,NA,NA
2021-02-21,"Burleson","Other",16,NA,NA
2021-02-21,"Burleson","Unknown",119,NA,NA
2021-02-28,"Burleson","Asian",2,3,NA
2021-02-28,"Burleson","Black",31,127,NA
2021-02-28,"Burleson","Hispanic",34,101,NA
2021-02-28,"Burleson","White",458,1194,NA
2021-02-28,"Burleson","Other",26,284,NA
2021-02-28,"Burleson","Unknown",154,472,NA
2021-03-07,"Burleson","Asian",2,5,NA
2021-03-07,"Burleson","Black",38,194,NA
2021-03-07,"Burleson","Hispanic",50,158,NA
2021-03-07,"Burleson","White",671,1670,NA
2021-03-07,"Burleson","Other",44,283,NA
2021-03-07,"Burleson","Unknown",184,395,NA
2021-03-07,"Burleson","Asian",2,5,NA
2021-03-07,"Burleson","Black",38,194,NA
2021-03-07,"Burleson","Hispanic",50,158,NA
2021-03-07,"Burleson","White",671,1670,NA
2021-03-07,"Burleson","Other",44,283,NA
2021-03-07,"Burleson","Unknown",184,395,NA
2021-02-14,"Burnet","Asian",7,NA,NA
2021-02-14,"Burnet","Black",5,NA,NA
2021-02-14,"Burnet","Hispanic",48,NA,NA
2021-02-14,"Burnet","White",398,NA,NA
2021-02-14,"Burnet","Other",24,NA,NA
2021-02-14,"Burnet","Unknown",269,NA,NA
2021-02-21,"Burnet","Asian",11,NA,NA
2021-02-21,"Burnet","Black",7,NA,NA
2021-02-21,"Burnet","Hispanic",66,NA,NA
2021-02-21,"Burnet","White",625,NA,NA
2021-02-21,"Burnet","Other",58,NA,NA
2021-02-21,"Burnet","Unknown",415,NA,NA
2021-02-28,"Burnet","Asian",12,22,NA
2021-02-28,"Burnet","Black",9,25,NA
2021-02-28,"Burnet","Hispanic",89,239,NA
2021-02-28,"Burnet","White",898,3281,NA
2021-02-28,"Burnet","Other",147,298,NA
2021-02-28,"Burnet","Unknown",521,1026,NA
2021-03-07,"Burnet","Asian",13,28,NA
2021-03-07,"Burnet","Black",17,34,NA
2021-03-07,"Burnet","Hispanic",135,291,NA
2021-03-07,"Burnet","White",1817,4173,NA
2021-03-07,"Burnet","Other",198,349,NA
2021-03-07,"Burnet","Unknown",605,1027,NA
2021-03-07,"Burnet","Asian",13,28,NA
2021-03-07,"Burnet","Black",17,34,NA
2021-03-07,"Burnet","Hispanic",135,291,NA
2021-03-07,"Burnet","White",1817,4173,NA
2021-03-07,"Burnet","Other",198,349,NA
2021-03-07,"Burnet","Unknown",605,1027,NA
2021-02-14,"Caldwell","Asian",0,NA,NA
2021-02-14,"Caldwell","Black",9,NA,NA
2021-02-14,"Caldwell","Hispanic",69,NA,NA
2021-02-14,"Caldwell","White",161,NA,NA
2021-02-14,"Caldwell","Other",35,NA,NA
2021-02-14,"Caldwell","Unknown",346,NA,NA
2021-02-21,"Caldwell","Asian",0,NA,NA
2021-02-21,"Caldwell","Black",18,NA,NA
2021-02-21,"Caldwell","Hispanic",132,NA,NA
2021-02-21,"Caldwell","White",263,NA,NA
2021-02-21,"Caldwell","Other",84,NA,NA
2021-02-21,"Caldwell","Unknown",636,NA,NA
2021-02-28,"Caldwell","Asian",2,15,NA
2021-02-28,"Caldwell","Black",23,100,NA
2021-02-28,"Caldwell","Hispanic",211,680,NA
2021-02-28,"Caldwell","White",360,1119,NA
2021-02-28,"Caldwell","Other",108,277,NA
2021-02-28,"Caldwell","Unknown",835,1582,NA
2021-03-07,"Caldwell","Asian",9,20,NA
2021-03-07,"Caldwell","Black",36,116,NA
2021-03-07,"Caldwell","Hispanic",348,939,NA
2021-03-07,"Caldwell","White",558,1481,NA
2021-03-07,"Caldwell","Other",145,333,NA
2021-03-07,"Caldwell","Unknown",960,1673,NA
2021-03-07,"Caldwell","Asian",9,20,NA
2021-03-07,"Caldwell","Black",36,116,NA
2021-03-07,"Caldwell","Hispanic",348,939,NA
2021-03-07,"Caldwell","White",558,1481,NA
2021-03-07,"Caldwell","Other",145,333,NA
2021-03-07,"Caldwell","Unknown",960,1673,NA
2021-02-14,"Calhoun","Asian",28,NA,NA
2021-02-14,"Calhoun","Black",3,NA,NA
2021-02-14,"Calhoun","Hispanic",32,NA,NA
2021-02-14,"Calhoun","White",131,NA,NA
2021-02-14,"Calhoun","Other",5,NA,NA
2021-02-14,"Calhoun","Unknown",294,NA,NA
2021-02-21,"Calhoun","Asian",25,NA,NA
2021-02-21,"Calhoun","Black",14,NA,NA
2021-02-21,"Calhoun","Hispanic",88,NA,NA
2021-02-21,"Calhoun","White",266,NA,NA
2021-02-21,"Calhoun","Other",17,NA,NA
2021-02-21,"Calhoun","Unknown",427,NA,NA
2021-02-28,"Calhoun","Asian",32,99,NA
2021-02-28,"Calhoun","Black",18,51,NA
2021-02-28,"Calhoun","Hispanic",126,414,NA
2021-02-28,"Calhoun","White",354,1096,NA
2021-02-28,"Calhoun","Other",24,58,NA
2021-02-28,"Calhoun","Unknown",426,647,NA
2021-03-07,"Calhoun","Asian",49,105,NA
2021-03-07,"Calhoun","Black",10,40,NA
2021-03-07,"Calhoun","Hispanic",144,482,NA
2021-03-07,"Calhoun","White",398,1157,NA
2021-03-07,"Calhoun","Other",26,67,NA
2021-03-07,"Calhoun","Unknown",453,622,NA
2021-03-07,"Calhoun","Asian",49,105,NA
2021-03-07,"Calhoun","Black",10,40,NA
2021-03-07,"Calhoun","Hispanic",144,482,NA
2021-03-07,"Calhoun","White",398,1157,NA
2021-03-07,"Calhoun","Other",26,67,NA
2021-03-07,"Calhoun","Unknown",453,622,NA
2021-02-14,"Callahan","Asian",0,NA,NA
2021-02-14,"Callahan","Hispanic",3,NA,NA
2021-02-14,"Callahan","White",32,NA,NA
2021-02-14,"Callahan","Other",1,NA,NA
2021-02-14,"Callahan","Unknown",236,NA,NA
2021-02-21,"Callahan","Asian",0,NA,NA
2021-02-21,"Callahan","Hispanic",9,NA,NA
2021-02-21,"Callahan","White",81,NA,NA
2021-02-21,"Callahan","Other",10,NA,NA
2021-02-21,"Callahan","Unknown",387,NA,NA
2021-02-28,"Callahan","Asian",1,1,NA
2021-02-28,"Callahan","Hispanic",22,61,NA
2021-02-28,"Callahan","White",203,658,NA
2021-02-28,"Callahan","Other",18,44,NA
2021-02-28,"Callahan","Unknown",506,730,NA
2021-03-07,"Callahan","Asian",2,3,NA
2021-03-07,"Callahan","Hispanic",31,74,NA
2021-03-07,"Callahan","White",312,969,NA
2021-03-07,"Callahan","Other",20,46,NA
2021-03-07,"Callahan","Unknown",564,763,NA
2021-03-07,"Callahan","Asian",2,3,NA
2021-03-07,"Callahan","Hispanic",31,74,NA
2021-03-07,"Callahan","White",312,969,NA
2021-03-07,"Callahan","Other",20,46,NA
2021-03-07,"Callahan","Unknown",564,763,NA
2021-02-14,"Cameron","Asian",91,NA,NA
2021-02-14,"Cameron","Black",24,NA,NA
2021-02-14,"Cameron","Hispanic",3917,NA,NA
2021-02-14,"Cameron","White",1712,NA,NA
2021-02-14,"Cameron","Other",376,NA,NA
2021-02-14,"Cameron","Unknown",10775,NA,NA
2021-02-21,"Cameron","Asian",121,NA,NA
2021-02-21,"Cameron","Black",32,NA,NA
2021-02-21,"Cameron","Hispanic",7459,NA,NA
2021-02-21,"Cameron","White",2718,NA,NA
2021-02-21,"Cameron","Other",644,NA,NA
2021-02-21,"Cameron","Unknown",19107,NA,NA
2021-02-28,"Cameron","Asian",141,232,NA
2021-02-28,"Cameron","Black",52,96,NA
2021-02-28,"Cameron","Hispanic",10376,24942,NA
2021-02-28,"Cameron","White",3681,7837,NA
2021-02-28,"Cameron","Other",735,1363,NA
2021-02-28,"Cameron","Unknown",23656,28523,NA
2021-03-07,"Cameron","Asian",161,300,NA
2021-03-07,"Cameron","Black",59,115,NA
2021-03-07,"Cameron","Hispanic",13893,34591,NA
2021-03-07,"Cameron","White",4270,9837,NA
2021-03-07,"Cameron","Other",812,1661,NA
2021-03-07,"Cameron","Unknown",24343,28958,NA
2021-03-07,"Cameron","Asian",161,300,NA
2021-03-07,"Cameron","Black",59,115,NA
2021-03-07,"Cameron","Hispanic",13893,34591,NA
2021-03-07,"Cameron","White",4270,9837,NA
2021-03-07,"Cameron","Other",812,1661,NA
2021-03-07,"Cameron","Unknown",24343,28958,NA
2021-02-14,"Camp","Black",7,NA,NA
2021-02-14,"Camp","Hispanic",4,NA,NA
2021-02-14,"Camp","White",39,NA,NA
2021-02-14,"Camp","Other",9,NA,NA
2021-02-14,"Camp","Unknown",115,NA,NA
2021-02-21,"Camp","Asian",3,NA,NA
2021-02-21,"Camp","Black",28,NA,NA
2021-02-21,"Camp","Hispanic",5,NA,NA
2021-02-21,"Camp","White",140,NA,NA
2021-02-21,"Camp","Other",25,NA,NA
2021-02-21,"Camp","Unknown",185,NA,NA
2021-02-28,"Camp","Asian",3,8,NA
2021-02-28,"Camp","Black",52,114,NA
2021-02-28,"Camp","Hispanic",6,21,NA
2021-02-28,"Camp","White",268,579,NA
2021-02-28,"Camp","Other",36,78,NA
2021-02-28,"Camp","Unknown",211,317,NA
2021-03-07,"Camp","Asian",4,9,NA
2021-03-07,"Camp","Black",68,148,NA
2021-03-07,"Camp","Hispanic",7,45,NA
2021-03-07,"Camp","White",354,738,NA
2021-03-07,"Camp","Other",39,80,NA
2021-03-07,"Camp","Unknown",225,296,NA
2021-03-07,"Camp","Asian",4,9,NA
2021-03-07,"Camp","Black",68,148,NA
2021-03-07,"Camp","Hispanic",7,45,NA
2021-03-07,"Camp","White",354,738,NA
2021-03-07,"Camp","Other",39,80,NA
2021-03-07,"Camp","Unknown",225,296,NA
2021-02-14,"Carson","Asian",3,NA,NA
2021-02-14,"Carson","Black",0,NA,NA
2021-02-14,"Carson","Hispanic",12,NA,NA
2021-02-14,"Carson","White",110,NA,NA
2021-02-14,"Carson","Other",4,NA,NA
2021-02-14,"Carson","Unknown",181,NA,NA
2021-02-21,"Carson","Asian",3,NA,NA
2021-02-21,"Carson","Black",0,NA,NA
2021-02-21,"Carson","Hispanic",13,NA,NA
2021-02-21,"Carson","White",176,NA,NA
2021-02-21,"Carson","Other",7,NA,NA
2021-02-21,"Carson","Unknown",247,NA,NA
2021-02-28,"Carson","Asian",3,5,NA
2021-02-28,"Carson","Hispanic",24,37,NA
2021-02-28,"Carson","White",249,423,NA
2021-02-28,"Carson","Other",8,17,NA
2021-02-28,"Carson","Unknown",278,336,NA
2021-03-07,"Carson","Asian",5,5,NA
2021-03-07,"Carson","Black",0,1,NA
2021-03-07,"Carson","Hispanic",27,48,NA
2021-03-07,"Carson","White",321,594,NA
2021-03-07,"Carson","Other",9,18,NA
2021-03-07,"Carson","Unknown",293,325,NA
2021-03-07,"Carson","Asian",5,5,NA
2021-03-07,"Carson","Black",0,1,NA
2021-03-07,"Carson","Hispanic",27,48,NA
2021-03-07,"Carson","White",321,594,NA
2021-03-07,"Carson","Other",9,18,NA
2021-03-07,"Carson","Unknown",293,325,NA
2021-02-14,"Cass","Black",16,NA,NA
2021-02-14,"Cass","Hispanic",4,NA,NA
2021-02-14,"Cass","White",158,NA,NA
2021-02-14,"Cass","Other",15,NA,NA
2021-02-14,"Cass","Unknown",77,NA,NA
2021-02-21,"Cass","Black",25,NA,NA
2021-02-21,"Cass","Hispanic",5,NA,NA
2021-02-21,"Cass","White",277,NA,NA
2021-02-21,"Cass","Other",46,NA,NA
2021-02-21,"Cass","Unknown",155,NA,NA
2021-02-28,"Cass","Black",41,70,NA
2021-02-28,"Cass","Hispanic",5,9,NA
2021-02-28,"Cass","White",355,638,NA
2021-02-28,"Cass","Other",56,124,NA
2021-02-28,"Cass","Unknown",200,406,NA
2021-03-07,"Cass","Black",48,155,NA
2021-03-07,"Cass","Hispanic",7,23,NA
2021-03-07,"Cass","White",446,1029,NA
2021-03-07,"Cass","Other",66,136,NA
2021-03-07,"Cass","Unknown",248,417,NA
2021-03-07,"Cass","Black",48,155,NA
2021-03-07,"Cass","Hispanic",7,23,NA
2021-03-07,"Cass","White",446,1029,NA
2021-03-07,"Cass","Other",66,136,NA
2021-03-07,"Cass","Unknown",248,417,NA
2021-02-14,"Castro","Asian",2,NA,NA
2021-02-14,"Castro","Black",1,NA,NA
2021-02-14,"Castro","Hispanic",46,NA,NA
2021-02-14,"Castro","White",46,NA,NA
2021-02-14,"Castro","Other",3,NA,NA
2021-02-14,"Castro","Unknown",91,NA,NA
2021-02-21,"Castro","Asian",3,NA,NA
2021-02-21,"Castro","Black",4,NA,NA
2021-02-21,"Castro","Hispanic",89,NA,NA
2021-02-21,"Castro","White",135,NA,NA
2021-02-21,"Castro","Other",4,NA,NA
2021-02-21,"Castro","Unknown",136,NA,NA
2021-02-28,"Castro","Asian",3,3,NA
2021-02-28,"Castro","Black",5,11,NA
2021-02-28,"Castro","Hispanic",187,366,NA
2021-02-28,"Castro","White",263,403,NA
2021-02-28,"Castro","Other",7,46,NA
2021-02-28,"Castro","Unknown",151,222,NA
2021-03-07,"Castro","Asian",3,3,NA
2021-03-07,"Castro","Black",9,13,NA
2021-03-07,"Castro","Hispanic",285,489,NA
2021-03-07,"Castro","White",351,465,NA
2021-03-07,"Castro","Other",7,49,NA
2021-03-07,"Castro","Unknown",166,214,NA
2021-03-07,"Castro","Asian",3,3,NA
2021-03-07,"Castro","Black",9,13,NA
2021-03-07,"Castro","Hispanic",285,489,NA
2021-03-07,"Castro","White",351,465,NA
2021-03-07,"Castro","Other",7,49,NA
2021-03-07,"Castro","Unknown",166,214,NA
2021-02-14,"Chambers","Asian",20,NA,NA
2021-02-14,"Chambers","Black",39,NA,NA
2021-02-14,"Chambers","Hispanic",10,NA,NA
2021-02-14,"Chambers","White",485,NA,NA
2021-02-14,"Chambers","Other",18,NA,NA
2021-02-14,"Chambers","Unknown",328,NA,NA
2021-02-21,"Chambers","Asian",36,NA,NA
2021-02-21,"Chambers","Black",78,NA,NA
2021-02-21,"Chambers","Hispanic",72,NA,NA
2021-02-21,"Chambers","White",1041,NA,NA
2021-02-21,"Chambers","Other",61,NA,NA
2021-02-21,"Chambers","Unknown",389,NA,NA
2021-02-28,"Chambers","Asian",47,82,NA
2021-02-28,"Chambers","Black",104,241,NA
2021-02-28,"Chambers","Hispanic",102,339,NA
2021-02-28,"Chambers","White",1345,2251,NA
2021-02-28,"Chambers","Other",74,142,NA
2021-02-28,"Chambers","Unknown",443,827,NA
2021-03-07,"Chambers","Asian",70,105,NA
2021-03-07,"Chambers","Black",136,293,NA
2021-03-07,"Chambers","Hispanic",149,463,NA
2021-03-07,"Chambers","White",1658,2744,NA
2021-03-07,"Chambers","Other",99,168,NA
2021-03-07,"Chambers","Unknown",464,838,NA
2021-03-07,"Chambers","Asian",70,105,NA
2021-03-07,"Chambers","Black",136,293,NA
2021-03-07,"Chambers","Hispanic",149,463,NA
2021-03-07,"Chambers","White",1658,2744,NA
2021-03-07,"Chambers","Other",99,168,NA
2021-03-07,"Chambers","Unknown",464,838,NA
2021-02-14,"Cherokee","Asian",6,NA,NA
2021-02-14,"Cherokee","Black",28,NA,NA
2021-02-14,"Cherokee","Hispanic",12,NA,NA
2021-02-14,"Cherokee","White",306,NA,NA
2021-02-14,"Cherokee","Other",19,NA,NA
2021-02-14,"Cherokee","Unknown",467,NA,NA
2021-02-21,"Cherokee","Asian",12,NA,NA
2021-02-21,"Cherokee","Black",80,NA,NA
2021-02-21,"Cherokee","Hispanic",44,NA,NA
2021-02-21,"Cherokee","White",969,NA,NA
2021-02-21,"Cherokee","Other",100,NA,NA
2021-02-21,"Cherokee","Unknown",833,NA,NA
2021-02-28,"Cherokee","Asian",17,22,NA
2021-02-28,"Cherokee","Black",113,273,NA
2021-02-28,"Cherokee","Hispanic",62,95,NA
2021-02-28,"Cherokee","White",1335,2390,NA
2021-02-28,"Cherokee","Other",123,188,NA
2021-02-28,"Cherokee","Unknown",1035,1523,NA
2021-03-07,"Cherokee","Asian",20,24,NA
2021-03-07,"Cherokee","Black",164,380,NA
2021-03-07,"Cherokee","Hispanic",78,128,NA
2021-03-07,"Cherokee","White",1769,2934,NA
2021-03-07,"Cherokee","Other",132,197,NA
2021-03-07,"Cherokee","Unknown",1119,1408,NA
2021-03-07,"Cherokee","Asian",20,24,NA
2021-03-07,"Cherokee","Black",164,380,NA
2021-03-07,"Cherokee","Hispanic",78,128,NA
2021-03-07,"Cherokee","White",1769,2934,NA
2021-03-07,"Cherokee","Other",132,197,NA
2021-03-07,"Cherokee","Unknown",1119,1408,NA
2021-02-14,"Childress","Asian",4,NA,NA
2021-02-14,"Childress","Black",5,NA,NA
2021-02-14,"Childress","Hispanic",34,NA,NA
2021-02-14,"Childress","White",336,NA,NA
2021-02-14,"Childress","Other",7,NA,NA
2021-02-14,"Childress","Unknown",51,NA,NA
2021-02-21,"Childress","Asian",5,NA,NA
2021-02-21,"Childress","Black",9,NA,NA
2021-02-21,"Childress","Hispanic",45,NA,NA
2021-02-21,"Childress","White",406,NA,NA
2021-02-21,"Childress","Other",19,NA,NA
2021-02-21,"Childress","Unknown",80,NA,NA
2021-02-28,"Childress","Asian",5,14,NA
2021-02-28,"Childress","Black",7,14,NA
2021-02-28,"Childress","Hispanic",47,122,NA
2021-02-28,"Childress","White",430,769,NA
2021-02-28,"Childress","Other",19,27,NA
2021-02-28,"Childress","Unknown",78,159,NA
2021-03-07,"Childress","Asian",5,19,NA
2021-03-07,"Childress","Black",7,24,NA
2021-03-07,"Childress","Hispanic",67,187,NA
2021-03-07,"Childress","White",489,948,NA
2021-03-07,"Childress","Other",22,33,NA
2021-03-07,"Childress","Unknown",89,157,NA
2021-03-07,"Childress","Asian",5,19,NA
2021-03-07,"Childress","Black",7,24,NA
2021-03-07,"Childress","Hispanic",67,187,NA
2021-03-07,"Childress","White",489,948,NA
2021-03-07,"Childress","Other",22,33,NA
2021-03-07,"Childress","Unknown",89,157,NA
2021-02-14,"Clay","Asian",1,NA,NA
2021-02-14,"Clay","Black",0,NA,NA
2021-02-14,"Clay","Hispanic",7,NA,NA
2021-02-14,"Clay","White",227,NA,NA
2021-02-14,"Clay","Other",13,NA,NA
2021-02-14,"Clay","Unknown",205,NA,NA
2021-02-21,"Clay","Asian",2,NA,NA
2021-02-21,"Clay","Black",2,NA,NA
2021-02-21,"Clay","Hispanic",8,NA,NA
2021-02-21,"Clay","White",313,NA,NA
2021-02-21,"Clay","Other",19,NA,NA
2021-02-21,"Clay","Unknown",277,NA,NA
2021-02-28,"Clay","Asian",4,5,NA
2021-02-28,"Clay","Black",5,6,NA
2021-02-28,"Clay","Hispanic",25,38,NA
2021-02-28,"Clay","White",929,1331,NA
2021-02-28,"Clay","Other",54,85,NA
2021-02-28,"Clay","Unknown",831,919,NA
2021-03-07,"Clay","Asian",4,6,NA
2021-03-07,"Clay","Black",5,7,NA
2021-03-07,"Clay","Hispanic",31,41,NA
2021-03-07,"Clay","White",1171,1502,NA
2021-03-07,"Clay","Other",65,93,NA
2021-03-07,"Clay","Unknown",858,916,NA
2021-03-07,"Clay","Asian",4,6,NA
2021-03-07,"Clay","Black",5,7,NA
2021-03-07,"Clay","Hispanic",31,41,NA
2021-03-07,"Clay","White",1171,1502,NA
2021-03-07,"Clay","Other",65,93,NA
2021-03-07,"Clay","Unknown",858,916,NA
2021-02-14,"Cochran","Asian",36,NA,NA
2021-02-14,"Cochran","Black",9,NA,NA
2021-02-14,"Cochran","Hispanic",13,NA,NA
2021-02-14,"Cochran","White",9,NA,NA
