"Date","County","Race","Fully_Vaccinated","At_Least_One_Vaccinated","All_Vaccinated"
2021-03-07,"Kleberg","Hispanic",1751,3362,NA
2021-03-07,"Kleberg","White",750,1278,NA
2021-03-07,"Kleberg","Other",98,160,NA
2021-03-07,"Kleberg","Unknown",3465,3993,NA
2021-02-14,"Knox","Asian",1,NA,NA
2021-02-14,"Knox","Black",2,NA,NA
2021-02-14,"Knox","Hispanic",25,NA,NA
2021-02-14,"Knox","White",104,NA,NA
2021-02-14,"Knox","Other",3,NA,NA
2021-02-14,"Knox","Unknown",36,NA,NA
2021-02-21,"Knox","Asian",1,NA,NA
2021-02-21,"Knox","Black",2,NA,NA
2021-02-21,"Knox","Hispanic",28,NA,NA
2021-02-21,"Knox","White",130,NA,NA
2021-02-21,"Knox","Other",3,NA,NA
2021-02-21,"Knox","Unknown",138,NA,NA
2021-02-28,"Knox","Asian",1,3,NA
2021-02-28,"Knox","Black",3,11,NA
2021-02-28,"Knox","Hispanic",31,86,NA
2021-02-28,"Knox","White",157,403,NA
2021-02-28,"Knox","Other",4,10,NA
2021-02-28,"Knox","Unknown",154,185,NA
2021-03-07,"Knox","Asian",3,3,NA
2021-03-07,"Knox","Black",9,19,NA
2021-03-07,"Knox","Hispanic",72,115,NA
2021-03-07,"Knox","White",367,474,NA
2021-03-07,"Knox","Other",7,21,NA
2021-03-07,"Knox","Unknown",163,185,NA
2021-03-07,"Knox","Asian",3,3,NA
2021-03-07,"Knox","Black",9,19,NA
2021-03-07,"Knox","Hispanic",72,115,NA
2021-03-07,"Knox","White",367,474,NA
2021-03-07,"Knox","Other",7,21,NA
2021-03-07,"Knox","Unknown",163,185,NA
2021-02-14,"La Salle","Asian",0,NA,NA
2021-02-14,"La Salle","Hispanic",7,NA,NA
2021-02-14,"La Salle","White",5,NA,NA
2021-02-14,"La Salle","Other",3,NA,NA
2021-02-14,"La Salle","Unknown",68,NA,NA
2021-02-21,"La Salle","Asian",3,NA,NA
2021-02-21,"La Salle","Black",0,NA,NA
2021-02-21,"La Salle","Hispanic",48,NA,NA
2021-02-21,"La Salle","White",15,NA,NA
2021-02-21,"La Salle","Other",36,NA,NA
2021-02-21,"La Salle","Unknown",691,NA,NA
2021-02-28,"La Salle","Asian",3,4,NA
2021-02-28,"La Salle","Black",0,2,NA
2021-02-28,"La Salle","Hispanic",68,305,NA
2021-02-28,"La Salle","White",22,62,NA
2021-02-28,"La Salle","Other",40,58,NA
2021-02-28,"La Salle","Unknown",906,1431,NA
2021-03-07,"La Salle","Asian",4,4,NA
2021-03-07,"La Salle","Black",1,2,NA
2021-03-07,"La Salle","Hispanic",206,369,NA
2021-03-07,"La Salle","White",45,75,NA
2021-03-07,"La Salle","Other",51,63,NA
2021-03-07,"La Salle","Unknown",1277,1416,NA
2021-03-07,"La Salle","Asian",4,4,NA
2021-03-07,"La Salle","Black",1,2,NA
2021-03-07,"La Salle","Hispanic",206,369,NA
2021-03-07,"La Salle","White",45,75,NA
2021-03-07,"La Salle","Other",51,63,NA
2021-03-07,"La Salle","Unknown",1277,1416,NA
2021-02-14,"Lamar","Asian",4,NA,NA
2021-02-14,"Lamar","Black",17,NA,NA
2021-02-14,"Lamar","Hispanic",1,NA,NA
2021-02-14,"Lamar","White",134,NA,NA
2021-02-14,"Lamar","Other",208,NA,NA
2021-02-14,"Lamar","Unknown",956,NA,NA
2021-02-21,"Lamar","Asian",6,NA,NA
2021-02-21,"Lamar","Black",20,NA,NA
2021-02-21,"Lamar","Hispanic",4,NA,NA
2021-02-21,"Lamar","White",223,NA,NA
2021-02-21,"Lamar","Other",295,NA,NA
2021-02-21,"Lamar","Unknown",1266,NA,NA
2021-02-28,"Lamar","Asian",7,50,NA
2021-02-28,"Lamar","Black",49,425,NA
2021-02-28,"Lamar","Hispanic",18,110,NA
2021-02-28,"Lamar","White",765,3471,NA
2021-02-28,"Lamar","Other",330,541,NA
2021-02-28,"Lamar","Unknown",2399,2798,NA
2021-03-07,"Lamar","Asian",8,74,NA
2021-03-07,"Lamar","Black",97,606,NA
2021-03-07,"Lamar","Hispanic",34,160,NA
2021-03-07,"Lamar","White",1125,4334,NA
2021-03-07,"Lamar","Other",376,561,NA
2021-03-07,"Lamar","Unknown",2419,2719,NA
2021-03-07,"Lamar","Asian",8,74,NA
2021-03-07,"Lamar","Black",97,606,NA
2021-03-07,"Lamar","Hispanic",34,160,NA
2021-03-07,"Lamar","White",1125,4334,NA
2021-03-07,"Lamar","Other",376,561,NA
2021-03-07,"Lamar","Unknown",2419,2719,NA
2021-02-14,"Lamb","Asian",0,NA,NA
2021-02-14,"Lamb","Black",0,NA,NA
2021-02-14,"Lamb","Hispanic",22,NA,NA
2021-02-14,"Lamb","White",50,NA,NA
2021-02-14,"Lamb","Other",26,NA,NA
2021-02-14,"Lamb","Unknown",271,NA,NA
2021-02-21,"Lamb","Asian",0,NA,NA
2021-02-21,"Lamb","Black",3,NA,NA
2021-02-21,"Lamb","Hispanic",39,NA,NA
2021-02-21,"Lamb","White",118,NA,NA
2021-02-21,"Lamb","Other",36,NA,NA
2021-02-21,"Lamb","Unknown",787,NA,NA
2021-02-28,"Lamb","Asian",0,2,NA
2021-02-28,"Lamb","Black",5,42,NA
2021-02-28,"Lamb","Hispanic",94,430,NA
2021-02-28,"Lamb","White",195,548,NA
2021-02-28,"Lamb","Other",47,87,NA
2021-02-28,"Lamb","Unknown",843,1078,NA
2021-03-07,"Lamb","Asian",0,3,NA
2021-03-07,"Lamb","Black",7,49,NA
2021-03-07,"Lamb","Hispanic",120,537,NA
2021-03-07,"Lamb","White",261,659,NA
2021-03-07,"Lamb","Other",55,102,NA
2021-03-07,"Lamb","Unknown",865,1048,NA
2021-03-07,"Lamb","Asian",0,3,NA
2021-03-07,"Lamb","Black",7,49,NA
2021-03-07,"Lamb","Hispanic",120,537,NA
2021-03-07,"Lamb","White",261,659,NA
2021-03-07,"Lamb","Other",55,102,NA
2021-03-07,"Lamb","Unknown",865,1048,NA
2021-02-14,"Lampasas","Asian",2,NA,NA
2021-02-14,"Lampasas","Black",2,NA,NA
2021-02-14,"Lampasas","Hispanic",19,NA,NA
2021-02-14,"Lampasas","White",123,NA,NA
2021-02-14,"Lampasas","Other",6,NA,NA
2021-02-14,"Lampasas","Unknown",118,NA,NA
2021-02-21,"Lampasas","Asian",3,NA,NA
2021-02-21,"Lampasas","Black",4,NA,NA
2021-02-21,"Lampasas","Hispanic",24,NA,NA
2021-02-21,"Lampasas","White",177,NA,NA
2021-02-21,"Lampasas","Other",32,NA,NA
2021-02-21,"Lampasas","Unknown",237,NA,NA
2021-02-28,"Lampasas","Asian",5,9,NA
2021-02-28,"Lampasas","Black",4,15,NA
2021-02-28,"Lampasas","Hispanic",36,76,NA
2021-02-28,"Lampasas","White",301,832,NA
2021-02-28,"Lampasas","Other",48,122,NA
2021-02-28,"Lampasas","Unknown",416,707,NA
2021-03-07,"Lampasas","Asian",6,13,NA
2021-03-07,"Lampasas","Black",7,38,NA
2021-03-07,"Lampasas","Hispanic",48,86,NA
2021-03-07,"Lampasas","White",512,979,NA
2021-03-07,"Lampasas","Other",73,143,NA
2021-03-07,"Lampasas","Unknown",498,718,NA
2021-03-07,"Lampasas","Asian",6,13,NA
2021-03-07,"Lampasas","Black",7,38,NA
2021-03-07,"Lampasas","Hispanic",48,86,NA
2021-03-07,"Lampasas","White",512,979,NA
2021-03-07,"Lampasas","Other",73,143,NA
2021-03-07,"Lampasas","Unknown",498,718,NA
2021-02-14,"Lavaca","Black",12,NA,NA
2021-02-14,"Lavaca","Hispanic",9,NA,NA
2021-02-14,"Lavaca","White",361,NA,NA
2021-02-14,"Lavaca","Other",8,NA,NA
2021-02-14,"Lavaca","Unknown",348,NA,NA
2021-02-21,"Lavaca","Asian",0,NA,NA
2021-02-21,"Lavaca","Black",14,NA,NA
2021-02-21,"Lavaca","Hispanic",13,NA,NA
2021-02-21,"Lavaca","White",664,NA,NA
2021-02-21,"Lavaca","Other",37,NA,NA
2021-02-21,"Lavaca","Unknown",422,NA,NA
2021-02-28,"Lavaca","Asian",0,12,NA
2021-02-28,"Lavaca","Black",19,43,NA
2021-02-28,"Lavaca","Hispanic",37,75,NA
2021-02-28,"Lavaca","White",791,1549,NA
2021-02-28,"Lavaca","Other",40,93,NA
2021-02-28,"Lavaca","Unknown",469,755,NA
2021-03-07,"Lavaca","Asian",4,13,NA
2021-03-07,"Lavaca","Black",23,72,NA
2021-03-07,"Lavaca","Hispanic",51,133,NA
2021-03-07,"Lavaca","White",919,2073,NA
2021-03-07,"Lavaca","Other",42,101,NA
2021-03-07,"Lavaca","Unknown",526,731,NA
2021-03-07,"Lavaca","Asian",4,13,NA
2021-03-07,"Lavaca","Black",23,72,NA
2021-03-07,"Lavaca","Hispanic",51,133,NA
2021-03-07,"Lavaca","White",919,2073,NA
2021-03-07,"Lavaca","Other",42,101,NA
2021-03-07,"Lavaca","Unknown",526,731,NA
2021-02-14,"Lee","Black",5,NA,NA
2021-02-14,"Lee","Hispanic",3,NA,NA
2021-02-14,"Lee","White",62,NA,NA
2021-02-14,"Lee","Other",5,NA,NA
2021-02-14,"Lee","Unknown",226,NA,NA
2021-02-21,"Lee","Asian",1,NA,NA
2021-02-21,"Lee","Black",10,NA,NA
2021-02-21,"Lee","Hispanic",15,NA,NA
2021-02-21,"Lee","White",130,NA,NA
2021-02-21,"Lee","Other",15,NA,NA
2021-02-21,"Lee","Unknown",320,NA,NA
2021-02-28,"Lee","Asian",1,1,NA
2021-02-28,"Lee","Black",10,60,NA
2021-02-28,"Lee","Hispanic",22,55,NA
2021-02-28,"Lee","White",174,634,NA
2021-02-28,"Lee","Other",28,175,NA
2021-02-28,"Lee","Unknown",351,592,NA
2021-03-07,"Lee","Asian",1,3,NA
2021-03-07,"Lee","Black",25,110,NA
2021-03-07,"Lee","Hispanic",34,103,NA
2021-03-07,"Lee","White",304,951,NA
2021-03-07,"Lee","Other",73,192,NA
2021-03-07,"Lee","Unknown",384,557,NA
2021-03-07,"Lee","Asian",1,3,NA
2021-03-07,"Lee","Black",25,110,NA
2021-03-07,"Lee","Hispanic",34,103,NA
2021-03-07,"Lee","White",304,951,NA
2021-03-07,"Lee","Other",73,192,NA
2021-03-07,"Lee","Unknown",384,557,NA
2021-02-14,"Leon","Asian",1,NA,NA
2021-02-14,"Leon","Black",7,NA,NA
2021-02-14,"Leon","Hispanic",7,NA,NA
2021-02-14,"Leon","White",182,NA,NA
2021-02-14,"Leon","Other",3,NA,NA
2021-02-14,"Leon","Unknown",87,NA,NA
2021-02-21,"Leon","Asian",7,NA,NA
2021-02-21,"Leon","Black",13,NA,NA
2021-02-21,"Leon","Hispanic",11,NA,NA
2021-02-21,"Leon","White",272,NA,NA
2021-02-21,"Leon","Other",10,NA,NA
2021-02-21,"Leon","Unknown",118,NA,NA
2021-02-28,"Leon","Asian",8,18,NA
2021-02-28,"Leon","Black",15,39,NA
2021-02-28,"Leon","Hispanic",15,24,NA
2021-02-28,"Leon","White",353,837,NA
2021-02-28,"Leon","Other",20,48,NA
2021-02-28,"Leon","Unknown",151,316,NA
2021-03-07,"Leon","Asian",13,19,NA
2021-03-07,"Leon","Black",23,65,NA
2021-03-07,"Leon","Hispanic",25,44,NA
2021-03-07,"Leon","White",512,1284,NA
2021-03-07,"Leon","Other",23,57,NA
2021-03-07,"Leon","Unknown",164,286,NA
2021-03-07,"Leon","Asian",13,19,NA
2021-03-07,"Leon","Black",23,65,NA
2021-03-07,"Leon","Hispanic",25,44,NA
2021-03-07,"Leon","White",512,1284,NA
2021-03-07,"Leon","Other",23,57,NA
2021-03-07,"Leon","Unknown",164,286,NA
2021-02-14,"Liberty","Asian",18,NA,NA
2021-02-14,"Liberty","Black",61,NA,NA
2021-02-14,"Liberty","Hispanic",52,NA,NA
2021-02-14,"Liberty","White",698,NA,NA
2021-02-14,"Liberty","Other",23,NA,NA
2021-02-14,"Liberty","Unknown",150,NA,NA
2021-02-21,"Liberty","Asian",33,NA,NA
2021-02-21,"Liberty","Black",150,NA,NA
2021-02-21,"Liberty","Hispanic",122,NA,NA
2021-02-21,"Liberty","White",1321,NA,NA
2021-02-21,"Liberty","Other",67,NA,NA
2021-02-21,"Liberty","Unknown",497,NA,NA
2021-02-28,"Liberty","Asian",43,78,NA
2021-02-28,"Liberty","Black",198,365,NA
2021-02-28,"Liberty","Hispanic",181,410,NA
2021-02-28,"Liberty","White",1653,2650,NA
2021-02-28,"Liberty","Other",136,221,NA
2021-02-28,"Liberty","Unknown",826,1146,NA
2021-03-07,"Liberty","Asian",74,93,NA
2021-03-07,"Liberty","Black",253,499,NA
2021-03-07,"Liberty","Hispanic",255,547,NA
2021-03-07,"Liberty","White",1984,3256,NA
2021-03-07,"Liberty","Other",198,281,NA
2021-03-07,"Liberty","Unknown",859,1175,NA
2021-03-07,"Liberty","Asian",74,93,NA
2021-03-07,"Liberty","Black",253,499,NA
2021-03-07,"Liberty","Hispanic",255,547,NA
2021-03-07,"Liberty","White",1984,3256,NA
2021-03-07,"Liberty","Other",198,281,NA
2021-03-07,"Liberty","Unknown",859,1175,NA
2021-02-14,"Limestone","Asian",1,NA,NA
2021-02-14,"Limestone","Black",18,NA,NA
2021-02-14,"Limestone","Hispanic",5,NA,NA
2021-02-14,"Limestone","White",111,NA,NA
2021-02-14,"Limestone","Other",15,NA,NA
2021-02-14,"Limestone","Unknown",214,NA,NA
2021-02-21,"Limestone","Asian",1,NA,NA
2021-02-21,"Limestone","Black",30,NA,NA
2021-02-21,"Limestone","Hispanic",12,NA,NA
2021-02-21,"Limestone","White",225,NA,NA
2021-02-21,"Limestone","Other",110,NA,NA
2021-02-21,"Limestone","Unknown",327,NA,NA
2021-02-28,"Limestone","Asian",2,8,NA
2021-02-28,"Limestone","Black",36,116,NA
2021-02-28,"Limestone","Hispanic",16,46,NA
2021-02-28,"Limestone","White",304,870,NA
2021-02-28,"Limestone","Other",177,447,NA
2021-02-28,"Limestone","Unknown",389,633,NA
2021-03-07,"Limestone","Asian",2,17,NA
2021-03-07,"Limestone","Black",51,223,NA
2021-03-07,"Limestone","Hispanic",26,102,NA
2021-03-07,"Limestone","White",452,1367,NA
2021-03-07,"Limestone","Other",190,469,NA
2021-03-07,"Limestone","Unknown",433,709,NA
2021-03-07,"Limestone","Asian",2,17,NA
2021-03-07,"Limestone","Black",51,223,NA
2021-03-07,"Limestone","Hispanic",26,102,NA
2021-03-07,"Limestone","White",452,1367,NA
2021-03-07,"Limestone","Other",190,469,NA
2021-03-07,"Limestone","Unknown",433,709,NA
2021-02-14,"Lipscomb","Black",0,NA,NA
2021-02-14,"Lipscomb","Hispanic",1,NA,NA
2021-02-14,"Lipscomb","White",22,NA,NA
2021-02-14,"Lipscomb","Other",23,NA,NA
2021-02-14,"Lipscomb","Unknown",65,NA,NA
2021-02-21,"Lipscomb","Hispanic",3,NA,NA
2021-02-21,"Lipscomb","White",39,NA,NA
2021-02-21,"Lipscomb","Other",26,NA,NA
2021-02-21,"Lipscomb","Unknown",97,NA,NA
2021-02-28,"Lipscomb","Black",0,2,NA
2021-02-28,"Lipscomb","Hispanic",3,40,NA
2021-02-28,"Lipscomb","White",63,180,NA
2021-02-28,"Lipscomb","Other",26,38,NA
2021-02-28,"Lipscomb","Unknown",102,195,NA
2021-03-07,"Lipscomb","Black",0,2,NA
2021-03-07,"Lipscomb","Hispanic",17,54,NA
2021-03-07,"Lipscomb","White",126,210,NA
2021-03-07,"Lipscomb","Other",27,39,NA
2021-03-07,"Lipscomb","Unknown",127,203,NA
2021-03-07,"Lipscomb","Black",0,2,NA
2021-03-07,"Lipscomb","Hispanic",17,54,NA
2021-03-07,"Lipscomb","White",126,210,NA
2021-03-07,"Lipscomb","Other",27,39,NA
2021-03-07,"Lipscomb","Unknown",127,203,NA
2021-02-14,"Live Oak","Asian",1,NA,NA
2021-02-14,"Live Oak","Black",1,NA,NA
2021-02-14,"Live Oak","Hispanic",24,NA,NA
2021-02-14,"Live Oak","White",63,NA,NA
2021-02-14,"Live Oak","Other",2,NA,NA
2021-02-14,"Live Oak","Unknown",93,NA,NA
2021-02-21,"Live Oak","Asian",0,NA,NA
2021-02-21,"Live Oak","Black",2,NA,NA
2021-02-21,"Live Oak","Hispanic",56,NA,NA
2021-02-21,"Live Oak","White",156,NA,NA
2021-02-21,"Live Oak","Other",8,NA,NA
2021-02-21,"Live Oak","Unknown",225,NA,NA
2021-02-28,"Live Oak","Asian",2,5,NA
2021-02-28,"Live Oak","Black",2,3,NA
2021-02-28,"Live Oak","Hispanic",141,277,NA
2021-02-28,"Live Oak","White",264,539,NA
2021-02-28,"Live Oak","Other",22,56,NA
2021-02-28,"Live Oak","Unknown",387,490,NA
2021-03-07,"Live Oak","Asian",5,6,NA
2021-03-07,"Live Oak","Black",2,3,NA
2021-03-07,"Live Oak","Hispanic",197,447,NA
2021-03-07,"Live Oak","White",445,684,NA
2021-03-07,"Live Oak","Other",50,155,NA
2021-03-07,"Live Oak","Unknown",409,479,NA
2021-03-07,"Live Oak","Asian",5,6,NA
2021-03-07,"Live Oak","Black",2,3,NA
2021-03-07,"Live Oak","Hispanic",197,447,NA
2021-03-07,"Live Oak","White",445,684,NA
2021-03-07,"Live Oak","Other",50,155,NA
2021-03-07,"Live Oak","Unknown",409,479,NA
2021-02-14,"Llano","Asian",3,NA,NA
2021-02-14,"Llano","Black",0,NA,NA
2021-02-14,"Llano","Hispanic",12,NA,NA
2021-02-14,"Llano","White",167,NA,NA
2021-02-14,"Llano","Other",9,NA,NA
2021-02-14,"Llano","Unknown",112,NA,NA
2021-02-21,"Llano","Asian",5,NA,NA
2021-02-21,"Llano","Black",1,NA,NA
2021-02-21,"Llano","Hispanic",17,NA,NA
2021-02-21,"Llano","White",267,NA,NA
2021-02-21,"Llano","Other",23,NA,NA
2021-02-21,"Llano","Unknown",229,NA,NA
2021-02-28,"Llano","Asian",6,11,NA
2021-02-28,"Llano","Black",2,7,NA
2021-02-28,"Llano","Hispanic",23,81,NA
2021-02-28,"Llano","White",431,2328,NA
2021-02-28,"Llano","Other",36,99,NA
2021-02-28,"Llano","Unknown",316,551,NA
2021-03-07,"Llano","Asian",8,12,NA
2021-03-07,"Llano","Black",4,7,NA
2021-03-07,"Llano","Hispanic",38,103,NA
2021-03-07,"Llano","White",1055,2868,NA
2021-03-07,"Llano","Other",67,116,NA
2021-03-07,"Llano","Unknown",368,538,NA
2021-03-07,"Llano","Asian",8,12,NA
2021-03-07,"Llano","Black",4,7,NA
2021-03-07,"Llano","Hispanic",38,103,NA
2021-03-07,"Llano","White",1055,2868,NA
2021-03-07,"Llano","Other",67,116,NA
2021-03-07,"Llano","Unknown",368,538,NA
2021-02-14,"Loving","White",0,NA,NA
2021-02-14,"Loving","Other",0,NA,NA
2021-02-14,"Loving","Unknown",1,NA,NA
2021-02-21,"Loving","Hispanic",0,NA,NA
2021-02-21,"Loving","White",0,NA,NA
2021-02-21,"Loving","Other",0,NA,NA
2021-02-21,"Loving","Unknown",0,NA,NA
2021-02-28,"Loving","Hispanic",0,2,NA
2021-02-28,"Loving","White",1,8,NA
2021-02-28,"Loving","Unknown",3,6,NA
2021-03-07,"Loving","Hispanic",1,2,NA
2021-03-07,"Loving","White",4,17,NA
2021-03-07,"Loving","Unknown",4,5,NA
2021-03-07,"Loving","Hispanic",1,2,NA
2021-03-07,"Loving","White",4,17,NA
2021-03-07,"Loving","Unknown",4,5,NA
2021-02-14,"Lubbock","Asian",407,NA,NA
2021-02-14,"Lubbock","Black",206,NA,NA
2021-02-14,"Lubbock","Hispanic",829,NA,NA
2021-02-14,"Lubbock","White",6154,NA,NA
2021-02-14,"Lubbock","Other",1187,NA,NA
2021-02-14,"Lubbock","Unknown",6752,NA,NA
2021-02-21,"Lubbock","Asian",561,NA,NA
2021-02-21,"Lubbock","Black",381,NA,NA
2021-02-21,"Lubbock","Hispanic",1975,NA,NA
2021-02-21,"Lubbock","White",10323,NA,NA
2021-02-21,"Lubbock","Other",1782,NA,NA
2021-02-21,"Lubbock","Unknown",11546,NA,NA
2021-02-28,"Lubbock","Asian",678,1239,NA
2021-02-28,"Lubbock","Black",520,1286,NA
2021-02-28,"Lubbock","Hispanic",2922,7410,NA
2021-02-28,"Lubbock","White",13257,23067,NA
2021-02-28,"Lubbock","Other",2234,4641,NA
2021-02-28,"Lubbock","Unknown",13450,22542,NA
2021-03-07,"Lubbock","Asian",789,1552,NA
2021-03-07,"Lubbock","Black",718,1655,NA
2021-03-07,"Lubbock","Hispanic",4020,9671,NA
2021-03-07,"Lubbock","White",16291,27396,NA
2021-03-07,"Lubbock","Other",2493,4782,NA
2021-03-07,"Lubbock","Unknown",14372,20404,NA
2021-03-07,"Lubbock","Asian",789,1552,NA
2021-03-07,"Lubbock","Black",718,1655,NA
2021-03-07,"Lubbock","Hispanic",4020,9671,NA
2021-03-07,"Lubbock","White",16291,27396,NA
2021-03-07,"Lubbock","Other",2493,4782,NA
2021-03-07,"Lubbock","Unknown",14372,20404,NA
2021-02-14,"Lynn","Asian",2,NA,NA
2021-02-14,"Lynn","Black",0,NA,NA
2021-02-14,"Lynn","Hispanic",26,NA,NA
2021-02-14,"Lynn","White",52,NA,NA
2021-02-14,"Lynn","Other",17,NA,NA
2021-02-14,"Lynn","Unknown",102,NA,NA
2021-02-21,"Lynn","Asian",1,NA,NA
2021-02-21,"Lynn","Black",2,NA,NA
2021-02-21,"Lynn","Hispanic",55,NA,NA
2021-02-21,"Lynn","White",134,NA,NA
2021-02-21,"Lynn","Other",23,NA,NA
2021-02-21,"Lynn","Unknown",174,NA,NA
2021-02-28,"Lynn","Asian",1,2,NA
2021-02-28,"Lynn","Black",3,10,NA
2021-02-28,"Lynn","Hispanic",67,235,NA
2021-02-28,"Lynn","White",161,338,NA
2021-02-28,"Lynn","Other",25,50,NA
2021-02-28,"Lynn","Unknown",198,339,NA
2021-03-07,"Lynn","Asian",1,3,NA
2021-03-07,"Lynn","Black",5,12,NA
2021-03-07,"Lynn","Hispanic",84,269,NA
2021-03-07,"Lynn","White",200,402,NA
2021-03-07,"Lynn","Other",27,50,NA
2021-03-07,"Lynn","Unknown",210,308,NA
2021-03-07,"Lynn","Asian",1,3,NA
2021-03-07,"Lynn","Black",5,12,NA
2021-03-07,"Lynn","Hispanic",84,269,NA
2021-03-07,"Lynn","White",200,402,NA
2021-03-07,"Lynn","Other",27,50,NA
2021-03-07,"Lynn","Unknown",210,308,NA
2021-02-14,"Madison","Asian",0,NA,NA
2021-02-14,"Madison","Black",15,NA,NA
2021-02-14,"Madison","Hispanic",4,NA,NA
2021-02-14,"Madison","White",153,NA,NA
2021-02-14,"Madison","Other",1,NA,NA
2021-02-14,"Madison","Unknown",44,NA,NA
2021-02-21,"Madison","Asian",5,NA,NA
2021-02-21,"Madison","Black",26,NA,NA
2021-02-21,"Madison","Hispanic",8,NA,NA
2021-02-21,"Madison","White",213,NA,NA
2021-02-21,"Madison","Other",12,NA,NA
2021-02-21,"Madison","Unknown",58,NA,NA
2021-02-28,"Madison","Asian",5,6,NA
2021-02-28,"Madison","Black",34,86,NA
2021-02-28,"Madison","Hispanic",13,28,NA
2021-02-28,"Madison","White",242,580,NA
2021-02-28,"Madison","Other",19,28,NA
2021-02-28,"Madison","Unknown",67,166,NA
2021-03-07,"Madison","Asian",6,8,NA
2021-03-07,"Madison","Black",43,106,NA
2021-03-07,"Madison","Hispanic",18,42,NA
2021-03-07,"Madison","White",304,722,NA
2021-03-07,"Madison","Other",21,31,NA
2021-03-07,"Madison","Unknown",75,143,NA
2021-03-07,"Madison","Asian",6,8,NA
2021-03-07,"Madison","Black",43,106,NA
2021-03-07,"Madison","Hispanic",18,42,NA
2021-03-07,"Madison","White",304,722,NA
2021-03-07,"Madison","Other",21,31,NA
2021-03-07,"Madison","Unknown",75,143,NA
2021-02-14,"Marion","Asian",1,NA,NA
2021-02-14,"Marion","Black",6,NA,NA
2021-02-14,"Marion","Hispanic",0,NA,NA
2021-02-14,"Marion","White",33,NA,NA
2021-02-14,"Marion","Other",4,NA,NA
2021-02-14,"Marion","Unknown",61,NA,NA
2021-02-21,"Marion","Asian",1,NA,NA
2021-02-21,"Marion","Black",13,NA,NA
2021-02-21,"Marion","Hispanic",1,NA,NA
2021-02-21,"Marion","White",66,NA,NA
2021-02-21,"Marion","Other",6,NA,NA
2021-02-21,"Marion","Unknown",152,NA,NA
2021-02-28,"Marion","Black",23,54,NA
2021-02-28,"Marion","Hispanic",1,5,NA
2021-02-28,"Marion","White",125,236,NA
2021-02-28,"Marion","Other",8,21,NA
2021-02-28,"Marion","Unknown",161,336,NA
2021-03-07,"Marion","Asian",0,2,NA
2021-03-07,"Marion","Black",29,153,NA
2021-03-07,"Marion","Hispanic",3,11,NA
2021-03-07,"Marion","White",178,556,NA
2021-03-07,"Marion","Other",11,28,NA
2021-03-07,"Marion","Unknown",203,379,NA
2021-03-07,"Marion","Asian",0,2,NA
2021-03-07,"Marion","Black",29,153,NA
2021-03-07,"Marion","Hispanic",3,11,NA
2021-03-07,"Marion","White",178,556,NA
2021-03-07,"Marion","Other",11,28,NA
2021-03-07,"Marion","Unknown",203,379,NA
2021-02-14,"Martin","Hispanic",4,NA,NA
2021-02-14,"Martin","White",43,NA,NA
2021-02-14,"Martin","Other",5,NA,NA
2021-02-14,"Martin","Unknown",230,NA,NA
2021-02-21,"Martin","Hispanic",13,NA,NA
2021-02-21,"Martin","White",51,NA,NA
2021-02-21,"Martin","Other",7,NA,NA
2021-02-21,"Martin","Unknown",232,NA,NA
2021-02-28,"Martin","Hispanic",20,88,NA
2021-02-28,"Martin","White",63,188,NA
2021-02-28,"Martin","Other",12,24,NA
2021-02-28,"Martin","Unknown",235,604,NA
2021-03-07,"Martin","Asian",0,1,NA
2021-03-07,"Martin","Hispanic",28,110,NA
2021-03-07,"Martin","White",74,226,NA
2021-03-07,"Martin","Other",13,30,NA
2021-03-07,"Martin","Unknown",243,601,NA
2021-03-07,"Martin","Asian",0,1,NA
2021-03-07,"Martin","Hispanic",28,110,NA
2021-03-07,"Martin","White",74,226,NA
2021-03-07,"Martin","Other",13,30,NA
2021-03-07,"Martin","Unknown",243,601,NA
2021-02-14,"Mason","Black",1,NA,NA
2021-02-14,"Mason","Hispanic",3,NA,NA
2021-02-14,"Mason","White",107,NA,NA
2021-02-14,"Mason","Other",1,NA,NA
2021-02-14,"Mason","Unknown",20,NA,NA
2021-02-21,"Mason","Black",1,NA,NA
2021-02-21,"Mason","Hispanic",4,NA,NA
2021-02-21,"Mason","White",113,NA,NA
2021-02-21,"Mason","Other",1,NA,NA
2021-02-21,"Mason","Unknown",26,NA,NA
2021-02-28,"Mason","Black",1,3,NA
2021-02-28,"Mason","Hispanic",4,17,NA
2021-02-28,"Mason","White",143,736,NA
2021-02-28,"Mason","Other",3,10,NA
2021-02-28,"Mason","Unknown",81,130,NA
2021-03-07,"Mason","Black",1,3,NA
2021-03-07,"Mason","Hispanic",8,18,NA
2021-03-07,"Mason","White",251,798,NA
2021-03-07,"Mason","Other",7,10,NA
2021-03-07,"Mason","Unknown",107,127,NA
2021-03-07,"Mason","Black",1,3,NA
2021-03-07,"Mason","Hispanic",8,18,NA
2021-03-07,"Mason","White",251,798,NA
2021-03-07,"Mason","Other",7,10,NA
2021-03-07,"Mason","Unknown",107,127,NA
2021-02-14,"Matagorda","Asian",16,NA,NA
2021-02-14,"Matagorda","Black",24,NA,NA
2021-02-14,"Matagorda","Hispanic",81,NA,NA
2021-02-14,"Matagorda","White",251,NA,NA
2021-02-14,"Matagorda","Other",31,NA,NA
2021-02-14,"Matagorda","Unknown",69,NA,NA
2021-02-21,"Matagorda","Asian",32,NA,NA
