Plant,Date,Viral_Load_PCT,p_value,Trend,Date_First,Date_Last,v1_est,v2_est,Viral_Copies_Log
INTERCONTINENTAL AIRPORT,2021-11-08,60,,-0.06,2021-11-08,2021-11-10,,,10.9494493500738
FOREST COVE,2021-11-08,14,,-3.45,2021-11-08,2021-11-10,,,9.47893859075653
NORTHWEST,2021-11-08,44,,-1.68,2021-11-08,2021-11-10,,,11.9009410627037
NORTHBELT,2021-11-08,172,,-1.49,2021-11-08,2021-11-10,,,11.7492724901622
NORTHGATE,2021-11-08,104,,-1.02,2021-11-08,2021-11-10,,,11.8152340635366
69TH STREET,2021-11-08,54,,-1.14,2021-11-08,2021-11-10,,,12.4495484366313
PARK TEN,2021-11-08,104,,0.57,2021-11-08,2021-11-10,,,10.8420611259913
SAGEMONT,2021-11-08,51,,0.46,2021-11-08,2021-11-10,,,11.5181898594025
SIMS BAYOU,2021-11-08,75,,-0.98,2021-11-08,2021-11-10,,,12.2927689129612
SOUTHWEST,2021-11-08,40,,-0.64,2021-11-08,2021-11-10,,,12.5221060049433
WILLOWBROOK,2021-11-08,246,,-1.1,2021-11-08,2021-11-10,,,11.2555465732244
WHITE OAK,2021-11-08,84,,-0.97,2021-11-08,2021-11-10,,,11.1709171057365
WEST DISTRICT,2021-11-08,61,,-1.07,2021-11-08,2021-11-10,,,11.9060426033273
WESTWAY,2021-11-08,153,,-1.9,2021-11-08,2021-11-10,,,10.7737279595163
METRO CENTRAL,2021-11-08,13,,0.43,2021-11-08,2021-11-10,,,10.3094295784774
SOUTHEAST,2021-11-08,38,,-0.22,2021-11-08,2021-11-10,,,11.1782219482035
TURKEY CREEK,2021-11-08,296,,-1.14,2021-11-08,2021-11-10,,,11.987173340422
UPPER BRAYS,2021-11-08,75,,-1.04,2021-11-08,2021-11-10,,,11.8282495160411
BELTWAY,2021-11-08,100,,-0.53,2021-11-08,2021-11-10,,,11.8868686626851
KEEGANS BAYOU,2021-11-08,20,,-1.22,2021-11-08,2021-11-10,,,11.877437463466
CHOCOLATE BAYOU,2021-11-08,47,,-0.98,2021-11-08,2021-11-10,,,11.367541607827
TIDWELL TIMBERS,2021-11-08,8,,-2.3,2021-11-08,2021-11-10,,,9.65034709010612
HOMESTEAD,2021-11-08,150,,-4.63,2021-11-08,2021-11-10,,,11.1928681624172
NORTHEAST,2021-11-08,52,,-1.12,2021-11-08,2021-11-10,,,11.0996875207323
KINGWOOD CENTRAL,2021-11-08,150,,-0.63,2021-11-08,2021-11-10,,,11.5174352633488
KINGWOOD WEST,2021-11-08,54,,-2.54,2021-11-08,2021-11-10,,,10.720779689642
MUD203,2021-11-08,26,,-1.76,2021-11-08,2021-11-10,,,10.1427882613542
WCID47,2021-11-08,43,,-1.1,2021-11-08,2021-11-10,,,11.368547469395
WCID76,2021-11-08,40,,-0.91,2021-11-08,2021-11-10,,,10.3138636194863
WCID111,2021-11-08,65,,-1.11,2021-11-08,2021-11-10,,,11.5688055900687
FWSD23,2021-11-08,45,,-1.98,2021-11-08,2021-11-10,,,11.0899081516998
WEST LAKE,2021-11-08,,,,2021-11-08,2021-11-10,,,
z.TOTAL,2021-11-08,56,,-0.94,2021-11-08,2021-11-10,,,13.2525391319143
CEDAR BAYOU,2021-11-15,111,,-0.14,2021-11-15,2021-11-17,,,10.6927829791311
CLINTON PARK,2021-11-15,15,,0.47,2021-11-15,2021-11-17,,,9.67065157904596
EASTHAVEN,2021-11-15,51,,-0.61,2021-11-15,2021-11-17,,,11.0426586602876
ALMEDA SIMS,2021-11-15,83,,-0.46,2021-11-15,2021-11-17,,,11.8293464516628
GREENRIDGE,2021-11-15,60,,-0.29,2021-11-15,2021-11-17,,,11.3085593641271
IMPERIAL VALLEY,2021-11-15,17,,-1.65,2021-11-15,2021-11-17,,,10.8300779054843
INTERCONTINENTAL AIRPORT,2021-11-15,72,,0.71,2021-11-15,2021-11-17,,,11.0268066574739
FOREST COVE,2021-11-15,8,,-2.37,2021-11-15,2021-11-17,,,9.25396599727756
NORTHWEST,2021-11-15,32,,-1.19,2021-11-15,2021-11-17,,,11.7590603536673
NORTHBELT,2021-11-15,124,,-1.2,2021-11-15,2021-11-17,,,11.6083692421219
NORTHGATE,2021-11-15,86,,-0.7,2021-11-15,2021-11-17,,,11.7321960492446
69TH STREET,2021-11-15,45,,-0.66,2021-11-15,2021-11-17,,,12.3675483308145
PARK TEN,2021-11-15,135,,1.05,2021-11-15,2021-11-17,,,10.955888104642
SAGEMONT,2021-11-15,60,,0.62,2021-11-15,2021-11-17,,,11.5890970537643
SIMS BAYOU,2021-11-15,62,,-0.67,2021-11-15,2021-11-17,,,12.210861639547
SOUTHWEST,2021-11-15,34,,-0.51,2021-11-15,2021-11-17,,,12.4584890000612
WILLOWBROOK,2021-11-15,197,,-0.87,2021-11-15,2021-11-17,,,11.1579055500477
WHITE OAK,2021-11-15,72,,-0.58,2021-11-15,2021-11-17,,,11.1061340073796
WEST DISTRICT,2021-11-15,51,,-0.65,2021-11-15,2021-11-17,,,11.8286332754079
WESTWAY,2021-11-15,102,,-1.65,2021-11-15,2021-11-17,,,10.5955284251799
METRO CENTRAL,2021-11-15,17,,1.19,2021-11-15,2021-11-17,,,10.4320564933532
SOUTHEAST,2021-11-15,42,,0.44,2021-11-15,2021-11-17,,,11.226902710973
TURKEY CREEK,2021-11-15,232,,-0.89,2021-11-15,2021-11-17,,,11.8809257395849
UPPER BRAYS,2021-11-15,63,,-0.6,2021-11-15,2021-11-17,,,11.7573249091745
BELTWAY,2021-11-15,98,,-0.06,2021-11-15,2021-11-17,,,11.8802723249177
KEEGANS BAYOU,2021-11-15,17,,-0.66,2021-11-15,2021-11-17,,,11.7988879975869
CHOCOLATE BAYOU,2021-11-15,43,,-0.33,2021-11-15,2021-11-17,,,11.3302168845095
TIDWELL TIMBERS,2021-11-15,6,,-1.6,2021-11-15,2021-11-17,,,9.49640353286303
HOMESTEAD,2021-11-15,53,,-4.07,2021-11-15,2021-11-17,,,10.7370824668247
NORTHEAST,2021-11-15,45,,-0.57,2021-11-15,2021-11-17,,,11.0369504114268
KINGWOOD CENTRAL,2021-11-15,144,,-0.15,2021-11-15,2021-11-17,,,11.4996019683243
KINGWOOD WEST,2021-11-15,31,,-2.2,2021-11-15,2021-11-17,,,10.4850643548019
MUD203,2021-11-15,21,,-0.95,2021-11-15,2021-11-17,,,10.0467994712493
WCID47,2021-11-15,35,,-0.76,2021-11-15,2021-11-17,,,11.2826020411602
WCID76,2021-11-15,36,,-0.46,2021-11-15,2021-11-17,,,10.2666607881124
WCID111,2021-11-15,53,,-0.75,2021-11-15,2021-11-17,,,11.4822655248206
FWSD23,2021-11-15,31,,-1.45,2021-11-15,2021-11-17,,,10.9295307922123
WEST LAKE,2021-11-15,,,,2021-11-15,2021-11-17,,,
z.TOTAL,2021-11-15,47,,-0.55,2021-11-15,2021-11-17,,,13.1794429153823
CEDAR BAYOU,2021-11-22,124,,0.46,2021-11-22,2021-11-24,,,10.7420491964347
CLINTON PARK,2021-11-22,22,,1.73,2021-11-22,2021-11-24,,,9.83757641337403
EASTHAVEN,2021-11-22,55,,0.28,2021-11-22,2021-11-24,,,11.0731051982404
ALMEDA SIMS,2021-11-22,88,,0.19,2021-11-22,2021-11-24,,,11.8515879150328
GREENRIDGE,2021-11-22,69,,0.55,2021-11-22,2021-11-24,,,11.3708807520928
IMPERIAL VALLEY,2021-11-22,16,,-0.39,2021-11-22,2021-11-24,,,10.787311197354
INTERCONTINENTAL AIRPORT,2021-11-22,103,,1.4,2021-11-22,2021-11-24,,,11.180725954699
FOREST COVE,2021-11-22,8,,-0.29,2021-11-22,2021-11-24,,,9.22700034837451
NORTHWEST,2021-11-22,31,,-0.12,2021-11-22,2021-11-24,,,11.7448117570723
NORTHBELT,2021-11-22,114,,-0.33,2021-11-22,2021-11-24,,,11.5702050315924
NORTHGATE,2021-11-22,86,,0.01,2021-11-22,2021-11-24,,,11.733516231618
69TH STREET,2021-11-22,48,,0.24,2021-11-22,2021-11-24,,,12.3973676010922
PARK TEN,2021-11-22,192,,1.38,2021-11-22,2021-11-24,,,11.1065941468278
SAGEMONT,2021-11-22,73,,0.73,2021-11-22,2021-11-24,,,11.6738383704949
SIMS BAYOU,2021-11-22,63,,0.03,2021-11-22,2021-11-24,,,12.2148527990207
SOUTHWEST,2021-11-22,33,,-0.2,2021-11-22,2021-11-24,,,12.4340578468137
WILLOWBROOK,2021-11-22,187,,-0.2,2021-11-22,2021-11-24,,,11.1352192992094
WHITE OAK,2021-11-22,74,,0.1,2021-11-22,2021-11-24,,,11.1177084658364
WEST DISTRICT,2021-11-22,54,,0.24,2021-11-22,2021-11-24,,,11.85727954799
WESTWAY,2021-11-22,89,,-0.57,2021-11-22,2021-11-24,,,10.5355081241792
METRO CENTRAL,2021-11-22,29,,2.22,2021-11-22,2021-11-24,,,10.6641212979246
SOUTHEAST,2021-11-22,56,,1.13,2021-11-22,2021-11-24,,,11.3533709580133
TURKEY CREEK,2021-11-22,228,,-0.07,2021-11-22,2021-11-24,,,11.8728064344128
UPPER BRAYS,2021-11-22,70,,0.36,2021-11-22,2021-11-24,,,11.7999430028249
BELTWAY,2021-11-22,118,,0.69,2021-11-22,2021-11-24,,,11.9622345523321
KEEGANS BAYOU,2021-11-22,19,,0.45,2021-11-22,2021-11-24,,,11.8515670185941
CHOCOLATE BAYOU,2021-11-22,50,,0.61,2021-11-22,2021-11-24,,,11.3992045604152
TIDWELL TIMBERS,2021-11-22,6,,-0.04,2021-11-22,2021-11-24,,,9.49234024385696
HOMESTEAD,2021-11-22,32,,-2.06,2021-11-22,2021-11-24,,,10.5157514808977
NORTHEAST,2021-11-22,50,,0.39,2021-11-22,2021-11-24,,,11.0799183437249
KINGWOOD CENTRAL,2021-11-22,162,,0.44,2021-11-22,2021-11-24,,,11.5499884592929
KINGWOOD WEST,2021-11-22,25,,-0.89,2021-11-22,2021-11-24,,,10.3917114216169
MUD203,2021-11-22,23,,0.39,2021-11-22,2021-11-24,,,10.0860227242927
WCID47,2021-11-22,35,,-0.03,2021-11-22,2021-11-24,,,11.2789819545303
WCID76,2021-11-22,39,,0.37,2021-11-22,2021-11-24,,,10.3044877089055
WCID111,2021-11-22,53,,0.03,2021-11-22,2021-11-24,,,11.4859704555283
FWSD23,2021-11-22,29,,-0.22,2021-11-22,2021-11-24,,,10.905531970798
WEST LAKE,2021-11-22,,,,2021-11-22,2021-11-24,,,
z.TOTAL,2021-11-22,49,,0.14,2021-11-22,2021-11-24,,,13.1977771247757
CEDAR BAYOU,2021-11-29,165,,1.15,2021-11-29,2021-12-01,,,10.8660330831096
CLINTON PARK,2021-11-29,43,,2.97,2021-11-29,2021-12-01,,,10.1297775943546
EASTHAVEN,2021-11-29,79,,1.46,2021-11-29,2021-12-01,,,11.2342886158487
ALMEDA SIMS,2021-11-29,118,,1.1,2021-11-29,2021-12-01,,,11.9813862878964
GREENRIDGE,2021-11-29,106,,1.66,2021-11-29,2021-12-01,,,11.559905032149
IMPERIAL VALLEY,2021-11-29,24,,1.59,2021-11-29,2021-12-01,,,10.9590201390644
INTERCONTINENTAL AIRPORT,2021-11-29,172,,1.98,2021-11-29,2021-12-01,,,11.4020372893027
FOREST COVE,2021-11-29,14,,2.59,2021-11-29,2021-12-01,,,9.46601345572926
NORTHWEST,2021-11-29,46,,1.47,2021-11-29,2021-12-01,,,11.9174256244048
NORTHBELT,2021-11-29,151,,1.07,2021-11-29,2021-12-01,,,11.6940500158611
NORTHGATE,2021-11-29,116,,1.11,2021-11-29,2021-12-01,,,11.8637682111209
69TH STREET,2021-11-29,73,,1.48,2021-11-29,2021-12-01,,,12.5811829155252
PARK TEN,2021-11-29,285,,1.55,2021-11-29,2021-12-01,,,11.2784669813897
SAGEMONT,2021-11-29,92,,0.87,2021-11-29,2021-12-01,,,11.7753868891351
SIMS BAYOU,2021-11-29,85,,1.07,2021-11-29,2021-12-01,,,12.345919014835
SOUTHWEST,2021-11-29,35,,0.28,2021-11-29,2021-12-01,,,12.4686110690167
WILLOWBROOK,2021-11-29,234,,0.88,2021-11-29,2021-12-01,,,11.2334463737158
WHITE OAK,2021-11-29,96,,1,2021-11-29,2021-12-01,,,11.2287700039248
WEST DISTRICT,2021-11-29,83,,1.53,2021-11-29,2021-12-01,,,12.038844515329
WESTWAY,2021-11-29,118,,1.18,2021-11-29,2021-12-01,,,10.6600645442534
METRO CENTRAL,2021-11-29,67,,3.38,2021-11-29,2021-12-01,,,11.0243696101778
SOUTHEAST,2021-11-29,91,,1.82,2021-11-29,2021-12-01,,,11.5598170918926
TURKEY CREEK,2021-11-29,321,,1.26,2021-11-29,2021-12-01,,,12.0222011113844
UPPER BRAYS,2021-11-29,112,,1.75,2021-11-29,2021-12-01,,,12.0058673209305
BELTWAY,2021-11-29,186,,1.65,2021-11-29,2021-12-01,,,12.1595728932773
KEEGANS BAYOU,2021-11-29,33,,2.02,2021-11-29,2021-12-01,,,12.091296277541
CHOCOLATE BAYOU,2021-11-29,80,,1.78,2021-11-29,2021-12-01,,,11.602438231376
TIDWELL TIMBERS,2021-11-29,9,,2.26,2021-11-29,2021-12-01,,,9.70719875701145
HOMESTEAD,2021-11-29,42,,1.22,2021-11-29,2021-12-01,,,10.64380852012
NORTHEAST,2021-11-29,77,,1.68,2021-11-29,2021-12-01,,,11.2665122283752
KINGWOOD CENTRAL,2021-11-29,218,,1.12,2021-11-29,2021-12-01,,,11.6790450545601
KINGWOOD WEST,2021-11-29,34,,1.28,2021-11-29,2021-12-01,,,10.5251706044165
MUD203,2021-11-29,38,,2.14,2021-11-29,2021-12-01,,,10.3019552839541
WCID47,2021-11-29,46,,1.03,2021-11-29,2021-12-01,,,11.3954281373525
WCID76,2021-11-29,56,,1.54,2021-11-29,2021-12-01,,,10.462718713559
WCID111,2021-11-29,74,,1.21,2021-11-29,2021-12-01,,,11.6251692830751
FWSD23,2021-11-29,44,,1.62,2021-11-29,2021-12-01,,,11.0823594144945
WEST LAKE,2021-11-29,,,,2021-11-29,2021-12-01,,,
z.TOTAL,2021-11-29,69,,1.12,2021-11-29,2021-12-01,,,13.3449805120301
CEDAR BAYOU,2021-12-06,252,,1.7,2021-12-06,2021-12-08,,,11.0505885957487
CLINTON PARK,2021-12-06,101,,3.62,2021-12-06,2021-12-08,,,10.4966426931318
EASTHAVEN,2021-12-06,146,,2.38,2021-12-06,2021-12-08,,,11.5019393845834
ALMEDA SIMS,2021-12-06,195,,1.81,2021-12-06,2021-12-08,,,12.1980383456111
GREENRIDGE,2021-12-06,206,,2.5,2021-12-06,2021-12-08,,,11.8484234219073
IMPERIAL VALLEY,2021-12-06,54,,3.28,2021-12-06,2021-12-08,,,11.3188312250757
INTERCONTINENTAL AIRPORT,2021-12-06,316,,2.32,2021-12-06,2021-12-08,,,11.6668338234871
FOREST COVE,2021-12-06,39,,4.76,2021-12-06,2021-12-08,,,9.91625781474346
NORTHWEST,2021-12-06,98,,2.76,2021-12-06,2021-12-08,,,12.2461857574333
NORTHBELT,2021-12-06,277,,2.25,2021-12-06,2021-12-08,,,11.9575706903445
NORTHGATE,2021-12-06,208,,2.13,2021-12-06,2021-12-08,,,12.1164274288336
69TH STREET,2021-12-06,149,,2.44,2021-12-06,2021-12-08,,,12.887539786687
PARK TEN,2021-12-06,426,,1.55,2021-12-06,2021-12-08,,,11.4537644831893
SAGEMONT,2021-12-06,122,,1.03,2021-12-06,2021-12-08,,,11.8968328611299
SIMS BAYOU,2021-12-06,147,,1.94,2021-12-06,2021-12-08,,,12.5852283179973
SOUTHWEST,2021-12-06,42,,0.65,2021-12-06,2021-12-08,,,12.5490368354677
WILLOWBROOK,2021-12-06,384,,1.91,2021-12-06,2021-12-08,,,11.448460821945
WHITE OAK,2021-12-06,149,,1.7,2021-12-06,2021-12-08,,,11.4198735493745
WEST DISTRICT,2021-12-06,165,,2.5,2021-12-06,2021-12-08,,,12.3396400324572
WESTWAY,2021-12-06,217,,2.47,2021-12-06,2021-12-08,,,10.9232559734496
METRO CENTRAL,2021-12-06,183,,3.94,2021-12-06,2021-12-08,,,11.4589970448174
SOUTHEAST,2021-12-06,166,,2.28,2021-12-06,2021-12-08,,,11.8239217807073
TURKEY CREEK,2021-12-06,614,,2.34,2021-12-06,2021-12-08,,,12.3037576566445
UPPER BRAYS,2021-12-06,240,,2.74,2021-12-06,2021-12-08,,,12.33458972338
BELTWAY,2021-12-06,359,,2.33,2021-12-06,2021-12-08,,,12.443490942317
KEEGANS BAYOU,2021-12-06,81,,3.2,2021-12-06,2021-12-08,,,12.4782175870926
CHOCOLATE BAYOU,2021-12-06,164,,2.67,2021-12-06,2021-12-08,,,11.9120468201799
TIDWELL TIMBERS,2021-12-06,23,,4.12,2021-12-06,2021-12-08,,,10.1070559435341
HOMESTEAD,2021-12-06,106,,3.72,2021-12-06,2021-12-08,,,11.0397189817435
NORTHEAST,2021-12-06,155,,2.69,2021-12-06,2021-12-08,,,11.5700635458451
KINGWOOD CENTRAL,2021-12-06,337,,1.61,2021-12-06,2021-12-08,,,11.8676522845301
KINGWOOD WEST,2021-12-06,72,,3.05,2021-12-06,2021-12-08,,,10.846420565442
MUD203,2021-12-06,85,,3.44,2021-12-06,2021-12-08,,,10.6562680873584
WCID47,2021-12-06,76,,1.93,2021-12-06,2021-12-08,,,11.6152367286693
WCID76,2021-12-06,103,,2.54,2021-12-06,2021-12-08,,,10.7284463480971
WCID111,2021-12-06,136,,2.29,2021-12-06,2021-12-08,,,11.8910560241323
FWSD23,2021-12-06,98,,3.12,2021-12-06,2021-12-08,,,11.427749198249
WEST LAKE,2021-12-06,,,,2021-12-06,2021-12-08,,,
z.TOTAL,2021-12-06,126,,1.96,2021-12-06,2021-12-08,,,13.6067620793563
CEDAR BAYOU,2021-12-13,415,,1.95,2021-12-13,2021-12-15,,,11.26655569286
CLINTON PARK,2021-12-13,239,,3.57,2021-12-13,2021-12-15,,,10.8716905998343
EASTHAVEN,2021-12-13,297,,2.67,2021-12-13,2021-12-15,,,11.8092511096104
ALMEDA SIMS,2021-12-13,345,,2.03,2021-12-13,2021-12-15,,,12.4457806270086
GREENRIDGE,2021-12-13,432,,2.71,2021-12-13,2021-12-15,,,12.1692454944505
IMPERIAL VALLEY,2021-12-13,149,,3.89,2021-12-13,2021-12-15,,,11.7591758889183
INTERCONTINENTAL AIRPORT,2021-12-13,596,,2.37,2021-12-13,2021-12-15,,,11.9429972324109
FOREST COVE,2021-12-13,138,,5.56,2021-12-13,2021-12-15,,,10.467350360856
NORTHWEST,2021-12-13,241,,3.21,2021-12-13,2021-12-15,,,12.6391040034283
NORTHBELT,2021-12-13,586,,2.72,2021-12-13,2021-12-15,,,12.2828448050022
NORTHGATE,2021-12-13,418,,2.51,2021-12-13,2021-12-15,,,12.4200006345151
69TH STREET,2021-12-13,338,,2.77,2021-12-13,2021-12-15,,,13.2439559750241
PARK TEN,2021-12-13,613,,1.38,2021-12-13,2021-12-15,,,11.6119216195957
SAGEMONT,2021-12-13,170,,1.21,2021-12-13,2021-12-15,,,12.0402973313191
SIMS BAYOU,2021-12-13,285,,2.29,2021-12-13,2021-12-15,,,12.873070642941
SOUTHWEST,2021-12-13,52,,0.71,2021-12-13,2021-12-15,,,12.6376929680408
WILLOWBROOK,2021-12-13,716,,2.36,2021-12-13,2021-12-15,,,11.7189164096878
WHITE OAK,2021-12-13,257,,2.08,2021-12-13,2021-12-15,,,11.6577236168421
WEST DISTRICT,2021-12-13,363,,2.77,2021-12-13,2021-12-15,,,12.6810942872349
WESTWAY,2021-12-13,451,,2.92,2021-12-13,2021-12-15,,,11.2418571370685
METRO CENTRAL,2021-12-13,491,,3.74,2021-12-13,2021-12-15,,,11.887086875995
SOUTHEAST,2021-12-13,319,,2.39,2021-12-13,2021-12-15,,,12.1066695620189
TURKEY CREEK,2021-12-13,1316,,2.69,2021-12-13,2021-12-15,,,12.6344002230465
UPPER BRAYS,2021-12-13,555,,2.96,2021-12-13,2021-12-15,,,12.6997691716123
BELTWAY,2021-12-13,722,,2.44,2021-12-13,2021-12-15,,,12.7473078431216
KEEGANS BAYOU,2021-12-13,215,,3.39,2021-12-13,2021-12-15,,,12.9011559333123
CHOCOLATE BAYOU,2021-12-13,361,,2.88,2021-12-13,2021-12-15,,,12.2546727520565
TIDWELL TIMBERS,2021-12-13,69,,4.69,2021-12-13,2021-12-15,,,10.5812420428865
HOMESTEAD,2021-12-13,341,,4.61,2021-12-13,2021-12-15,,,11.5485271070462
NORTHEAST,2021-12-13,347,,3.02,2021-12-13,2021-12-15,,,11.9199051947151
KINGWOOD CENTRAL,2021-12-13,545,,1.76,2021-12-13,2021-12-15,,,12.0765476201507
KINGWOOD WEST,2021-12-13,183,,3.76,2021-12-13,2021-12-15,,,11.2537510129701
MUD203,2021-12-13,219,,3.85,2021-12-13,2021-12-15,,,11.0661523305635
WCID47,2021-12-13,141,,2.32,2021-12-13,2021-12-15,,,11.8846158565574
WCID76,2021-12-13,214,,2.96,2021-12-13,2021-12-15,,,11.0457442924323
WCID111,2021-12-13,284,,2.7,2021-12-13,2021-12-15,,,12.2119597651142
FWSD23,2021-12-13,255,,3.64,2021-12-13,2021-12-15,,,11.8435570273344
WEST LAKE,2021-12-13,,,,2021-12-13,2021-12-15,,,
z.TOTAL,2021-12-13,261,,2.33,2021-12-13,2021-12-15,,,13.9234658315915
CEDAR BAYOU,2021-12-20,685,,1.93,2021-12-20,2021-12-22,,,11.4845594117456
CLINTON PARK,2021-12-20,495,,2.91,2021-12-20,2021-12-22,,,11.1884380215863
EASTHAVEN,2021-12-20,565,,2.36,2021-12-20,2021-12-22,,,12.0884007952857
ALMEDA SIMS,2021-12-20,576,,1.79,2021-12-20,2021-12-22,,,12.6681760391581
GREENRIDGE,2021-12-20,833,,2.34,2021-12-20,2021-12-22,,,12.454412633358
IMPERIAL VALLEY,2021-12-20,383,,3.5,2021-12-20,2021-12-22,,,12.1702077537829
INTERCONTINENTAL AIRPORT,2021-12-20,1073,,2.14,2021-12-20,2021-12-22,,,12.1983203319196
FOREST COVE,2021-12-20,478,,5.17,2021-12-20,2021-12-22,,,11.0086317566076
NORTHWEST,2021-12-20,557,,2.88,2021-12-20,2021-12-22,,,13.0030149576271
NORTHBELT,2021-12-20,1192,,2.51,2021-12-20,2021-12-22,,,12.5908820524072
NORTHGATE,2021-12-20,795,,2.24,2021-12-20,2021-12-22,,,12.6987915587606
69TH STREET,2021-12-20,728,,2.52,2021-12-20,2021-12-22,,,13.5775052656286
PARK TEN,2021-12-20,809,,1.04,2021-12-20,2021-12-22,,,11.7321647474291
SAGEMONT,2021-12-20,241,,1.26,2021-12-20,2021-12-22,,,12.1920326466862
SIMS BAYOU,2021-12-20,538,,2.14,2021-12-20,2021-12-22,,,13.1489505105663
SOUTHWEST,2021-12-20,59,,0.46,2021-12-20,2021-12-22,,,12.6963510307896
WILLOWBROOK,2021-12-20,1306,,2.23,2021-12-20,2021-12-22,,,11.9803405027888
WHITE OAK,2021-12-20,459,,2.16,2021-12-20,2021-12-22,,,11.9090172759688
WEST DISTRICT,2021-12-20,728,,2.39,2021-12-20,2021-12-22,,,12.984149765991
WESTWAY,2021-12-20,881,,2.59,2021-12-20,2021-12-22,,,11.5326181812181
METRO CENTRAL,2021-12-20,1076,,2.87,2021-12-20,2021-12-22,,,12.2276754855349
SOUTHEAST,2021-12-20,583,,2.16,2021-12-20,2021-12-22,,,12.3687241813757
TURKEY CREEK,2021-12-20,2598,,2.34,2021-12-20,2021-12-22,,,12.9299438853528
UPPER BRAYS,2021-12-20,1147,,2.48,2021-12-20,2021-12-22,,,13.0147047433545
BELTWAY,2021-12-20,1302,,2.01,2021-12-20,2021-12-22,,,13.0036148444024
KEEGANS BAYOU,2021-12-20,478,,2.68,2021-12-20,2021-12-22,,,13.2472318809002
CHOCOLATE BAYOU,2021-12-20,721,,2.46,2021-12-20,2021-12-22,,,12.5556325369409
TIDWELL TIMBERS,2021-12-20,189,,4.12,2021-12-20,2021-12-22,,,11.0172531046909
HOMESTEAD,2021-12-20,998,,4.04,2021-12-20,2021-12-22,,,12.0151501512623
NORTHEAST,2021-12-20,733,,2.72,2021-12-20,2021-12-22,,,12.2445247044176
KINGWOOD CENTRAL,2021-12-20,843,,1.57,2021-12-20,2021-12-22,,,12.2660815126008
KINGWOOD WEST,2021-12-20,451,,3.48,2021-12-20,2021-12-22,,,11.6449594164233
MUD203,2021-12-20,529,,3.45,2021-12-20,2021-12-22,,,11.4483178791188
WCID47,2021-12-20,260,,2.23,2021-12-20,2021-12-22,,,12.1490610565759
WCID76,2021-12-20,439,,2.82,2021-12-20,2021-12-22,,,11.3571812777991
WCID111,2021-12-20,568,,2.46,2021-12-20,2021-12-22,,,12.5126739520252
FWSD23,2021-12-20,622,,3.27,2021-12-20,2021-12-22,,,12.2303728109547
WEST LAKE,2021-12-20,,,,2021-12-20,2021-12-22,,,
z.TOTAL,2021-12-20,518,,2.13,2021-12-20,2021-12-22,,,14.2204731774261
CEDAR BAYOU,2021-12-27,1062,,1.66,2021-12-27,2021-12-29,,,11.6752341668293
CLINTON PARK,2021-12-27,773,,1.73,2021-12-27,2021-12-29,,,11.3817927880486
EASTHAVEN,2021-12-27,861,,1.52,2021-12-27,2021-12-29,,,12.2715695917099
ALMEDA SIMS,2021-12-27,796,,1.11,2021-12-27,2021-12-29,,,12.8087976942616
GREENRIDGE,2021-12-27,1266,,1.46,2021-12-27,2021-12-29,,,12.6359778288266
IMPERIAL VALLEY,2021-12-27,716,,2.23,2021-12-27,2021-12-29,,,12.4420892511776
INTERCONTINENTAL AIRPORT,2021-12-27,1709,,1.66,2021-12-27,2021-12-29,,,12.4005960789991
FOREST COVE,2021-12-27,1261,,3.82,2021-12-27,2021-12-29,,,11.4294892716869
NORTHWEST,2021-12-27,972,,1.86,2021-12-27,2021-12-29,,,13.2447692975039
NORTHBELT,2021-12-27,1941,,1.68,2021-12-27,2021-12-29,,,12.8027054887651
NORTHGATE,2021-12-27,1198,,1.4,2021-12-27,2021-12-29,,,12.8771039321653
69TH STREET,2021-12-27,1259,,1.75,2021-12-27,2021-12-29,,,13.8152621257129
PARK TEN,2021-12-27,932,,0.52,2021-12-27,2021-12-29,,,11.7937202235099
SAGEMONT,2021-12-27,328,,1.09,2021-12-27,2021-12-29,,,12.3253364672069
SIMS BAYOU,2021-12-27,859,,1.55,2021-12-27,2021-12-29,,,13.3523816165326
SOUTHWEST,2021-12-27,58,,-0.08,2021-12-27,2021-12-29,,,12.6867853158013
WILLOWBROOK,2021-12-27,2014,,1.57,2021-12-27,2021-12-29,,,12.1682604670927
WHITE OAK,2021-12-27,782,,1.94,2021-12-27,2021-12-29,,,12.1405746028524
WEST DISTRICT,2021-12-27,1117,,1.43,2021-12-27,2021-12-29,,,13.1697498248682
WESTWAY,2021-12-27,1335,,1.57,2021-12-27,2021-12-29,,,11.7133046648788
METRO CENTRAL,2021-12-27,1602,,1.41,2021-12-27,2021-12-29,,,12.40058785538
SOUTHEAST,2021-12-27,928,,1.63,2021-12-27,2021-12-29,,,12.5707537450934
TURKEY CREEK,2021-12-27,3899,,1.36,2021-12-27,2021-12-29,,,13.106219580701
UPPER BRAYS,2021-12-27,1727,,1.37,2021-12-27,2021-12-29,,,13.1927011825136
BELTWAY,2021-12-27,1803,,1.09,2021-12-27,2021-12-29,,,13.1450161619357
KEEGANS BAYOU,2021-12-27,685,,1.18,2021-12-27,2021-12-29,,,13.4035740570157
CHOCOLATE BAYOU,2021-12-27,1104,,1.47,2021-12-27,2021-12-29,,,12.7402434688572
TIDWELL TIMBERS,2021-12-27,365,,2.59,2021-12-27,2021-12-29,,,11.3025917784897
