Plant,Date,Viral_Load_PCT,p_value,Trend,Date_First,Date_Last,v1_est,v2_est,Viral_Copies_Log
HOMESTEAD,2021-12-27,1861,,2.25,2021-12-27,2021-12-29,,,12.2858302483982
NORTHEAST,2021-12-27,1238,,1.86,2021-12-27,2021-12-29,,,12.4724211113962
KINGWOOD CENTRAL,2021-12-27,1138,,1.06,2021-12-27,2021-12-29,,,12.3966109446317
KINGWOOD WEST,2021-12-27,845,,2.35,2021-12-27,2021-12-29,,,11.9180526918434
MUD203,2021-12-27,987,,2.37,2021-12-27,2021-12-29,,,11.7194753689815
WCID47,2021-12-27,417,,1.69,2021-12-27,2021-12-29,,,12.3540749512665
WCID76,2021-12-27,777,,2.18,2021-12-27,2021-12-29,,,11.6053260384259
WCID111,2021-12-27,911,,1.64,2021-12-27,2021-12-29,,,12.7179920308697
FWSD23,2021-12-27,1128,,2.11,2021-12-27,2021-12-29,,,12.4888040518081
WEST LAKE,2021-12-27,,,,2021-12-27,2021-12-29,,,
z.TOTAL,2021-12-27,811,,1.37,2021-12-27,2021-12-29,,,14.4154351586766
CEDAR BAYOU,2022-01-03,1460,,1.18,2022-01-03,2022-01-05,,,11.8134275753426
CLINTON PARK,2022-01-03,862,,0.42,2022-01-03,2022-01-05,,,11.4293633041567
EASTHAVEN,2022-01-03,946,,0.33,2022-01-03,2022-01-05,,,12.3125118752454
ALMEDA SIMS,2022-01-03,836,,0.17,2022-01-03,2022-01-05,,,12.83020393115
GREENRIDGE,2022-01-03,1361,,0.25,2022-01-03,2022-01-05,,,12.6675865638147
IMPERIAL VALLEY,2022-01-03,817,,0.46,2022-01-03,2022-01-05,,,12.4990348257267
INTERCONTINENTAL AIRPORT,2022-01-03,2259,,0.98,2022-01-03,2022-01-05,,,12.5215821303379
FOREST COVE,2022-01-03,2119,,1.97,2022-01-03,2022-01-05,,,11.6550231185778
NORTHWEST,2022-01-03,1107,,0.43,2022-01-03,2022-01-05,,,13.3011364583701
NORTHBELT,2022-01-03,2236,,0.48,2022-01-03,2022-01-05,,,12.8641993448401
NORTHGATE,2022-01-03,1260,,0.17,2022-01-03,2022-01-05,,,12.8990137517282
69TH STREET,2022-01-03,1543,,0.64,2022-01-03,2022-01-05,,,13.9034620990395
PARK TEN,2022-01-03,907,,-0.1,2022-01-03,2022-01-05,,,11.7817777658663
SAGEMONT,2022-01-03,401,,0.71,2022-01-03,2022-01-05,,,12.413127579333
SIMS BAYOU,2022-01-03,1051,,0.66,2022-01-03,2022-01-05,,,13.4399460163925
SOUTHWEST,2022-01-03,46,,-0.8,2022-01-03,2022-01-05,,,12.584965995668
WILLOWBROOK,2022-01-03,2329,,0.52,2022-01-03,2022-01-05,,,12.2314905453923
WHITE OAK,2022-01-03,1191,,1.51,2022-01-03,2022-01-05,,,12.32360037436
WEST DISTRICT,2022-01-03,1152,,0.1,2022-01-03,2022-01-05,,,13.183271293382
WESTWAY,2022-01-03,1440,,0.28,2022-01-03,2022-01-05,,,11.7459894497296
METRO CENTRAL,2022-01-03,1521,,-0.18,2022-01-03,2022-01-05,,,12.3779531097748
SOUTHEAST,2022-01-03,1198,,0.88,2022-01-03,2022-01-05,,,12.6815389584997
TURKEY CREEK,2022-01-03,3920,,0.02,2022-01-03,2022-01-05,,,13.1085679834472
UPPER BRAYS,2022-01-03,1664,,-0.12,2022-01-03,2022-01-05,,,13.1765483529625
BELTWAY,2022-01-03,1735,,-0.13,2022-01-03,2022-01-05,,,13.1282394274483
KEEGANS BAYOU,2022-01-03,539,,-0.78,2022-01-03,2022-01-05,,,13.2992657390266
CHOCOLATE BAYOU,2022-01-03,1144,,0.12,2022-01-03,2022-01-05,,,12.7558482596198
TIDWELL TIMBERS,2022-01-03,416,,0.5,2022-01-03,2022-01-05,,,11.3591047430252
HOMESTEAD,2022-01-03,1899,,0.07,2022-01-03,2022-01-05,,,12.2946825193304
NORTHEAST,2022-01-03,1493,,0.65,2022-01-03,2022-01-05,,,12.5535006411854
KINGWOOD CENTRAL,2022-01-03,1260,,0.36,2022-01-03,2022-01-05,,,12.4406439785398
KINGWOOD WEST,2022-01-03,1052,,0.8,2022-01-03,2022-01-05,,,12.0132159060691
MUD203,2022-01-03,1238,,0.84,2022-01-03,2022-01-05,,,11.8179765501631
WCID47,2022-01-03,530,,0.84,2022-01-03,2022-01-05,,,12.4583445058021
WCID76,2022-01-03,1066,,1.18,2022-01-03,2022-01-05,,,11.7424528190112
WCID111,2022-01-03,1031,,0.42,2022-01-03,2022-01-05,,,12.7719896463268
FWSD23,2022-01-03,1305,,0.51,2022-01-03,2022-01-05,,,12.5521884937177
WEST LAKE,2022-01-03,,,,2022-01-03,2022-01-05,,,
z.TOTAL,2022-01-03,889,,0.28,2022-01-03,2022-01-05,,,14.4552070635466
CEDAR BAYOU,2022-01-10,1721,,0.6,2022-01-10,2022-01-12,,,11.8848290209591
CLINTON PARK,2022-01-10,732,,-0.62,2022-01-10,2022-01-12,,,11.3584180328723
EASTHAVEN,2022-01-10,795,,-0.61,2022-01-10,2022-01-12,,,12.2368463543581
ALMEDA SIMS,2022-01-10,701,,-0.6,2022-01-10,2022-01-12,,,12.7533115168199
GREENRIDGE,2022-01-10,1086,,-0.78,2022-01-10,2022-01-12,,,12.5692571891099
IMPERIAL VALLEY,2022-01-10,616,,-0.98,2022-01-10,2022-01-12,,,12.3764277464168
INTERCONTINENTAL AIRPORT,2022-01-10,2397,,0.21,2022-01-10,2022-01-12,,,12.5473584135011
FOREST COVE,2022-01-10,2404,,0.47,2022-01-10,2022-01-12,,,11.7097318834568
NORTHWEST,2022-01-10,879,,-0.75,2022-01-10,2022-01-12,,,13.2008527355701
NORTHBELT,2022-01-10,1919,,-0.52,2022-01-10,2022-01-12,,,12.7976682754443
NORTHGATE,2022-01-10,975,,-0.86,2022-01-10,2022-01-12,,,12.7876860800635
69TH STREET,2022-01-10,1388,,-0.33,2022-01-10,2022-01-12,,,13.8575591189661
PARK TEN,2022-01-10,761,,-0.65,2022-01-10,2022-01-12,,,11.705380537358
SAGEMONT,2022-01-10,416,,0.13,2022-01-10,2022-01-12,,,12.4291696322061
SIMS BAYOU,2022-01-10,1005,,-0.14,2022-01-10,2022-01-12,,,13.4206919634546
SOUTHWEST,2022-01-10,31,,-1.36,2022-01-10,2022-01-12,,,12.4141522974193
WILLOWBROOK,2022-01-10,2064,,-0.43,2022-01-10,2022-01-12,,,12.1789226575084
WHITE OAK,2022-01-10,1539,,0.9,2022-01-10,2022-01-12,,,12.4347755708513
WEST DISTRICT,2022-01-10,864,,-0.95,2022-01-10,2022-01-12,,,13.0583556491555
WESTWAY,2022-01-10,1163,,-0.79,2022-01-10,2022-01-12,,,11.6532655912255
METRO CENTRAL,2022-01-10,1048,,-1.31,2022-01-10,2022-01-12,,,12.2159779912946
SOUTHEAST,2022-01-10,1235,,0.1,2022-01-10,2022-01-12,,,12.6947977339383
TURKEY CREEK,2022-01-10,2869,,-1.03,2022-01-10,2022-01-12,,,12.9730393451012
UPPER BRAYS,2022-01-10,1127,,-1.28,2022-01-10,2022-01-12,,,13.0072564045722
BELTWAY,2022-01-10,1245,,-1.1,2022-01-10,2022-01-12,,,12.9841649106319
KEEGANS BAYOU,2022-01-10,272,,-2.23,2022-01-10,2022-01-12,,,13.0031487586904
CHOCOLATE BAYOU,2022-01-10,855,,-0.99,2022-01-10,2022-01-12,,,12.6293552939654
TIDWELL TIMBERS,2022-01-10,304,,-1.2,2022-01-10,2022-01-12,,,11.2230448715619
HOMESTEAD,2022-01-10,1262,,-1.44,2022-01-10,2022-01-12,,,12.1170757433732
NORTHEAST,2022-01-10,1330,,-0.4,2022-01-10,2022-01-12,,,12.5034727847342
KINGWOOD CENTRAL,2022-01-10,1169,,-0.26,2022-01-10,2022-01-12,,,12.4080397136491
KINGWOOD WEST,2022-01-10,939,,-0.41,2022-01-10,2022-01-12,,,11.9636694765524
MUD203,2022-01-10,1084,,-0.49,2022-01-10,2022-01-12,,,11.7603505683947
WCID47,2022-01-10,533,,0.02,2022-01-10,2022-01-12,,,12.4610838556337
WCID76,2022-01-10,1107,,0.14,2022-01-10,2022-01-12,,,11.7588736933134
WCID111,2022-01-10,866,,-0.6,2022-01-10,2022-01-12,,,12.6958712377756
FWSD23,2022-01-10,1042,,-0.78,2022-01-10,2022-01-12,,,12.4544729205209
WEST LAKE,2022-01-10,,,,2022-01-10,2022-01-12,,,
z.TOTAL,2022-01-10,733,,-0.58,2022-01-10,2022-01-12,,,14.3712503700567
CEDAR BAYOU,2022-01-17,1690,,-0.07,2022-01-17,2022-01-19,,,11.8768478995792
CLINTON PARK,2022-01-17,507,,-1.4,2022-01-17,2022-01-19,,,11.1990184110329
EASTHAVEN,2022-01-17,561,,-1.24,2022-01-17,2022-01-19,,,12.0851373001576
ALMEDA SIMS,2022-01-17,504,,-1.12,2022-01-17,2022-01-19,,,12.6102136460463
GREENRIDGE,2022-01-17,692,,-1.56,2022-01-17,2022-01-19,,,12.3737193567985
IMPERIAL VALLEY,2022-01-17,351,,-1.97,2022-01-17,2022-01-19,,,12.1323005759635
INTERCONTINENTAL AIRPORT,2022-01-17,1993,,-0.64,2022-01-17,2022-01-19,,,12.4672378612707
FOREST COVE,2022-01-17,2025,,-0.64,2022-01-17,2022-01-19,,,11.6352696826029
NORTHWEST,2022-01-17,541,,-1.6,2022-01-17,2022-01-19,,,12.9902673211877
NORTHBELT,2022-01-17,1335,,-1.23,2022-01-17,2022-01-19,,,12.6400524795087
NORTHGATE,2022-01-17,613,,-1.58,2022-01-17,2022-01-19,,,12.586058246189
69TH STREET,2022-01-17,985,,-1.07,2022-01-17,2022-01-19,,,13.7086319744748
PARK TEN,2022-01-17,569,,-1.08,2022-01-17,2022-01-19,,,11.5795350620523
SAGEMONT,2022-01-17,361,,-0.5,2022-01-17,2022-01-19,,,12.367535379936
SIMS BAYOU,2022-01-17,786,,-0.8,2022-01-17,2022-01-19,,,13.3137156970415
SOUTHWEST,2022-01-17,19,,-1.67,2022-01-17,2022-01-19,,,12.2074381116063
WILLOWBROOK,2022-01-17,1486,,-1.17,2022-01-17,2022-01-19,,,12.0364208039567
WHITE OAK,2022-01-17,1598,,0.13,2022-01-17,2022-01-19,,,12.4511258667126
WEST DISTRICT,2022-01-17,533,,-1.61,2022-01-17,2022-01-19,,,12.84856858925
WESTWAY,2022-01-17,749,,-1.64,2022-01-17,2022-01-19,,,11.4620832973227
METRO CENTRAL,2022-01-17,606,,-1.94,2022-01-17,2022-01-19,,,11.9784648631224
SOUTHEAST,2022-01-17,1014,,-0.68,2022-01-17,2022-01-19,,,12.6090237959529
TURKEY CREEK,2022-01-17,1729,,-1.7,2022-01-17,2022-01-19,,,12.7530560272469
UPPER BRAYS,2022-01-17,618,,-2.01,2022-01-17,2022-01-19,,,12.746262274666
BELTWAY,2022-01-17,739,,-1.74,2022-01-17,2022-01-19,,,12.7578741136104
KEEGANS BAYOU,2022-01-17,111,,-3,2022-01-17,2022-01-19,,,12.6131304127658
CHOCOLATE BAYOU,2022-01-17,511,,-1.77,2022-01-17,2022-01-19,,,12.4056335327052
TIDWELL TIMBERS,2022-01-17,164,,-2.39,2022-01-17,2022-01-19,,,10.9544579941346
HOMESTEAD,2022-01-17,668,,-2.28,2022-01-17,2022-01-19,,,11.84113963694
NORTHEAST,2022-01-17,936,,-1.22,2022-01-17,2022-01-19,,,12.3506492477285
KINGWOOD CENTRAL,2022-01-17,945,,-0.74,2022-01-17,2022-01-19,,,12.3158104777188
KINGWOOD WEST,2022-01-17,667,,-1.24,2022-01-17,2022-01-19,,,11.8150579847701
MUD203,2022-01-17,717,,-1.53,2022-01-17,2022-01-19,,,11.5807737658875
WCID47,2022-01-17,432,,-0.74,2022-01-17,2022-01-19,,,12.3692686370938
WCID76,2022-01-17,870,,-0.89,2022-01-17,2022-01-19,,,11.6542180835826
WCID111,2022-01-17,591,,-1.31,2022-01-17,2022-01-19,,,12.53012344327
FWSD23,2022-01-17,649,,-1.65,2022-01-17,2022-01-19,,,12.2488721070697
WEST LAKE,2022-01-17,,,,2022-01-17,2022-01-19,,,
z.TOTAL,2022-01-17,498,,-1.17,2022-01-17,2022-01-19,,,14.203598613186
CEDAR BAYOU,2022-01-24,1343,,-0.84,2022-01-24,2022-01-26,,,11.7768936071031
CLINTON PARK,2022-01-24,307,,-1.94,2022-01-24,2022-01-26,,,10.981225875476
EASTHAVEN,2022-01-24,364,,-1.55,2022-01-24,2022-01-26,,,11.8979489837533
ALMEDA SIMS,2022-01-24,335,,-1.41,2022-01-24,2022-01-26,,,12.433003513604
GREENRIDGE,2022-01-24,380,,-2.1,2022-01-24,2022-01-26,,,12.1137027189668
IMPERIAL VALLEY,2022-01-24,173,,-2.54,2022-01-24,2022-01-26,,,11.8246858770825
INTERCONTINENTAL AIRPORT,2022-01-24,1267,,-1.58,2022-01-24,2022-01-26,,,12.2705334064286
FOREST COVE,2022-01-24,1395,,-1.39,2022-01-24,2022-01-26,,,11.4732906322953
NORTHWEST,2022-01-24,288,,-2.11,2022-01-24,2022-01-26,,,12.7157294073066
NORTHBELT,2022-01-24,820,,-1.68,2022-01-24,2022-01-26,,,12.4282921559644
NORTHGATE,2022-01-24,346,,-1.98,2022-01-24,2022-01-26,,,12.3370675791227
69TH STREET,2022-01-24,592,,-1.61,2022-01-24,2022-01-26,,,13.4877594545478
PARK TEN,2022-01-24,394,,-1.38,2022-01-24,2022-01-26,,,11.4192478640169
SAGEMONT,2022-01-24,271,,-1.01,2022-01-24,2022-01-26,,,12.2431063466505
SIMS BAYOU,2022-01-24,524,,-1.32,2022-01-24,2022-01-26,,,13.1381134564756
SOUTHWEST,2022-01-24,12,,-1.72,2022-01-24,2022-01-26,,,11.9979173287805
WILLOWBROOK,2022-01-24,924,,-1.72,2022-01-24,2022-01-26,,,11.829850009063
WHITE OAK,2022-01-24,1265,,-0.81,2022-01-24,2022-01-26,,,12.3496769363302
WEST DISTRICT,2022-01-24,306,,-1.88,2022-01-24,2022-01-26,,,12.6074758107267
WESTWAY,2022-01-24,409,,-2.29,2022-01-24,2022-01-26,,,11.1993927759775
METRO CENTRAL,2022-01-24,342,,-2.08,2022-01-24,2022-01-26,,,11.7292160884411
SOUTHEAST,2022-01-24,660,,-1.48,2022-01-24,2022-01-26,,,12.4227108690872
TURKEY CREEK,2022-01-24,970,,-1.97,2022-01-24,2022-01-26,,,12.5020403914679
UPPER BRAYS,2022-01-24,316,,-2.29,2022-01-24,2022-01-26,,,12.4550029005669
BELTWAY,2022-01-24,403,,-2.06,2022-01-24,2022-01-26,,,12.4944485385076
KEEGANS BAYOU,2022-01-24,46,,-3.06,2022-01-24,2022-01-26,,,12.2271179980115
CHOCOLATE BAYOU,2022-01-24,270,,-2.23,2022-01-24,2022-01-26,,,12.1295519366505
TIDWELL TIMBERS,2022-01-24,75,,-3.11,2022-01-24,2022-01-26,,,10.613389940778
HOMESTEAD,2022-01-24,346,,-2.42,2022-01-24,2022-01-26,,,11.555003916444
NORTHEAST,2022-01-24,554,,-1.84,2022-01-24,2022-01-26,,,12.1233417358544
KINGWOOD CENTRAL,2022-01-24,693,,-1.09,2022-01-24,2022-01-26,,,12.1809685985079
KINGWOOD WEST,2022-01-24,419,,-1.71,2022-01-24,2022-01-26,,,11.6130260121989
MUD203,2022-01-24,387,,-2.31,2022-01-24,2022-01-26,,,11.3134224848526
WCID47,2022-01-24,286,,-1.45,2022-01-24,2022-01-26,,,12.1898744865151
WCID76,2022-01-24,517,,-1.94,2022-01-24,2022-01-26,,,11.428115412069
WCID111,2022-01-24,360,,-1.71,2022-01-24,2022-01-26,,,12.3152329008637
FWSD23,2022-01-24,356,,-2.12,2022-01-24,2022-01-26,,,11.9886008282164
WEST LAKE,2022-01-24,,,,2022-01-24,2022-01-26,,,
z.TOTAL,2022-01-24,299,,-1.56,2022-01-24,2022-01-26,,,13.982448569311
CEDAR BAYOU,2022-01-31,846,,-1.7,2022-01-31,2022-02-02,,,11.5761513140195
CLINTON PARK,2022-01-31,174,,-2.25,2022-01-31,2022-02-02,,,10.7338064982128
EASTHAVEN,2022-01-31,238,,-1.55,2022-01-31,2022-02-02,,,11.7137906883615
ALMEDA SIMS,2022-01-31,221,,-1.45,2022-01-31,2022-02-02,,,12.2522413276644
GREENRIDGE,2022-01-31,194,,-2.41,2022-01-31,2022-02-02,,,11.8216196209388
IMPERIAL VALLEY,2022-01-31,84,,-2.67,2022-01-31,2022-02-02,,,11.5089720793888
INTERCONTINENTAL AIRPORT,2022-01-31,606,,-2.61,2022-01-31,2022-02-02,,,11.95036844763
FOREST COVE,2022-01-31,861,,-1.82,2022-01-31,2022-02-02,,,11.2639789246426
NORTHWEST,2022-01-31,146,,-2.31,2022-01-31,2022-02-02,,,12.4222142781565
NORTHBELT,2022-01-31,482,,-1.85,2022-01-31,2022-02-02,,,12.1981308322405
NORTHGATE,2022-01-31,192,,-2.06,2022-01-31,2022-02-02,,,12.0827449156147
69TH STREET,2022-01-31,324,,-1.94,2022-01-31,2022-02-02,,,13.2258000047654
PARK TEN,2022-01-31,260,,-1.58,2022-01-31,2022-02-02,,,11.239384753127
SAGEMONT,2022-01-31,183,,-1.4,2022-01-31,2022-02-02,,,12.0717088706843
SIMS BAYOU,2022-01-31,312,,-1.71,2022-01-31,2022-02-02,,,12.9131313268733
SOUTHWEST,2022-01-31,8,,-1.51,2022-01-31,2022-02-02,,,11.8169468627754
WILLOWBROOK,2022-01-31,526,,-2.07,2022-01-31,2022-02-02,,,11.5850367829339
WHITE OAK,2022-01-31,735,,-1.91,2022-01-31,2022-02-02,,,12.1140738992659
WEST DISTRICT,2022-01-31,184,,-1.75,2022-01-31,2022-02-02,,,12.3863587706684
WESTWAY,2022-01-31,202,,-2.73,2022-01-31,2022-02-02,,,10.8940353823725
METRO CENTRAL,2022-01-31,212,,-1.77,2022-01-31,2022-02-02,,,11.5214063173251
SOUTHEAST,2022-01-31,342,,-2.3,2022-01-31,2022-02-02,,,12.1374845518069
TURKEY CREEK,2022-01-31,569,,-1.85,2022-01-31,2022-02-02,,,12.2706588771982
UPPER BRAYS,2022-01-31,172,,-2.11,2022-01-31,2022-02-02,,,12.1917495461865
BELTWAY,2022-01-31,223,,-2.06,2022-01-31,2022-02-02,,,12.2370884802357
KEEGANS BAYOU,2022-01-31,23,,-2.37,2022-01-31,2022-02-02,,,11.9368186603153
CHOCOLATE BAYOU,2022-01-31,140,,-2.35,2022-01-31,2022-02-02,,,11.8444762105846
TIDWELL TIMBERS,2022-01-31,33,,-3.35,2022-01-31,2022-02-02,,,10.257911337728
HOMESTEAD,2022-01-31,207,,-1.93,2022-01-31,2022-02-02,,,11.3314782616121
NORTHEAST,2022-01-31,295,,-2.25,2022-01-31,2022-02-02,,,11.8500718621478
KINGWOOD CENTRAL,2022-01-31,479,,-1.32,2022-01-31,2022-02-02,,,12.0205642806947
KINGWOOD WEST,2022-01-31,256,,-1.84,2022-01-31,2022-02-02,,,11.3992387260425
MUD203,2022-01-31,185,,-2.84,2022-01-31,2022-02-02,,,10.9925572567141
WCID47,2022-01-31,158,,-2.12,2022-01-31,2022-02-02,,,11.9315561836337
WCID76,2022-01-31,234,,-3.02,2022-01-31,2022-02-02,,,11.0831469973415
WCID111,2022-01-31,215,,-1.82,2022-01-31,2022-02-02,,,12.0908575322713
FWSD23,2022-01-31,194,,-2.2,2022-01-31,2022-02-02,,,11.724400435698
WEST LAKE,2022-01-31,,,,2022-01-31,2022-02-02,,,
z.TOTAL,2022-01-31,169,,-1.78,2022-01-31,2022-02-02,,,13.7341723958146
CEDAR BAYOU,2022-02-07,446,,-2.4,2022-02-07,2022-02-09,,,11.2981159620194
CLINTON PARK,2022-02-07,97,,-2.37,2022-02-07,2022-02-09,,,10.4792977113374
EASTHAVEN,2022-02-07,162,,-1.43,2022-02-07,2022-02-09,,,11.5460632545788
ALMEDA SIMS,2022-02-07,149,,-1.4,2022-02-07,2022-02-09,,,12.0810992005848
GREENRIDGE,2022-02-07,98,,-2.5,2022-02-07,2022-02-09,,,11.5262833156696
IMPERIAL VALLEY,2022-02-07,42,,-2.57,2022-02-07,2022-02-09,,,11.2126578072954
INTERCONTINENTAL AIRPORT,2022-02-07,241,,-3.35,2022-02-07,2022-02-09,,,11.5501127052962
FOREST COVE,2022-02-07,507,,-2.04,2022-02-07,2022-02-09,,,11.0340500863558
NORTHWEST,2022-02-07,76,,-2.28,2022-02-07,2022-02-09,,,12.1391134931287
NORTHBELT,2022-02-07,286,,-1.86,2022-02-07,2022-02-09,,,11.9717386368302
NORTHGATE,2022-02-07,112,,-1.95,2022-02-07,2022-02-09,,,11.8469886167039
69TH STREET,2022-02-07,172,,-2.08,2022-02-07,2022-02-09,,,12.9507065347884
PARK TEN,2022-02-07,169,,-1.67,2022-02-07,2022-02-09,,,11.0517250668842
SAGEMONT,2022-02-07,115,,-1.68,2022-02-07,2022-02-09,,,11.8692633603933
SIMS BAYOU,2022-02-07,174,,-1.96,2022-02-07,2022-02-09,,,12.6597150383506
SOUTHWEST,2022-02-07,6,,-1.2,2022-02-07,2022-02-09,,,11.6746607382831
WILLOWBROOK,2022-02-07,290,,-2.23,2022-02-07,2022-02-09,,,11.3267801888765
WHITE OAK,2022-02-07,341,,-2.75,2022-02-07,2022-02-09,,,11.7809221412239
WEST DISTRICT,2022-02-07,122,,-1.45,2022-02-07,2022-02-09,,,12.2063780273564
WESTWAY,2022-02-07,100,,-2.82,2022-02-07,2022-02-09,,,10.5865233015652
METRO CENTRAL,2022-02-07,144,,-1.45,2022-02-07,2022-02-09,,,11.3538518235915
SOUTHEAST,2022-02-07,154,,-2.86,2022-02-07,2022-02-09,,,11.7904941214646
TURKEY CREEK,2022-02-07,366,,-1.57,2022-02-07,2022-02-09,,,12.0783185258487
UPPER BRAYS,2022-02-07,105,,-1.77,2022-02-07,2022-02-09,,,11.97609435257
BELTWAY,2022-02-07,131,,-1.87,2022-02-07,2022-02-09,,,12.0076564012878
KEEGANS BAYOU,2022-02-07,15,,-1.5,2022-02-07,2022-02-09,,,11.7581842903131
CHOCOLATE BAYOU,2022-02-07,75,,-2.28,2022-02-07,2022-02-09,,,11.5739495261442
TIDWELL TIMBERS,2022-02-07,15,,-3.28,2022-02-07,2022-02-09,,,9.92195919398369
HOMESTEAD,2022-02-07,141,,-1.47,2022-02-07,2022-02-09,,,11.165013789987
NORTHEAST,2022-02-07,152,,-2.43,2022-02-07,2022-02-09,,,11.5617421404963
KINGWOOD CENTRAL,2022-02-07,325,,-1.4,2022-02-07,2022-02-09,,,11.8520773527395
KINGWOOD WEST,2022-02-07,156,,-1.87,2022-02-07,2022-02-09,,,11.1855624111499
MUD203,2022-02-07,85,,-3.08,2022-02-07,2022-02-09,,,10.6535487654121
WCID47,2022-02-07,77,,-2.59,2022-02-07,2022-02-09,,,11.6220144061195
WCID76,2022-02-07,89,,-3.78,2022-02-07,2022-02-09,,,10.6639902767388
WCID111,2022-02-07,133,,-1.73,2022-02-07,2022-02-09,,,11.8814878513446
FWSD23,2022-02-07,110,,-2.09,2022-02-07,2022-02-09,,,11.478957164515
WEST LAKE,2022-02-07,,,,2022-02-07,2022-02-09,,,
z.TOTAL,2022-02-07,95,,-1.82,2022-02-07,2022-02-09,,,13.4841318485788
CEDAR BAYOU,2022-02-14,216,,-2.79,2022-02-14,2022-02-16,,,10.9826868703808
CLINTON PARK,2022-02-14,56,,-2.3,2022-02-14,2022-02-16,,,10.2383671479166
EASTHAVEN,2022-02-14,113,,-1.34,2022-02-14,2022-02-16,,,11.3913701543111
ALMEDA SIMS,2022-02-14,103,,-1.32,2022-02-14,2022-02-16,,,11.9217333003347
GREENRIDGE,2022-02-14,53,,-2.36,2022-02-14,2022-02-16,,,11.2542269098696
IMPERIAL VALLEY,2022-02-14,23,,-2.37,2022-02-14,2022-02-16,,,10.9465144353001
INTERCONTINENTAL AIRPORT,2022-02-14,96,,-3.48,2022-02-14,2022-02-16,,,11.1486216707026
FOREST COVE,2022-02-14,298,,-2.09,2022-02-14,2022-02-16,,,10.8029878541487
NORTHWEST,2022-02-14,43,,-2.09,2022-02-14,2022-02-16,,,11.8859457970182
NORTHBELT,2022-02-14,177,,-1.75,2022-02-14,2022-02-16,,,11.7626864928031
NORTHGATE,2022-02-14,69,,-1.77,2022-02-14,2022-02-16,,,11.6369566440044
69TH STREET,2022-02-14,94,,-2.03,2022-02-14,2022-02-16,,,12.688379959659
PARK TEN,2022-02-14,110,,-1.69,2022-02-14,2022-02-16,,,10.8650427488086
SAGEMONT,2022-02-14,70,,-1.8,2022-02-14,2022-02-16,,,11.6552679424556
SIMS BAYOU,2022-02-14,96,,-2.05,2022-02-14,2022-02-16,,,12.3998871033807
SOUTHWEST,2022-02-14,4,,-0.92,2022-02-14,2022-02-16,,,11.5669950188162
WILLOWBROOK,2022-02-14,164,,-2.19,2022-02-14,2022-02-16,,,11.0787664043186
WHITE OAK,2022-02-14,146,,-3.13,2022-02-14,2022-02-16,,,11.4122417991804
WEST DISTRICT,2022-02-14,88,,-1.14,2022-02-14,2022-02-16,,,12.0674216702578
WESTWAY,2022-02-14,54,,-2.5,2022-02-14,2022-02-16,,,10.3218164167199
METRO CENTRAL,2022-02-14,103,,-1.28,2022-02-14,2022-02-16,,,11.2080355329102
SOUTHEAST,2022-02-14,69,,-2.96,2022-02-14,2022-02-16,,,11.4413943025434
TURKEY CREEK,2022-02-14,257,,-1.27,2022-02-14,2022-02-16,,,11.9246224972622
UPPER BRAYS,2022-02-14,70,,-1.46,2022-02-14,2022-02-16,,,11.8017534039622
BELTWAY,2022-02-14,84,,-1.61,2022-02-14,2022-02-16,,,11.8144965285901
KEEGANS BAYOU,2022-02-14,12,,-0.86,2022-02-14,2022-02-16,,,11.6564870542179
CHOCOLATE BAYOU,2022-02-14,43,,-2.13,2022-02-14,2022-02-16,,,11.3275156646771
TIDWELL TIMBERS,2022-02-14,8,,-3.01,2022-02-14,2022-02-16,,,9.62332530106898
HOMESTEAD,2022-02-14,102,,-1.25,2022-02-14,2022-02-16,,,11.0250752907449
NORTHEAST,2022-02-14,82,,-2.34,2022-02-14,2022-02-16,,,11.2907634656744
KINGWOOD CENTRAL,2022-02-14,225,,-1.34,2022-02-14,2022-02-16,,,11.6932598242396
KINGWOOD WEST,2022-02-14,95,,-1.92,2022-02-14,2022-02-16,,,10.9703538450134
MUD203,2022-02-14,40,,-3.01,2022-02-14,2022-02-16,,,10.3325517247702
WCID47,2022-02-14,37,,-2.76,2022-02-14,2022-02-16,,,11.3010160495136
WCID76,2022-02-14,34,,-3.91,2022-02-14,2022-02-16,,,10.2466998148573
WCID111,2022-02-14,87,,-1.54,2022-02-14,2022-02-16,,,11.6983384481735
FWSD23,2022-02-14,66,,-1.93,2022-02-14,2022-02-16,,,11.2571833882254
WEST LAKE,2022-02-14,,,,2022-02-14,2022-02-16,,,
z.TOTAL,2022-02-14,56,,-1.69,2022-02-14,2022-02-16,,,13.2561749666632
CEDAR BAYOU,2022-02-21,105,,-2.85,2022-02-21,2022-02-23,,,10.6698921669118
CLINTON PARK,2022-02-21,35,,-2.02,2022-02-21,2022-02-23,,,10.0316820816965
EASTHAVEN,2022-02-21,81,,-1.28,2022-02-21,2022-02-23,,,11.24600674925
ALMEDA SIMS,2022-02-21,74,,-1.22,2022-02-21,2022-02-23,,,11.776125069305
GREENRIDGE,2022-02-21,32,,-1.98,2022-02-21,2022-02-23,,,11.0319473445008
IMPERIAL VALLEY,2022-02-21,14,,-2.06,2022-02-21,2022-02-23,,,10.7210862885107
INTERCONTINENTAL AIRPORT,2022-02-21,45,,-2.9,2022-02-21,2022-02-23,,,10.8254967864849
