"District","LEA","County"
"Evant ISD",50901,"Hamilton"
"Gatesville ISD",50902,"Bosque"
"Oglesby ISD",50904,"McLennan"
"Jonesboro ISD",50909,"Coryell"
"Copperas Cove ISD",50910,"Burnet"
"Paducah ISD",51901,"Cottle"
"Crane ISD",52901,"Crockett"
"Crockett County
Consolidated Csd",53001,"Crockett"
"Crosbyton Cisd",54901,"Dickens"
"Lorenzo ISD",54902,"Floyd"
"Ralls ISD",54903,"Floyd"
"Culberson
County-Allamoore ISD",55901,"Hudspeth"
"Dalhart ISD",56901,"Hartley"
"Texline ISD",56902,"Hartley"
"Carrollton-Farmers
Branch ISD",57903,"Dallas"
"Cedar Hill ISD",57904,"Ellis"
"Dallas ISD",57905,"Dallas"
"Desoto ISD",57906,"Ellis"
"Garland ISD",57909,"Dallas"
"Grand Prairie ISD",57910,"Tarrant"
"Irving ISD",57912,"Tarrant"
"Lancaster ISD",57913,"Ellis"
"Mesquite ISD",57914,"Kaufman"
"Richardson ISD",57916,"Dallas"
"Sunnyvale ISD",57919,"Kaufman"
"Coppell ISD",57922,"Denton"
"Dawson ISD",58902,"Gaines"
"Klondike ISD",58905,"Dawson"
"Lamesa ISD",58906,"Dawson"
"Sands Cisd",58909,"Dawson"
"Hereford ISD",59901,"Deaf Smith"
"Walcott ISD",59902,"Parmer"
"Cooper ISD",60902,"Franklin"
"Fannindel ISD",60914,"Fannin"
"Lewisville ISD",61902,"Dallas"
"Pilot Point ISD",61903,"Cooke"
"Krum ISD",61905,"Wise"
"Ponder ISD",61906,"Wise"
"Sanger ISD",61908,"Denton"
"Northwest ISD",61911,"Tarrant"
"Cuero ISD",62901,"Gonzales"
"Nordheim ISD",62902,"Goliad"
"Yoakum ISD",62903,"Gonzales"
"Yorktown ISD",62904,"Goliad"
"Westhoff ISD",62905,"Gonzales"
"Meyersville ISD",62906,"Goliad"
"Spur ISD",63903,"Dickens"
"Patton Springs ISD",63906,"Dickens"
"Carrizo Springs Cisd",64903,"Frio"
"Clarendon ISD",65901,"Briscoe"
"Hedley ISD",65902,"Donley"
"Ramirez Csd",66005,"Duval"
"Benavides ISD",66901,"Jim Hogg"
"San Diego ISD",66902,"Jim Wells"
"Freer ISD",66903,"La Salle"
"Cisco ISD",67902,"Eastland"
"Eastland ISD",67903,"Stephens"
"Gorman ISD",67904,"Eastland"
"Ranger ISD",67907,"Erath"
"Rising Star ISD",67908,"Comanche"
"Ector County ISD",68901,"Crane"
"Rocksprings ISD",69901,"Kerr"
"Nueces Canyon Cisd",69902,"Kinney"
"Avalon ISD",70901,"Navarro"
"Ennis ISD",70903,"Henderson"
"Ferris ISD",70905,"Ellis"
"Italy ISD",70907,"Navarro"
"Midlothian ISD",70908,"Ellis"
"Milford ISD",70909,"Hill"
"Red Oak ISD",70911,"Ellis"
"Maypearl ISD",70915,"Hill"
"Clint ISD",71901,"Hudspeth"
"Tornillo ISD",71908,"Hudspeth"
"Three Way ISD",72901,"Hood"
"Dublin ISD",72902,"Erath"
"Bluff Dale ISD",72904,"Hood"
"Huckabay ISD",72908,"Erath"
"Lingleville ISD",72909,"Eastland"
"Morgan Mill ISD",72910,"Palo Pinto"
"Chilton ISD",73901,"McLennan"
"Marlin ISD",73903,"Limestone"
"Westphalia ISD",73904,"Falls"
"Rosebud-Lott ISD",73905,"Falls"
"Bonham ISD",74903,"Hunt"
"Honey Grove ISD",74907,"Lamar"
"Leonard ISD",74909,"Fannin"
"Savoy ISD",74911,"Grayson"
"Trenton ISD",74912,"Fannin"
"Flatonia ISD",75901,"Caldwell"
"La Grange ISD",75902,"Colorado"
"Schulenburg ISD",75903,"Fayette"
"Fayetteville ISD",75906,"Colorado"
"Round Top-Carmine ISD",75908,"Fayette"
"Roby Cisd",76903,"Jones"
"Rotan ISD",76904,"Kent"
"Floydada ISD",77901,"Crosby"
"Lockney ISD",77902,"Floyd"
"Crowell ISD",78901,"Cottle"
"Lamar Cisd",79901,"Brazoria"
"Needville ISD",79906,"Fort Bend"
"Fort Bend ISD",79907,"Fort Bend"
"Stafford Msd",79910,"Harris"
"Mount Vernon ISD",80901,"Franklin"
"Fairfield ISD",81902,"Freestone"
"Teague ISD",81904,"Leon"
"Wortham ISD",81905,"Limestone"
"Dilley ISD",82902,"Frio"
"Pearsall ISD",82903,"Frio"
"Seagraves ISD",83901,"Terry"
"Loop ISD",83902,"Gaines"
"Seminole ISD",83903,"Dawson"
"Dickinson ISD",84901,"Galveston"
"Galveston ISD",84902,"Chambers"
"High Island ISD",84903,"Galveston"
"Hitchcock ISD",84908,"Galveston"
"Santa Fe ISD",84909,"Galveston"
"Clear Creek ISD",84910,"Chambers"
"Friendswood ISD",84911,"Galveston"
"Post ISD",85902,"Crosby"
"Southland ISD",85903,"Garza"
"Doss Consolidated Csd",86024,"Kimble"
"Fredericksburg ISD",86901,"Gillespie"
"Harper ISD",86902,"Kerr"
"Glasscock County ISD",87901,"Howard"
"Goliad ISD",88902,"DeWitt"
"Gonzales ISD",89901,"DeWitt"
"Nixon-Smiley Cisd",89903,"Gonzales"
"Waelder ISD",89905,"Caldwell"
"Lefors ISD",90902,"Wheeler"
"Mclean ISD",90903,"Donley"
"Pampa ISD",90904,"Gray"
"Grandview-Hopkins ISD",90905,"Gray"
"Bells ISD",91901,"Grayson"
"Collinsville ISD",91902,"Grayson"
"Denison ISD",91903,"Grayson"
"Tioga ISD",91907,"Denton"
"Van Alstyne ISD",91908,"Grayson"
"Whitesboro ISD",91909,"Grayson"
"Whitewright ISD",91910,"Fannin"
"Gunter ISD",91917,"Grayson"
"Gladewater ISD",92901,"Smith"
"Kilgore ISD",92902,"Rusk"
"Longview ISD",92903,"Harrison"
"Sabine ISD",92906,"Smith"
"White Oak ISD",92908,"Upshur"
"Anderson-Shiro Cisd",93901,"Grimes"
"Iola ISD",93903,"Grimes"
"Navasota ISD",93904,"Burleson"
"Richards ISD",93905,"Montgomery"
"Seguin ISD",94901,"Gonzales"
"Schertz-Cibolo-U City ISD",94902,"Comal"
"Navarro ISD",94903,"Guadalupe"
"Marion ISD",94904,"Guadalupe"
"Abernathy ISD",95901,"Hockley"
"Cotton Center ISD",95902,"Lamb"
"Petersburg ISD",95904,"Floyd"
"Plainview ISD",95905,"Floyd"
"Memphis ISD",96904,"Childress"
"Turkey-Quitaque ISD",96905,"Floyd"
"Hamilton ISD",97902,"Comanche"
"Hico ISD",97903,"Comanche"
"Gruver ISD",98901,"Sherman"
"Pringle-Morse Cisd",98903,"Hutchinson"
"Spearman ISD",98904,"Hutchinson"
"Chillicothe ISD",99902,"Hardeman"
"Quanah ISD",99903,"Cottle"
"Kountze ISD",100903,"Polk"
"Silsbee ISD",100904,"Jasper"
"Hardin-Jefferson ISD",100905,"Hardin"
"Lumberton ISD",100907,"Jasper"
"West Hardin County Cisd",100908,"Liberty"
"Aldine ISD",101902,"Montgomery"
"Alief ISD",101903,"Harris"
"Crosby ISD",101906,"Harris"
"Goose Creek Cisd",101911,"Harris"
"Houston ISD",101912,"Fort Bend"
"Humble ISD",101913,"Montgomery"
"Katy ISD",101914,"Harris"
"Klein ISD",101915,"Montgomery"
"La Porte ISD",101916,"Harris"
"Pasadena ISD",101917,"Harris"
"Spring ISD",101919,"Montgomery"
"Tomball ISD",101921,"Montgomery"
"Huffman ISD",101925,"Liberty"
"Karnack ISD",102901,"Marion"
"Marshall ISD",102902,"Marion"
"Waskom ISD",102903,"Panola"
"Hallsville ISD",102904,"Harrison"
"Harleton ISD",102905,"Marion"
"Elysian Fields ISD",102906,"Panola"
"Channing ISD",103901,"Hartley"
"Hartley ISD",103902,"Hartley"
"Haskell Cisd",104901,"King"
"Rule ISD",104903,"Jones"
"Paint Creek ISD",104907,"Jones"
"San Marcos Cisd",105902,"Comal"
"Dripping Springs ISD",105904,"Hays"
"Wimberley ISD",105905,"Hays"
"Hays Cisd",105906,"Hays"
"Canadian ISD",106901,"Lipscomb"
"Athens ISD",107901,"Henderson"
"Brownsboro ISD",107902,"Henderson"
"Cross Roads ISD",107904,"Freestone"
"Eustace ISD",107905,"Kaufman"
"Malakoff ISD",107906,"Navarro"
"Trinidad ISD",107907,"Navarro"
"Lapoynor ISD",107910,"Henderson"
"Edinburg Cisd",108904,"Hidalgo"
"Mercedes ISD",108907,"Hidalgo"
"La Joya ISD",108912,"Starr"
"La Villa ISD",108914,"Hidalgo"
"Monte Alto ISD",108915,"Willacy"
"Abbott ISD",109901,"McLennan"
"Bynum ISD",109902,"Hill"
"Covington ISD",109903,"Johnson"
"Hubbard ISD",109905,"Limestone"
"Itasca ISD",109907,"Hill"
"Malone ISD",109908,"Navarro"
"Mount Calm ISD",109910,"Limestone"
"Whitney ISD",109911,"Hill"
"Aquilla ISD",109912,"Hill"
"Blum ISD",109913,"Hill"
"Penelope ISD",109914,"McLennan"
"Anton ISD",110901,"Hockley"
"Levelland ISD",110902,"Hockley"
"Ropes ISD",110905,"Lubbock"
"Smyer ISD",110906,"Lubbock"
"Sundown ISD",110907,"Hockley"
"Whitharral ISD",110908,"Lamb"
"Granbury ISD",111901,"Johnson"
"Lipan ISD",111902,"Hood"
"Tolar ISD",111903,"Hood"
"Sulphur Springs ISD",112901,"Rains"
"Cumby ISD",112905,"Hopkins"
"North Hopkins ISD",112906,"Hopkins"
"Miller Grove ISD",112907,"Hunt"
"Como-Pickton Cisd",112908,"Hopkins"
"Saltillo ISD",112909,"Hopkins"
"Sulphur Bluff ISD",112910,"Franklin"
"Crockett ISD",113901,"Leon"
"Grapeland ISD",113902,"Cherokee"
"Lovelady ISD",113903,"Leon"
"Kennard ISD",113906,"Cherokee"
"Big Spring ISD",114901,"Howard"
"Coahoma ISD",114902,"Howard"
"Forsan ISD",114904,"Howard"
"Ft Hancock ISD",115901,"Hudspeth"
"Dell City ISD",115903,"Hudspeth"
"Caddo Mills ISD",116901,"Hunt"
"Celeste ISD",116902,"Fannin"
"Commerce ISD",116903,"Hopkins"
"Lone Oak ISD",116906,"Hunt"
"Quinlan ISD",116908,"Kaufman"
"Wolfe City ISD",116909,"Hunt"
"Bland ISD",116915,"Hunt"
"Borger ISD",117901,"Hutchinson"
"Sanford-Fritch ISD",117903,"Hutchinson"
"Plemons-Stinnett-Phillips
Cisd",117904,"Moore"
"Spring Creek ISD",117907,"Hutchinson"
"Irion County ISD",118902,"Irion"
"Bryson ISD",119901,"Palo Pinto"
"Jacksboro ISD",119902,"Clay"
"Perrin-Whitt Cisd",119903,"Palo Pinto"
"Edna ISD",120901,"Lavaca"
"Ganado ISD",120902,"Matagorda"
"Industrial ISD",120905,"Jackson"
"Brookeland ISD",121902,"Newton"
"Buna ISD",121903,"Jasper"
"Jasper ISD",121904,"Jasper"
"Kirbyville Cisd",121905,"Newton"
"Evadale ISD",121906,"Jasper"
"Ft Davis ISD",122901,"Culberson"
"Valentine ISD",122902,"Hudspeth"
"Nederland ISD",123905,"Orange"
"Port Arthur ISD",123907,"Orange"
"Port Neches-Groves ISD",123908,"Orange"
"Beaumont ISD",123910,"Jefferson"
"Sabine Pass ISD",123913,"Jefferson"
"Hamshire-Fannett ISD",123914,"Jefferson"
"Jim Hogg County ISD",124901,"Duval"
"Alice ISD",125901,"Jim Wells"
"Ben Bolt-Palito Blanco ISD",125902,"Jim Wells"
"Orange Grove ISD",125903,"Live Oak"
"Premont ISD",125905,"Jim Wells"
"La Gloria ISD",125906,"Duval"
"Burleson ISD",126902,"Tarrant"
"Cleburne ISD",126903,"Hood"
"Grandview ISD",126904,"Hill"
"Joshua ISD",126905,"Tarrant"
"Rio Vista ISD",126907,"Hill"
"Venus ISD",126908,"Johnson"
"Godley ISD",126911,"Johnson"
"Hamlin Collegiate ISD",127903,"Haskell"
"Hawley ISD",127904,"Taylor"
"Lueders-Avoca ISD",127905,"Jones"
"Stamford ISD",127906,"Jones"
"Karnes City ISD",128901,"DeWitt"
"Kenedy ISD",128902,"Karnes"
"Runge ISD",128903,"Goliad"
"Falls City ISD",128904,"Karnes"
"Crandall ISD",129901,"Ellis"
"Forney ISD",129902,"Kaufman"
"Kaufman ISD",129903,"Van Zandt"
"Kemp ISD",129904,"Henderson"
"Mabank ISD",129905,"Kaufman"
"Terrell ISD",129906,"Kaufman"
"Scurry-Rosser ISD",129910,"Kaufman"
"Boerne ISD",130901,"Bexar"
"Comfort ISD",130902,"Gillespie"
"Kenedy County Wide Csd",131001,"Hidalgo"
"Jayton-Girard ISD",132902,"Fisher"
"Center Point ISD",133901,"Kerr"
"Hunt ISD",133902,"Kerr"
"Kerrville ISD",133903,"Kerr"
"Ingram ISD",133904,"Kerr"
"Divide ISD",133905,"Edwards"
"Junction ISD",134901,"Kerr"
"Guthrie Csd",135001,"Dickens"
"Brackett ISD",136901,"Kinney"
"Kingsville ISD",137901,"Kleberg"
"Riviera ISD",137903,"Kleberg"
"Santa Gertrudis ISD",137904,"Jim Wells"
"Knox City-O'brien Cisd",138902,"King"
"Munday Cisd",138903,"Haskell"
"Benjamin ISD",138904,"Foard"
"Chisum ISD",139905,"Fannin"
"North Lamar ISD",139911,"Lamar"
"Prairiland ISD",139912,"Franklin"
"Littlefield ISD",140904,"Hockley"
"Olton ISD",140905,"Hale"
"Springlake-Earth ISD",140907,"Lamb"
"Sudan ISD",140908,"Cochran"
"Lampasas ISD",141901,"Burnet"
"Lometa ISD",141902,"Mills"
"Cotulla ISD",142901,"Dimmit"
"Hallettsville ISD",143901,"Fayette"
"Moulton ISD",143902,"Gonzales"
"Shiner ISD",143903,"Gonzales"
"Ezzell ISD",143906,"Jackson"
"Giddings ISD",144901,"Burleson"
"Lexington ISD",144902,"Burleson"
"Dime Box ISD",144903,"Lee"
"Buffalo ISD",145901,"Leon"
"Centerville ISD",145902,"Leon"
"Normangee ISD",145906,"Leon"
"Oakwood ISD",145907,"Freestone"
"Leon ISD",145911,"Leon"
"Cleveland ISD",146901,"Liberty"
"Dayton ISD",146902,"Harris"
"Devers ISD",146903,"Hardin"
"Hardin ISD",146904,"Liberty"
"Hull-Daisetta ISD",146905,"Liberty"
"Liberty ISD",146906,"Liberty"
"Tarkington ISD",146907,"San Jacinto"
"Coolidge ISD",147901,"Limestone"
"Groesbeck ISD",147902,"Freestone"
"Mexia ISD",147903,"Limestone"
"Booker ISD",148901,"Lipscomb"
"George West ISD",149901,"Duval"
"Three Rivers ISD",149902,"Bee"
"Llano ISD",150901,"Burnet"
"New Deal ISD",152902,"Lubbock"
"Slaton ISD",152903,"Lubbock"
"Lubbock-Cooper ISD",152906,"Lynn"
"Frenship ISD",152907,"Lubbock"
"Roosevelt ISD",152908,"Lubbock"
"Shallowater ISD",152909,"Lubbock"
"Idalou ISD",152910,"Lubbock"
"O'donnell ISD",153903,"Dawson"
"Tahoka ISD",153904,"Lynn"
"New Home ISD",153905,"Lubbock"
"Wilson ISD",153907,"Lynn"
"Madisonville Cisd",154901,"Houston"
"North Zulch ISD",154903,"Grimes"
"Jefferson ISD",155901,"Harrison"
"Stanton ISD",156902,"Glasscock"
"Grady ISD",156905,"Howard"
"Mason ISD",157901,"Kimble"
"Bay City ISD",158901,"Wharton"
"Tidehaven ISD",158902,"Matagorda"
"Palacios ISD",158905,"Jackson"
"Van Vleck ISD",158906,"Matagorda"
"Eagle Pass ISD",159901,"Kinney"
"Brady ISD",160901,"Concho"
"Rochelle ISD",160904,"Coleman"
"Lohn ISD",160905,"McCulloch"
"Crawford ISD",161901,"Coryell"
"Lorena ISD",161907,"McLennan"
"Mart ISD",161908,"Limestone"
"Mcgregor ISD",161909,"McLennan"
"Moody ISD",161910,"Coryell"
"Riesel ISD",161912,"McLennan"
"West ISD",161916,"McLennan"
"Axtell ISD",161918,"Limestone"
"Bruceville-Eddy ISD",161919,"Falls"
"China Spring ISD",161920,"Hill"
"Robinson ISD",161922,"McLennan"
"Gholson ISD",161925,"McLennan"
"Mcmullen County ISD",162904,"Duval"
"Devine ISD",163901,"Frio"
"D'hanis ISD",163902,"Frio"
"Natalia ISD",163903,"Medina"
"Hondo ISD",163904,"Frio"
"Medina Valley ISD",163908,"Bexar"
"Menard ISD",164901,"Kimble"
"Midland ISD",165901,"Ector"
"Greenwood ISD",165902,"Martin"
"Cameron ISD",166901,"Falls"
"Gause ISD",166902,"Milam"
"Milano ISD",166903,"Milam"
"Rockdale ISD",166904,"Lee"
"Thorndale ISD",166905,"Milam"
"Buckholts ISD",166907,"Milam"
"Goldthwaite ISD",167901,"Lampasas"
"Mullin ISD",167902,"Comanche"
"Priddy ISD",167904,"Hamilton"
"Colorado ISD",168901,"Mitchell"
"Loraine ISD",168902,"Nolan"
"Westbrook ISD",168903,"Mitchell"
"Bowie ISD",169901,"Jack"
"Gold Burg ISD",169906,"Montague"
"Forestburg ISD",169910,"Montague"
"Saint Jo ISD",169911,"Montague"
"Conroe ISD",170902,"Montgomery"
"Montgomery ISD",170903,"Montgomery"
"Willis ISD",170904,"San Jacinto"
"Magnolia ISD",170906,"Harris"
"Splendora ISD",170907,"Montgomery"
"New Caney ISD",170908,"Liberty"
"Dumas ISD",171901,"Dallam"
"Sunray ISD",171902,"Hutchinson"
"Daingerfield-Lone Star ISD",172902,"Cass"
"Pewitt Cisd",172905,"Cass"
"Motley County ISD",173901,"Cottle"
"Chireno ISD",174901,"San Augustine"
"Cushing ISD",174902,"Nacogdoches"
"Garrison ISD",174903,"Rusk"
"Nacogdoches ISD",174904,"Cherokee"
"Woden ISD",174906,"Nacogdoches"
"Central Heights ISD",174908,"Rusk"
"Martinsville ISD",174909,"San Augustine"
"Etoile ISD",174910,"Nacogdoches"
"Douglass ISD",174911,"Nacogdoches"
"Blooming Grove ISD",175902,"Navarro"
"Corsicana ISD",175903,"Henderson"
"Dawson ISD",175904,"Limestone"
"Frost ISD",175905,"Hill"
"Kerens ISD",175907,"Henderson"
"Rice ISD",175911,"Navarro"
"Burkeville ISD",176901,"Newton"
"Newton ISD",176902,"Newton"
"Deweyville ISD",176903,"Newton"
"Roscoe Collegiate ISD",177901,"Mitchell"
"Sweetwater ISD",177902,"Nolan"
"Blackwell Cisd",177903,"Nolan"
"Highland ISD",177905,"Mitchell"
"Agua Dulce ISD",178901,"Nueces"
"Bishop Cisd",178902,"Kleberg"
"Calallen ISD",178903,"San Patricio"
"Corpus Christi ISD",178904,"San Patricio"
"Driscoll ISD",178905,"Nueces"
"London ISD",178906,"Nueces"
"Port Aransas ISD",178908,"Nueces"
"Tuloso-Midway ISD",178912,"San Patricio"
"Banquete ISD",178913,"Nueces"
"Flour Bluff ISD",178914,"Nueces"
"Perryton ISD",179901,"Lipscomb"
"Vega ISD",180902,"Oldham"
"Adrian ISD",180903,"Oldham"
"Wildorado ISD",180904,"Oldham"
"Bridge City ISD",181901,"Orange"
"Orangefield ISD",181905,"Orange"
"Vidor ISD",181907,"Jasper"
"Little
Cypress-Mauriceville Cisd",181908,"Newton"
"Gordon ISD",182901,"Palo Pinto"
"Graford ISD",182902,"Palo Pinto"
"Mineral Wells ISD",182903,"Parker"
"Santo ISD",182904,"Palo Pinto"
"Strawn ISD",182905,"Erath"
"Palo Pinto ISD",182906,"Stephens"
"Beckville ISD",183901,"Panola"
"Carthage ISD",183902,"Panola"
"Gary ISD",183904,"Rusk"
"Poolville ISD",184901,"Parker"
"Springtown ISD",184902,"Wise"
"Weatherford ISD",184903,"Parker"
"Millsap ISD",184904,"Parker"
"Aledo ISD",184907,"Parker"
"Brock ISD",184909,"Parker"
"Garner ISD",184911,"Parker"
"Farwell ISD",185902,"Parmer"
"Friona ISD",185903,"Deaf Smith"
"Lazbuddie ISD",185904,"Castro"
"Buena Vista ISD",186901,"Pecos"
"Fort Stockton ISD",186902,"Jeff Davis"
"Iraan-Sheffield ISD",186903,"Crockett"
"Big Sandy ISD",187901,"Liberty"
"Goodrich ISD",187903,"San Jacinto"
"Corrigan-Camden ISD",187904,"Polk"
"Livingston ISD",187907,"Polk"
"Onalaska ISD",187910,"San Jacinto"
"Amarillo ISD",188901,"Randall"
"Highland Park ISD",188903,"Carson"
"Bushland ISD",188904,"Moore"
"Marfa ISD",189901,"Jeff Davis"
"Presidio ISD",189902,"Jeff Davis"
"Rains ISD",190903,"Hunt"
"Canyon ISD",191901,"Carson"
"Reagan County ISD",192901,"Glasscock"
"Leakey ISD",193902,"Edwards"
"Avery ISD",194902,"Morris"
"Rivercrest ISD",194903,"Red River"
"Clarksville ISD",194904,"Titus"
"Detroit ISD",194905,"Red River"
"Pecos-Barstow-Toyah ISD",195901,"Jeff Davis"
"Balmorhea ISD",195902,"Jeff Davis"
"Austwell-Tivoli ISD",196901,"Calhoun"
"Woodsboro ISD",196902,"Bee"
"Refugio ISD",196903,"Bee"
"Miami ISD",197902,"Hansford"
"Bremond ISD",198901,"Limestone"
"Calvert ISD",198902,"Robertson"
"Franklin ISD",198903,"Leon"
"Hearne ISD",198905,"Milam"
"Mumford ISD",198906,"Burleson"
"Rockwall ISD",199901,"Dallas"
"Royse City ISD",199902,"Hunt"
"Ballinger ISD",200901,"Concho"
"Miles ISD",200902,"Concho"
"Winters ISD",200904,"Nolan"
"Olfen ISD",200906,"Runnels"
"Henderson ISD",201902,"Panola"
"Laneville ISD",201903,"Rusk"
"Leveretts Chapel ISD",201904,"Rusk"
"Mount Enterprise ISD",201907,"Rusk"
"Overton ISD",201908,"Rusk"
"Tatum ISD",201910,"Harrison"
"Carlisle ISD",201913,"Rusk"
"West Rusk County
Consolidated ISD",201914,"Smith"
"Hemphill ISD",202903,"Sabine"
"West Sabine ISD",202905,"San Augustine"
"San Augustine ISD",203901,"Sabine"
"Broaddus ISD",203902,"Jasper"
"Coldspring-Oakhurst Cisd",204901,"Polk"
"Shepherd ISD",204904,"Polk"
"Aransas Pass ISD",205901,"Nueces"
"Gregory-Portland ISD",205902,"Nueces"
"Ingleside ISD",205903,"San Patricio"
"Mathis ISD",205904,"Jim Wells"
"Odem-Edroy ISD",205905,"San Patricio"
"Sinton ISD",205906,"Bee"
"Taft ISD",205907,"San Patricio"
"San Saba ISD",206901,"Lampasas"
"Richland Springs ISD",206902,"McCulloch"
"Cherokee ISD",206903,"Mason"
"Schleicher ISD",207901,"Crockett"
"Hermleigh ISD",208901,"Mitchell"
"Snyder ISD",208902,"Fisher"
"Ira ISD",208903,"Mitchell"
"Albany ISD",209901,"Shackelford"
"Moran ISD",209902,"Eastland"
"Center ISD",210901,"Shelby"
"Joaquin ISD",210902,"Shelby"
"Shelbyville ISD",210903,"San Augustine"
"Tenaha ISD",210904,"Shelby"
"Timpson ISD",210905,"Panola"
"Excelsior ISD",210906,"San Augustine"
"Texhoma ISD",211901,"Sherman"
"Stratford ISD",211902,"Hartley"
"Arp ISD",212901,"Smith"
"Bullard ISD",212902,"Cherokee"
"Lindale ISD",212903,"Van Zandt"
"Troup ISD",212904,"Rusk"
"Tyler ISD",212905,"Smith"
"Whitehouse ISD",212906,"Smith"
"Chapel Hill ISD",212909,"Rusk"
"Winona ISD",212910,"Upshur"
"Glen Rose ISD",213901,"Erath"
"Rio Grande City Cisd",214901,"Starr"
"San Isidro ISD",214902,"Hidalgo"
"Roma ISD",214903,"Starr"
"Breckenridge ISD",215901,"Palo Pinto"
"Sterling City ISD",216901,"Glasscock"
"Aspermont ISD",217901,"Fisher"
"Sonora ISD",218901,"Edwards"
"Happy ISD",219901,"Briscoe"
"Tulia ISD",219903,"Castro"
"Kress ISD",219905,"Castro"
"Arlington ISD",220901,"Tarrant"
"Fort Worth ISD",220905,"Tarrant"
"Grapevine-Colleyville ISD",220906,"Denton"
"Keller ISD",220907,"Tarrant"
"Mansfield ISD",220908,"Ellis"
"Crowley ISD",220912,"Tarrant"
"Azle ISD",220915,"Tarrant"
"Hurst-Euless-Bedford ISD",220916,"Tarrant"
"Eagle Mt-Saginaw ISD",220918,"Wise"
"Carroll ISD",220919,"Tarrant"
"White Settlement ISD",220920,"Tarrant"
"Abilene ISD",221901,"Taylor"
"Merkel ISD",221904,"Jones"
"Trent ISD",221905,"Jones"
"Jim Ned Cisd",221911,"Coleman"
"Wylie ISD",221912,"Taylor"
"Terrell County ISD",222901,"Crockett"
"Brownfield ISD",223901,"Hockley"
"Meadow ISD",223902,"Lynn"
"Wellman-Union Cisd",223904,"Gaines"
"Throckmorton Collegiate
ISD",224901,"Haskell"
"Woodson ISD",224902,"Stephens"
"Mount Pleasant ISD",225902,"Franklin"
"Chapel Hill ISD",225906,"Morris"
"Christoval ISD",226901,"Schleicher"
"San Angelo ISD",226903,"Tom Green"
"Water Valley ISD",226905,"Irion"
"Wall ISD",226906,"Menard"
"Grape Creek ISD",226907,"Tom Green"
"Veribest ISD",226908,"Tom Green"
"Austin ISD",227901,"Travis"
"Pflugerville ISD",227904,"Williamson"
"Manor ISD",227907,"Travis"
"Del Valle ISD",227910,"Caldwell"
"Lake Travis ISD",227913,"Travis"
"Groveton ISD",228901,"Polk"
"Trinity ISD",228903,"Madison"
"Centerville ISD",228904,"Polk"
"Apple Springs ISD",228905,"Houston"
"Colmesneil ISD",229901,"Jasper"
"Woodville ISD",229903,"Polk"
"Warren ISD",229904,"Jasper"
"Spurger ISD",229905,"Tyler"
"Chester ISD",229906,"Polk"
"Big Sandy ISD",230901,"Smith"
"Gilmer ISD",230902,"Gregg"
"Ore City ISD",230903,"Marion"
"Union Hill ISD",230904,"Upshur"
"Harmony ISD",230905,"Wood"
"New Diana ISD",230906,"Harrison"
"Union Grove ISD",230908,"Upshur"
"Mccamey ISD",231901,"Crockett"
"Rankin ISD",231902,"Crockett"
"Sabinal ISD",232902,"Medina"
"Uvalde Cisd",232903,"Kinney"
"Utopia ISD",232904,"Kerr"
"San Felipe-Del Rio Cisd",233901,"Kinney"
"Comstock ISD",233903,"Sutton"
"Canton ISD",234902,"Kaufman"
"Edgewood ISD",234903,"Van Zandt"
"Grand Saline ISD",234904,"Smith"
"Martins Mill ISD",234905,"Van Zandt"
"Van ISD",234906,"Smith"
"Wills Point ISD",234907,"Kaufman"
"Fruitvale ISD",234909,"Van Zandt"
"Bloomington ISD",235901,"Jackson"
"Victoria ISD",235902,"Goliad"
"Nursery ISD",235904,"Victoria"
"New Waverly ISD",236901,"San Jacinto"
"Huntsville ISD",236902,"Houston"
"Hempstead ISD",237902,"Grimes"
"Waller ISD",237904,"Harris"
"Royal ISD",237905,"Fort Bend"
"Monahans-Wickett-Pyote
ISD",238902,"Ector"
"Grandfalls-Royalty ISD",238904,"Pecos"
"Brenham ISD",239901,"Brazos"
"Burton ISD",239903,"Burleson"
"United ISD",240903,"Duval"
"Webb Cisd",240904,"Jim Hogg"
"Boling ISD",241901,"Fort Bend"
"East Bernard ISD",241902,"Colorado"
"El Campo ISD",241903,"Jackson"
"Wharton ISD",241904,"Wharton"
"Louise ISD",241906,"Matagorda"
"Shamrock ISD",242902,"Wheeler"
"Wheeler ISD",242903,"Wheeler"
"Fort Elliott Cisd",242906,"Hemphill"
"Burkburnett ISD",243901,"Wichita"
"Electra ISD",243902,"Wichita"
"Iowa Park Cisd",243903,"Baylor"
"Wichita Falls ISD",243905,"Clay"
"Harrold ISD",244901,"Baylor"
"Vernon ISD",244903,"Foard"
"Lasara ISD",245901,"Willacy"
"Lyford Cisd",245902,"Hidalgo"
"Raymondville ISD",245903,"Kenedy"
"San Perlita ISD",245904,"Willacy"
"Florence ISD",246902,"Burnet"
"Granger ISD",246905,"Williamson"
"Hutto ISD",246906,"Williamson"
"Jarrell ISD",246907,"Williamson"
"Liberty Hill ISD",246908,"Travis"
"Round Rock ISD",246909,"Williamson"
"Taylor ISD",246911,"Williamson"
"Thrall ISD",246912,"Milam"
"Leander ISD",246913,"Travis"
"Coupland ISD",246914,"Lee"
"Floresville ISD",247901,"Bexar"
"La Vernia ISD",247903,"Guadalupe"
"Poth ISD",247904,"Karnes"
