"County","Date","TPR_CMS","Tests"
"Comal",2020-11-25,0.092,5095
"Comanche",2020-11-25,0.236,559
"Concho",2020-11-25,0.186,59
"Cooke",2020-11-25,0.195,2080
"Coryell",2020-11-25,0.1,5107
"Cottle",2020-11-25,0.355,31
"Crane",2020-11-25,0.052,229
"Crockett",2020-11-25,NA,NA
"Crosby",2020-11-25,0.187,219
"Culberson",2020-11-25,0.181,270
"Dallam",2020-11-25,0.095,95
"Dallas",2020-11-25,0.131,119835
"Dawson",2020-11-25,0.107,525
"DeWitt",2020-11-25,0.179,357
"Deaf Smith",2020-11-25,0.41,283
"Delta",2020-11-25,0.136,118
"Denton",2020-11-25,0.115,40878
"Dickens",2020-11-25,0.207,29
"Dimmit",2020-11-25,0.101,655
"Donley",2020-11-25,0.198,86
"Duval",2020-11-25,0.103,1123
"Eastland",2020-11-25,0.246,285
"Ector",2020-11-25,0.284,4530
"Edwards",2020-11-25,0.343,102
"El Paso",2020-11-25,0.213,59909
"Ellis",2020-11-25,0.15,10619
"Erath",2020-11-25,0.177,995
"Falls",2020-11-25,0.149,776
"Fannin",2020-11-25,0.108,1801
"Fayette",2020-11-25,0.139,704
"Fisher",2020-11-25,0.247,97
"Floyd",2020-11-25,0.248,113
"Foard",2020-11-25,0.296,27
"Fort Bend",2020-11-25,0.086,32332
"Franklin",2020-11-25,0.108,176
"Freestone",2020-11-25,0.059,371
"Frio",2020-11-25,0.187,579
"Gaines",2020-11-25,0.28,207
"Galveston",2020-11-25,0.081,15487
"Garza",2020-11-25,0.21,81
"Gillespie",2020-11-25,0.135,2454
"Glasscock",2020-11-25,NA,NA
"Goliad",2020-11-25,0.136,118
"Gonzales",2020-11-25,0.125,783
"Gray",2020-11-25,0.316,563
"Grayson",2020-11-25,0.116,8157
"Gregg",2020-11-25,0.164,3607
"Grimes",2020-11-25,0.102,1336
"Guadalupe",2020-11-25,0.104,3285
"Hale",2020-11-25,0.232,908
"Hall",2020-11-25,0.41,139
"Hamilton",2020-11-25,0.072,374
"Hansford",2020-11-25,NA,NA
"Hardeman",2020-11-25,0.23,100
"Hardin",2020-11-25,0.13,656
"Harris",2020-11-25,0.085,190320
"Harrison",2020-11-25,0.14,1099
"Hartley",2020-11-25,NA,NA
"Haskell",2020-11-25,0.182,44
"Hays",2020-11-25,0.063,18295
"Hemphill",2020-11-25,0.103,39
"Henderson",2020-11-25,0.183,1592
"Hidalgo",2020-11-25,0.133,19582
"Hill",2020-11-25,0.145,2842
"Hockley",2020-11-25,0.373,905
"Hood",2020-11-25,0.153,2330
"Hopkins",2020-11-25,0.113,1287
"Houston",2020-11-25,0.105,821
"Howard",2020-11-25,0.131,938
"Hudspeth",2020-11-25,0.224,353
"Hunt",2020-11-25,0.099,2549
"Hutchinson",2020-11-25,0.444,709
"Irion",2020-11-25,0.19,21
"Jack",2020-11-25,0.291,172
"Jackson",2020-11-25,0.246,289
"Jasper",2020-11-25,0.086,359
"Jeff Davis",2020-11-25,0.08,437
"Jefferson",2020-11-25,0.099,9128
"Jim Hogg",2020-11-25,0.037,921
"Jim Wells",2020-11-25,0.108,2181
"Johnson",2020-11-25,0.164,7273
"Jones",2020-11-25,0.124,411
"Karnes",2020-11-25,0.1,408
"Kaufman",2020-11-25,0.163,6403
"Kendall",2020-11-25,0.097,1119
"Kenedy",2020-11-25,NA,NA
"Kent",2020-11-25,NA,NA
"Kerr",2020-11-25,0.104,944
"Kimble",2020-11-25,0.139,209
"King",2020-11-25,NA,NA
"Kinney",2020-11-25,0.064,110
"Kleberg",2020-11-25,0.107,1121
"Knox",2020-11-25,NA,NA
"La Salle",2020-11-25,0.041,493
"Lamar",2020-11-25,0.129,2159
"Lamb",2020-11-25,0.351,570
"Lampasas",2020-11-25,0.102,916
"Lavaca",2020-11-25,0.241,523
"Lee",2020-11-25,0.146,451
"Leon",2020-11-25,0.144,411
"Liberty",2020-11-25,0.135,1898
"Limestone",2020-11-25,0.125,1084
"Lipscomb",2020-11-25,NA,NA
"Live Oak",2020-11-25,0.116,258
"Llano",2020-11-25,0.106,1113
"Loving",2020-11-25,NA,NA
"Lubbock",2020-11-25,0.184,20364
"Lynn",2020-11-25,0.313,179
"Madison",2020-11-25,0.177,362
"Marion",2020-11-25,0.09,145
"Martin",2020-11-25,0.254,138
"Mason",2020-11-25,0.063,126
"Matagorda",2020-11-25,0.151,950
"Maverick",2020-11-25,0.145,1902
"McCulloch",2020-11-25,0.168,173
"McLennan",2020-11-25,0.124,16923
"McMullen",2020-11-25,NA,NA
"Medina",2020-11-25,0.143,1220
"Menard",2020-11-25,0.104,154
"Midland",2020-11-25,0.23,3450
"Milam",2020-11-25,0.067,913
"Mills",2020-11-25,0.074,338
"Mitchell",2020-11-25,0.34,312
"Montague",2020-11-25,0.218,1029
"Montgomery",2020-11-25,0.116,20377
"Moore",2020-11-25,0.2,559
"Morris",2020-11-25,0.136,331
"Motley",2020-11-25,0.621,29
"Nacogdoches",2020-11-25,0.148,1700
"Navarro",2020-11-25,0.117,1237
"Newton",2020-11-25,0.1,80
"Nolan",2020-11-25,0.265,631
"Nueces",2020-11-25,0.113,12193
"Ochiltree",2020-11-25,NA,NA
"Oldham",2020-11-25,0.308,65
"Orange",2020-11-25,0.144,1581
"Palo Pinto",2020-11-25,0.205,914
"Panola",2020-11-25,0.136,405
"Parker",2020-11-25,0.18,4705
"Parmer",2020-11-25,0.317,82
"Pecos",2020-11-25,0.101,584
"Polk",2020-11-25,0.105,920
"Potter",2020-11-25,0.223,3073
"Presidio",2020-11-25,0.112,1908
"Rains",2020-11-25,0.166,205
"Randall",2020-11-25,0.228,3920
"Reagan",2020-11-25,0.375,24
"Real",2020-11-25,0.086,116
"Red River",2020-11-25,0.055,437
"Reeves",2020-11-25,0.142,515
"Refugio",2020-11-25,0.142,169
"Roberts",2020-11-25,NA,NA
"Robertson",2020-11-25,0.087,519
"Rockwall",2020-11-25,0.107,7977
"Runnels",2020-11-25,0.134,262
"Rusk",2020-11-25,0.188,1242
"Sabine",2020-11-25,0.044,386
"San Augustine",2020-11-25,0.051,393
"San Jacinto",2020-11-25,0.098,369
"San Patricio",2020-11-25,0.154,1522
"San Saba",2020-11-25,0.283,230
"Schleicher",2020-11-25,0.224,76
"Scurry",2020-11-25,0.265,1334
"Shackelford",2020-11-25,0.128,39
"Shelby",2020-11-25,0.092,422
"Sherman",2020-11-25,NA,NA
"Smith",2020-11-25,0.12,8206
"Somervell",2020-11-25,0.138,282
"Starr",2020-11-25,0.164,2082
"Stephens",2020-11-25,0.119,202
"Sterling",2020-11-25,0.267,30
"Stonewall",2020-11-25,NA,NA
"Sutton",2020-11-25,0.205,220
"Swisher",2020-11-25,0.414,181
"Tarrant",2020-11-25,0.15,105129
"Taylor",2020-11-25,0.108,5520
"Terrell",2020-11-25,0.136,22
"Terry",2020-11-25,0.275,287
"Throckmorton",2020-11-25,0.037,27
"Titus",2020-11-25,0.084,1895
"Tom Green",2020-11-25,0.129,5340
"Travis",2020-11-25,0.057,68217
"Trinity",2020-11-25,0.059,441
"Tyler",2020-11-25,0.081,395
"Upshur",2020-11-25,0.167,645
"Upton",2020-11-25,0.172,29
"Uvalde",2020-11-25,0.089,2137
"Val Verde",2020-11-25,0.085,3847
"Van Zandt",2020-11-25,0.222,1160
"Victoria",2020-11-25,0.186,1841
"Walker",2020-11-25,0.085,5360
"Waller",2020-11-25,0.077,1674
"Ward",2020-11-25,0.197,422
"Washington",2020-11-25,0.086,3585
"Webb",2020-11-25,0.125,26734
"Wharton",2020-11-25,0.179,1205
"Wheeler",2020-11-25,0.405,121
"Wichita",2020-11-25,0.204,7181
"Wilbarger",2020-11-25,0.295,1110
"Willacy",2020-11-25,0.096,994
"Williamson",2020-11-25,0.071,30130
"Wilson",2020-11-25,0.081,1893
"Winkler",2020-11-25,0.239,88
"Wise",2020-11-25,0.194,3143
"Wood",2020-11-25,0.177,932
"Yoakum",2020-11-25,0.212,189
"Young",2020-11-25,0.134,269
"Zapata",2020-11-25,0.095,1216
"Zavala",2020-11-25,0.151,976
"Anderson",2020-12-02,0.112,2698
"Andrews",2020-12-02,0.261,257
"Angelina",2020-12-02,0.111,3438
"Aransas",2020-12-02,0.106,395
"Archer",2020-12-02,0.285,165
"Armstrong",2020-12-02,0.312,48
"Atascosa",2020-12-02,0.115,2139
"Austin",2020-12-02,0.137,1024
"Bailey",2020-12-02,0.333,27
"Bandera",2020-12-02,0.093,613
"Bastrop",2020-12-02,0.067,3427
"Baylor",2020-12-02,0.16,25
"Bee",2020-12-02,0.15,618
"Bell",2020-12-02,0.109,17335
"Bexar",2020-12-02,0.115,85216
"Blanco",2020-12-02,0.1,381
"Borden",2020-12-02,NA,NA
"Bosque",2020-12-02,0.14,580
"Bowie",2020-12-02,0.164,2889
"Brazoria",2020-12-02,0.096,13751
"Brazos",2020-12-02,0.07,18148
"Brewster",2020-12-02,0.124,925
"Briscoe",2020-12-02,0.414,29
"Brooks",2020-12-02,0.033,1040
"Brown",2020-12-02,0.119,1498
"Burleson",2020-12-02,0.098,833
"Burnet",2020-12-02,0.142,2219
"Caldwell",2020-12-02,0.124,1878
"Calhoun",2020-12-02,0.107,563
"Callahan",2020-12-02,0.149,363
"Cameron",2020-12-02,0.123,9945
"Camp",2020-12-02,0.171,391
"Carson",2020-12-02,0.471,140
"Cass",2020-12-02,0.128,779
"Castro",2020-12-02,0.403,139
"Chambers",2020-12-02,0.106,980
"Cherokee",2020-12-02,0.109,851
"Childress",2020-12-02,0.458,417
"Clay",2020-12-02,0.292,366
"Cochran",2020-12-02,0.333,66
"Coke",2020-12-02,0.193,57
"Coleman",2020-12-02,0.333,213
"Collin",2020-12-02,0.094,57000
"Collingsworth",2020-12-02,0.47,117
"Colorado",2020-12-02,0.217,586
"Comal",2020-12-02,0.118,5315
"Comanche",2020-12-02,0.282,593
"Concho",2020-12-02,0.128,47
"Cooke",2020-12-02,0.217,1845
"Coryell",2020-12-02,0.103,3598
"Cottle",2020-12-02,0.3,40
"Crane",2020-12-02,0.035,228
"Crockett",2020-12-02,NA,NA
"Crosby",2020-12-02,0.215,172
"Culberson",2020-12-02,0.202,253
"Dallam",2020-12-02,0.108,93
"Dallas",2020-12-02,0.139,120804
"Dawson",2020-12-02,0.104,452
"DeWitt",2020-12-02,0.195,462
"Deaf Smith",2020-12-02,0.392,255
"Delta",2020-12-02,0.183,115
"Denton",2020-12-02,0.119,40245
"Dickens",2020-12-02,0.125,24
"Dimmit",2020-12-02,0.098,295
"Donley",2020-12-02,0.195,87
"Duval",2020-12-02,0.095,960
"Eastland",2020-12-02,0.234,291
"Ector",2020-12-02,0.254,4609
"Edwards",2020-12-02,0.317,139
"El Paso",2020-12-02,0.171,60388
"Ellis",2020-12-02,0.162,9902
"Erath",2020-12-02,0.192,1183
"Falls",2020-12-02,0.111,569
"Fannin",2020-12-02,0.091,1556
"Fayette",2020-12-02,0.184,630
"Fisher",2020-12-02,0.287,101
"Floyd",2020-12-02,0.289,121
"Foard",2020-12-02,0.346,26
"Fort Bend",2020-12-02,0.089,33140
"Franklin",2020-12-02,0.141,227
"Freestone",2020-12-02,0.099,404
"Frio",2020-12-02,0.172,737
"Gaines",2020-12-02,0.31,187
"Galveston",2020-12-02,0.097,14885
"Garza",2020-12-02,0.203,79
"Gillespie",2020-12-02,0.133,1416
"Glasscock",2020-12-02,NA,NA
"Goliad",2020-12-02,0.195,113
"Gonzales",2020-12-02,0.122,930
"Gray",2020-12-02,0.282,479
"Grayson",2020-12-02,0.118,6555
"Gregg",2020-12-02,0.139,5321
"Grimes",2020-12-02,0.1,1402
"Guadalupe",2020-12-02,0.123,3386
"Hale",2020-12-02,0.246,889
"Hall",2020-12-02,0.558,156
"Hamilton",2020-12-02,0.028,318
"Hansford",2020-12-02,0.359,39
"Hardeman",2020-12-02,0.325,117
"Hardin",2020-12-02,0.136,836
"Harris",2020-12-02,0.09,195995
"Harrison",2020-12-02,0.109,1137
"Hartley",2020-12-02,NA,NA
"Haskell",2020-12-02,0.25,24
"Hays",2020-12-02,0.074,17651
"Hemphill",2020-12-02,0.091,33
"Henderson",2020-12-02,0.187,2220
"Hidalgo",2020-12-02,0.128,16468
"Hill",2020-12-02,0.19,2783
"Hockley",2020-12-02,0.364,751
"Hood",2020-12-02,0.157,2259
"Hopkins",2020-12-02,0.133,1235
"Houston",2020-12-02,0.095,906
"Howard",2020-12-02,0.198,1431
"Hudspeth",2020-12-02,0.162,291
"Hunt",2020-12-02,0.107,2436
"Hutchinson",2020-12-02,0.44,703
"Irion",2020-12-02,0.273,22
"Jack",2020-12-02,0.277,159
"Jackson",2020-12-02,0.225,302
"Jasper",2020-12-02,0.136,361
"Jeff Davis",2020-12-02,0.09,255
"Jefferson",2020-12-02,0.136,7964
"Jim Hogg",2020-12-02,0.051,681
"Jim Wells",2020-12-02,0.114,2112
"Johnson",2020-12-02,0.189,8138
"Jones",2020-12-02,0.167,372
"Karnes",2020-12-02,0.097,455
"Kaufman",2020-12-02,0.175,6567
"Kendall",2020-12-02,0.093,1268
"Kenedy",2020-12-02,NA,NA
"Kent",2020-12-02,NA,NA
"Kerr",2020-12-02,0.091,1679
"Kimble",2020-12-02,0.155,148
"King",2020-12-02,NA,NA
"Kinney",2020-12-02,0.088,80
"Kleberg",2020-12-02,0.096,842
"Knox",2020-12-02,NA,NA
"La Salle",2020-12-02,0.038,312
"Lamar",2020-12-02,0.124,1506
"Lamb",2020-12-02,0.347,401
"Lampasas",2020-12-02,0.107,889
"Lavaca",2020-12-02,0.257,455
"Lee",2020-12-02,0.124,419
"Leon",2020-12-02,0.15,446
"Liberty",2020-12-02,0.15,1707
"Limestone",2020-12-02,0.121,1118
"Lipscomb",2020-12-02,NA,NA
"Live Oak",2020-12-02,0.161,242
"Llano",2020-12-02,0.111,1125
"Loving",2020-12-02,NA,NA
"Lubbock",2020-12-02,0.183,16882
"Lynn",2020-12-02,0.271,170
"Madison",2020-12-02,0.127,339
"Marion",2020-12-02,0.086,128
"Martin",2020-12-02,0.279,122
"Mason",2020-12-02,0.083,120
"Matagorda",2020-12-02,0.16,890
"Maverick",2020-12-02,0.148,2129
"McCulloch",2020-12-02,0.209,110
"McLennan",2020-12-02,0.123,8970
"McMullen",2020-12-02,NA,NA
"Medina",2020-12-02,0.176,1366
"Menard",2020-12-02,0.052,172
"Midland",2020-12-02,0.221,3246
"Milam",2020-12-02,0.08,1028
"Mills",2020-12-02,0.122,189
"Mitchell",2020-12-02,0.279,294
"Montague",2020-12-02,0.221,1024
"Montgomery",2020-12-02,0.117,20324
"Moore",2020-12-02,0.18,472
"Morris",2020-12-02,0.166,259
"Motley",2020-12-02,0.593,27
"Nacogdoches",2020-12-02,0.157,1872
"Navarro",2020-12-02,0.155,1843
"Newton",2020-12-02,0.125,80
"Nolan",2020-12-02,0.293,605
"Nueces",2020-12-02,0.099,12208
"Ochiltree",2020-12-02,NA,NA
"Oldham",2020-12-02,0.224,49
"Orange",2020-12-02,0.18,1491
"Palo Pinto",2020-12-02,0.211,859
"Panola",2020-12-02,0.148,465
"Parker",2020-12-02,0.193,4819
"Parmer",2020-12-02,0.288,52
"Pecos",2020-12-02,0.118,482
"Polk",2020-12-02,0.12,948
"Potter",2020-12-02,0.187,3231
"Presidio",2020-12-02,0.09,1040
"Rains",2020-12-02,0.158,202
"Randall",2020-12-02,0.22,3349
"Reagan",2020-12-02,0.3,20
"Real",2020-12-02,0.122,147
"Red River",2020-12-02,0.075,439
"Reeves",2020-12-02,0.193,435
"Refugio",2020-12-02,0.133,211
"Roberts",2020-12-02,NA,NA
"Robertson",2020-12-02,0.12,535
"Rockwall",2020-12-02,0.123,7658
"Runnels",2020-12-02,0.179,252
"Rusk",2020-12-02,0.197,964
"Sabine",2020-12-02,0.067,254
"San Augustine",2020-12-02,0.084,380
"San Jacinto",2020-12-02,0.124,322
"San Patricio",2020-12-02,0.144,1623
"San Saba",2020-12-02,0.176,170
"Schleicher",2020-12-02,0.261,69
"Scurry",2020-12-02,0.238,877
"Shackelford",2020-12-02,0.175,40
"Shelby",2020-12-02,0.125,423
"Sherman",2020-12-02,NA,NA
"Smith",2020-12-02,0.138,12256
"Somervell",2020-12-02,0.125,305
"Starr",2020-12-02,0.158,1635
"Stephens",2020-12-02,0.145,207
"Sterling",2020-12-02,0.292,24
"Stonewall",2020-12-02,NA,NA
"Sutton",2020-12-02,0.195,174
"Swisher",2020-12-02,0.439,173
"Tarrant",2020-12-02,0.157,104561
"Taylor",2020-12-02,0.102,5137
"Terrell",2020-12-02,0.13,23
"Terry",2020-12-02,0.271,229
"Throckmorton",2020-12-02,NA,NA
"Titus",2020-12-02,0.093,1654
"Tom Green",2020-12-02,0.146,4426
"Travis",2020-12-02,0.057,68846
"Trinity",2020-12-02,0.08,376
"Tyler",2020-12-02,0.101,406
"Upshur",2020-12-02,0.147,701
"Upton",2020-12-02,0.161,31
"Uvalde",2020-12-02,0.09,2051
"Val Verde",2020-12-02,0.088,3428
"Van Zandt",2020-12-02,0.212,1186
"Victoria",2020-12-02,0.199,1906
"Walker",2020-12-02,0.086,5157
"Waller",2020-12-02,0.078,1622
"Ward",2020-12-02,0.174,430
"Washington",2020-12-02,0.074,3355
"Webb",2020-12-02,0.135,27058
"Wharton",2020-12-02,0.165,1369
"Wheeler",2020-12-02,0.367,98
"Wichita",2020-12-02,0.205,6460
"Wilbarger",2020-12-02,0.331,721
"Willacy",2020-12-02,0.105,1105
"Williamson",2020-12-02,0.082,30330
"Wilson",2020-12-02,0.087,2008
"Winkler",2020-12-02,0.276,76
"Wise",2020-12-02,0.216,3311
"Wood",2020-12-02,0.215,1021
"Yoakum",2020-12-02,0.202,124
"Young",2020-12-02,0.192,339
"Zapata",2020-12-02,0.097,1295
"Zavala",2020-12-02,0.213,623
"Anderson",2020-12-09,0.109,2358
"Andrews",2020-12-09,0.212,198
"Angelina",2020-12-09,0.14,4125
"Aransas",2020-12-09,0.166,296
"Archer",2020-12-09,0.285,214
"Armstrong",2020-12-09,0.243,37
"Atascosa",2020-12-09,0.158,2133
"Austin",2020-12-09,0.139,1066
"Bailey",2020-12-09,0.269,26
"Bandera",2020-12-09,0.109,541
"Bastrop",2020-12-09,0.082,3589
"Baylor",2020-12-09,0.316,38
"Bee",2020-12-09,0.188,650
"Bell",2020-12-09,0.117,17912
"Bexar",2020-12-09,0.135,90250
"Blanco",2020-12-09,0.132,357
"Borden",2020-12-09,NA,NA
"Bosque",2020-12-09,0.154,650
"Bowie",2020-12-09,0.16,2636
"Brazoria",2020-12-09,0.121,13922
"Brazos",2020-12-09,0.1,17566
"Brewster",2020-12-09,0.093,354
"Briscoe",2020-12-09,0.143,28
"Brooks",2020-12-09,0.042,833
"Brown",2020-12-09,0.162,1309
"Burleson",2020-12-09,0.095,1388
"Burnet",2020-12-09,0.121,2115
"Caldwell",2020-12-09,0.161,2221
"Calhoun",2020-12-09,0.113,547
"Callahan",2020-12-09,0.142,338
"Cameron",2020-12-09,0.133,9373
"Camp",2020-12-09,0.178,359
"Carson",2020-12-09,0.392,120
"Cass",2020-12-09,0.174,700
"Castro",2020-12-09,0.38,121
"Chambers",2020-12-09,0.113,1132
"Cherokee",2020-12-09,0.073,948
"Childress",2020-12-09,0.451,368
"Clay",2020-12-09,0.27,326
"Cochran",2020-12-09,0.244,41
"Coke",2020-12-09,0.18,61
"Coleman",2020-12-09,0.283,226
"Collin",2020-12-09,0.108,58135
"Collingsworth",2020-12-09,0.524,84
"Colorado",2020-12-09,0.194,495
"Comal",2020-12-09,0.144,5430
"Comanche",2020-12-09,0.276,605
"Concho",2020-12-09,0.167,36
"Cooke",2020-12-09,0.191,2046
"Coryell",2020-12-09,0.129,4703
"Cottle",2020-12-09,0.341,41
"Crane",2020-12-09,0.084,143
"Crockett",2020-12-09,NA,NA
"Crosby",2020-12-09,0.283,145
"Culberson",2020-12-09,0.22,246
"Dallam",2020-12-09,0.35,40
"Dallas",2020-12-09,0.148,121753
"Dawson",2020-12-09,0.065,278
"DeWitt",2020-12-09,0.223,382
"Deaf Smith",2020-12-09,0.29,186
"Delta",2020-12-09,0.153,111
"Denton",2020-12-09,0.131,38053
"Dickens",2020-12-09,NA,NA
"Dimmit",2020-12-09,0.19,379
"Donley",2020-12-09,0.147,68
"Duval",2020-12-09,0.09,831
"Eastland",2020-12-09,0.232,284
"Ector",2020-12-09,0.253,3769
"Edwards",2020-12-09,0.264,144
"El Paso",2020-12-09,0.165,46469
"Ellis",2020-12-09,0.158,10044
"Erath",2020-12-09,0.22,995
"Falls",2020-12-09,0.122,719
"Fannin",2020-12-09,0.127,1367
"Fayette",2020-12-09,0.188,602
"Fisher",2020-12-09,0.315,108
"Floyd",2020-12-09,0.287,122
"Foard",2020-12-09,0.1,20
"Fort Bend",2020-12-09,0.101,32741
"Franklin",2020-12-09,0.193,212
"Freestone",2020-12-09,0.045,999
"Frio",2020-12-09,0.178,719
"Gaines",2020-12-09,0.275,149
"Galveston",2020-12-09,0.119,14749
"Garza",2020-12-09,0.267,45
"Gillespie",2020-12-09,0.182,1231
"Glasscock",2020-12-09,NA,NA
"Goliad",2020-12-09,0.197,127
"Gonzales",2020-12-09,0.133,890
"Gray",2020-12-09,0.27,440
"Grayson",2020-12-09,0.138,6007
"Gregg",2020-12-09,0.142,4710
"Grimes",2020-12-09,0.116,1747
"Guadalupe",2020-12-09,0.138,3677
"Hale",2020-12-09,0.259,590
"Hall",2020-12-09,0.641,117
"Hamilton",2020-12-09,0.057,300
"Hansford",2020-12-09,0.277,47
"Hardeman",2020-12-09,0.327,110
"Hardin",2020-12-09,0.122,1084
"Harris",2020-12-09,0.106,185865
"Harrison",2020-12-09,0.122,1185
"Hartley",2020-12-09,NA,NA
"Haskell",2020-12-09,0.233,43
"Hays",2020-12-09,0.101,14540
"Hemphill",2020-12-09,NA,NA
"Henderson",2020-12-09,0.172,1930
"Hidalgo",2020-12-09,0.131,13807
"Hill",2020-12-09,0.199,2936
"Hockley",2020-12-09,0.324,487
"Hood",2020-12-09,0.177,2114
"Hopkins",2020-12-09,0.124,1272
"Houston",2020-12-09,0.109,585
"Howard",2020-12-09,0.219,1650
"Hudspeth",2020-12-09,0.244,82
"Hunt",2020-12-09,0.148,2244
"Hutchinson",2020-12-09,0.355,628
"Irion",2020-12-09,0.083,24
"Jack",2020-12-09,0.177,130
"Jackson",2020-12-09,0.199,347
"Jasper",2020-12-09,0.131,466
"Jeff Davis",2020-12-09,0.2,30
"Jefferson",2020-12-09,0.15,6454
"Jim Hogg",2020-12-09,0.052,748
"Jim Wells",2020-12-09,0.128,1788
"Johnson",2020-12-09,0.211,7584
"Jones",2020-12-09,0.203,468
"Karnes",2020-12-09,0.149,692
"Kaufman",2020-12-09,0.17,6241
"Kendall",2020-12-09,0.107,1237
"Kenedy",2020-12-09,NA,NA
"Kent",2020-12-09,NA,NA
"Kerr",2020-12-09,0.106,1814
"Kimble",2020-12-09,0.204,49
"King",2020-12-09,NA,NA
"Kinney",2020-12-09,0.08,100
"Kleberg",2020-12-09,0.118,902
"Knox",2020-12-09,NA,NA
"La Salle",2020-12-09,0.11,347
"Lamar",2020-12-09,0.117,1367
"Lamb",2020-12-09,0.265,170
"Lampasas",2020-12-09,0.163,1037
"Lavaca",2020-12-09,0.14,558
"Lee",2020-12-09,0.16,418
"Leon",2020-12-09,0.127,653
"Liberty",2020-12-09,0.149,1782
"Limestone",2020-12-09,0.083,2114
"Lipscomb",2020-12-09,NA,NA
"Live Oak",2020-12-09,0.166,441
"Llano",2020-12-09,0.102,1122
"Loving",2020-12-09,NA,NA
"Lubbock",2020-12-09,0.188,13465
"Lynn",2020-12-09,0.327,168
"Madison",2020-12-09,0.151,423
"Marion",2020-12-09,0.15,167
"Martin",2020-12-09,0.379,95
"Mason",2020-12-09,0.122,98
"Matagorda",2020-12-09,0.14,1049
"Maverick",2020-12-09,0.125,3455
"McCulloch",2020-12-09,0.121,99
"McLennan",2020-12-09,0.135,12088
"McMullen",2020-12-09,0.261,23
"Medina",2020-12-09,0.194,1337
"Menard",2020-12-09,0.04,149
"Midland",2020-12-09,0.209,2924
"Milam",2020-12-09,0.088,1113
"Mills",2020-12-09,0.148,256
"Mitchell",2020-12-09,0.218,229
"Montague",2020-12-09,0.233,855
"Montgomery",2020-12-09,0.13,19815
"Moore",2020-12-09,0.249,241
"Morris",2020-12-09,0.148,230
"Motley",2020-12-09,NA,NA
"Nacogdoches",2020-12-09,0.172,1770
"Navarro",2020-12-09,0.12,1879
"Newton",2020-12-09,0.134,112
"Nolan",2020-12-09,0.265,589
"Nueces",2020-12-09,0.104,10844
"Ochiltree",2020-12-09,0.348,23
"Oldham",2020-12-09,0.212,33
"Orange",2020-12-09,0.175,1458
"Palo Pinto",2020-12-09,0.213,835
"Panola",2020-12-09,0.246,357
"Parker",2020-12-09,0.211,4477
"Parmer",2020-12-09,0.114,44
"Pecos",2020-12-09,0.188,372
"Polk",2020-12-09,0.102,1268
"Potter",2020-12-09,0.146,2906
"Presidio",2020-12-09,0.171,70
"Rains",2020-12-09,0.172,174
"Randall",2020-12-09,0.175,2418
"Reagan",2020-12-09,0.35,20
"Real",2020-12-09,0.119,160
"Red River",2020-12-09,0.087,481
"Reeves",2020-12-09,0.227,203
"Refugio",2020-12-09,0.166,175
"Roberts",2020-12-09,NA,NA
"Robertson",2020-12-09,0.164,847
"Rockwall",2020-12-09,0.118,6879
"Runnels",2020-12-09,0.184,343
"Rusk",2020-12-09,0.178,1115
"Sabine",2020-12-09,0.087,298
"San Augustine",2020-12-09,0.1,391
"San Jacinto",2020-12-09,0.131,360
"San Patricio",2020-12-09,0.143,1479
"San Saba",2020-12-09,0.15,233
"Schleicher",2020-12-09,0.333,51
"Scurry",2020-12-09,0.208,1474
"Shackelford",2020-12-09,0.244,41
"Shelby",2020-12-09,0.132,403
"Sherman",2020-12-09,NA,NA
"Smith",2020-12-09,0.141,10165
"Somervell",2020-12-09,0.132,311
"Starr",2020-12-09,0.187,1699
"Stephens",2020-12-09,0.188,128
"Sterling",2020-12-09,0.318,22
"Stonewall",2020-12-09,NA,NA
"Sutton",2020-12-09,0.258,66
"Swisher",2020-12-09,0.323,130
"Tarrant",2020-12-09,0.175,100110
"Taylor",2020-12-09,0.107,4724
"Terrell",2020-12-09,0.289,45
"Terry",2020-12-09,0.31,232
"Throckmorton",2020-12-09,NA,NA
"Titus",2020-12-09,0.114,1652
"Tom Green",2020-12-09,0.136,3936
"Travis",2020-12-09,0.07,62555
"Trinity",2020-12-09,0.066,457
"Tyler",2020-12-09,0.15,393
"Upshur",2020-12-09,0.137,670
"Upton",2020-12-09,0.057,35
"Uvalde",2020-12-09,0.1,2004
"Val Verde",2020-12-09,0.11,2990
"Van Zandt",2020-12-09,0.228,1162
"Victoria",2020-12-09,0.154,2123
"Walker",2020-12-09,0.084,3809
"Waller",2020-12-09,0.113,1605
"Ward",2020-12-09,0.066,412
"Washington",2020-12-09,0.078,3213
"Webb",2020-12-09,0.15,27473
"Wharton",2020-12-09,0.149,1358
"Wheeler",2020-12-09,0.388,49
"Wichita",2020-12-09,0.196,7253
"Wilbarger",2020-12-09,0.368,446
"Willacy",2020-12-09,0.124,1053
"Williamson",2020-12-09,0.098,27686
"Wilson",2020-12-09,0.114,1841
"Winkler",2020-12-09,0.227,75
"Wise",2020-12-09,0.213,3163
"Wood",2020-12-09,0.213,883
"Yoakum",2020-12-09,0.197,71
"Young",2020-12-09,0.218,390
"Zapata",2020-12-09,0.125,1113
"Zavala",2020-12-09,0.194,675
