"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Comanche ISD",2020-11-08,47901,"1381",1256,0,0,3,1,0,4,0,2,2,13,14,1,29,1
"Comfort ISD",2020-11-08,130902,"1065",817,2,0,1,1,0,2,2,2,0,1,3,1,3,2
"Commerce ISD",2020-11-08,116903,"1456",1050,0,0,2,0,0,0,2,2,2,17,7,5,11,12
"Community ISD",2020-11-08,43918,"2723",1675,0,0,0,2,0,2,0,0,12,27,20,2,26,31
"Como-Pickton Cisd",2020-11-08,112908,"722",620,0,1,0,0,0,1,0,0,5,19,6,13,8,9
"Compass Academy Charter School",2020-11-08,68802,"1326",1326,1,3,24,4,2,6,24,1,6,39,12,2,21,35
"Compass Rose Academy",2020-11-08,15838,"1134",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comquest Academy",2020-11-08,101842,"38",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comstock ISD",2020-11-08,233903,"229",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connally ISD",2020-11-08,161921,"2327",1303,NA,NA,NA,NA,NA,NA,NA,5,1,3,2,0,3,8
"Conroe ISD",2020-11-08,170902,"64382",43449,14,11,35,25,0,0,85,69,43,153,163,5,20,403
"Coolidge ISD",2020-11-08,147901,"313",285,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Cooper ISD",2020-11-08,60902,"811",702,1,0,0,0,0,0,1,4,0,3,4,0,2,9
"Coppell ISD",2020-11-08,57922,"12978",3683,8,2,38,6,0,54,0,12,8,76,37,7,126,0
"Copperas Cove ISD",2020-11-08,50910,"8006",4808,2,0,14,6,6,13,3,8,7,28,27,16,47,7
"Corpus Christi ISD",2020-11-08,178904,"34468",5029,11,2,8,16,3,34,0,31,14,42,62,14,133,2
"Corpus Christi Montessori School",2020-11-08,178807,"115",50,0,0,0,3,0,1,2,0,0,0,4,0,2,2
"Corrigan-Camden ISD",2020-11-08,187904,"779",665,NA,NA,NA,NA,NA,NA,NA,2,0,2,4,0,8,0
"Corsicana ISD",2020-11-08,175903,"6049",3731,1,0,4,3,0,2,6,16,6,20,18,0,25,35
"Cotton Center ISD",2020-11-08,95902,"97",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cotulla ISD",2020-11-08,142901,"1257",629,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,3,2
"Coupland ISD",2020-11-08,246914,"173",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covington ISD",2020-11-08,109903,"265",226,0,1,0,0,0,1,0,0,1,1,0,0,2,0
"Crandall ISD",2020-11-08,129901,"4843",3628,NA,NA,NA,NA,NA,NA,NA,4,1,19,10,0,14,20
"Crane ISD",2020-11-08,52901,"1096",926,0,0,2,2,0,2,2,0,3,5,10,0,7,11
"Cranfills Gap ISD",2020-11-08,18908,"131",120,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,1,9
"Crawford ISD",2020-11-08,161901,"555",520,0,0,4,1,0,1,4,0,1,12,5,1,3,14
"Crockett County Consolidated Csd",2020-11-08,53001,"763",752,0,2,6,4,0,0,12,0,3,8,4,0,3,12
"Crockett ISD",2020-11-08,113901,"1273",1075,2,0,2,2,0,1,5,3,1,20,12,0,5,31
"Crosby ISD",2020-11-08,101906,"6188",2480,NA,NA,NA,NA,NA,NA,NA,4,4,20,9,13,11,13
"Crosbyton Cisd",2020-11-08,54901,"324",316,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,6,0
"Cross Plains ISD",2020-11-08,30901,"363",355,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,3,0
"Cross Roads ISD",2020-11-08,107904,"534",513,NA,NA,NA,NA,NA,NA,NA,0,1,1,7,0,0,9
"Crosstimbers Academy",2020-11-08,184801,"111",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowell ISD",2020-11-08,78901,"197",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowley ISD",2020-11-08,220912,"15336",58,NA,NA,NA,NA,NA,NA,NA,12,3,9,15,1,34,4
"Crystal City ISD",2020-11-08,254901,"1747",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuero ISD",2020-11-08,62901,"1973",1702,0,1,0,1,0,2,0,0,2,4,6,1,8,3
"Culberson County-Allamoore ISD",2020-11-08,55901,"386",265,0,0,1,0,0,1,0,0,4,6,19,1,22,6
"Cumberland Academy",2020-11-08,212801,"1973",1425,NA,NA,NA,NA,NA,NA,NA,11,4,12,9,3,19,14
"Cumby ISD",2020-11-08,112905,"423",327,1,0,2,1,0,1,3,1,0,13,10,5,6,13
"Cushing ISD",2020-11-08,174902,"543",474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cypress-Fairbanks ISD",2020-11-08,101907,"114442",52723,8,3,44,26,4,11,66,42,34,196,176,32,69,347
"D'hanis ISD",2020-11-08,163902,"315",255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daingerfield-Lone Star ISD",2020-11-08,172902,"1035",858,2,0,0,6,3,2,3,5,3,14,24,12,21,13
"Dalhart ISD",2020-11-08,56901,"1668",1546,NA,NA,NA,NA,NA,NA,NA,2,2,10,9,0,10,13
"Dallas ISD",2020-11-08,57905,"144574",10259,19,8,19,0,0,0,46,93,60,109,13,5,20,250
"Damon ISD",2020-11-08,20910,"111",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danbury ISD",2020-11-08,20904,"740",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darrouzett ISD",2020-11-08,148905,"144",144,0,1,0,1,0,0,2,0,1,0,1,0,0,2
"Dawson ISD",2020-11-08,58902,"154",135,0,0,1,0,0,1,0,1,0,2,1,0,3,1
"Dawson ISD",2020-11-08,175904,"535",439,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Dayton ISD",2020-11-08,146902,"5463",3089,1,0,1,1,0,2,1,4,3,25,19,12,29,10
"De Leon ISD",2020-11-08,47902,"740",717,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,3,1
"Decatur ISD",2020-11-08,249905,"3421",3065,0,0,1,1,0,1,1,4,0,12,4,0,13,7
"Deer Park ISD",2020-11-08,101908,"12343",8229,0,1,5,0,0,0,6,8,10,38,11,0,12,55
"Dekalb ISD",2020-11-08,19901,"770",705,NA,NA,NA,NA,NA,NA,NA,0,2,13,14,1,7,21
"Del Valle ISD",2020-11-08,227910,"10618",67,1,0,1,2,0,3,1,1,0,5,9,0,10,5
"Dell City ISD",2020-11-08,115903,"68",65,0,1,0,0,0,0,1,0,1,2,0,0,0,3
"Denison ISD",2020-11-08,91903,"4568",3696,0,3,1,3,0,0,7,4,8,16,19,0,5,42
"Denton ISD",2020-11-08,61901,"30214",16055,6,6,31,16,0,40,19,33,22,112,72,0,157,82
"Denver City ISD",2020-11-08,251901,"1616",1446,0,2,10,2,2,12,0,5,6,38,15,7,53,4
"Desoto ISD",2020-11-08,57906,"8047",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Detroit ISD",2020-11-08,194905,"522",485,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,3,0
"Devers ISD",2020-11-08,146903,"205",205,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Devine ISD",2020-11-08,163901,"1943",1133,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,3,0
"Dew ISD",2020-11-08,81906,"172",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deweyville ISD",2020-11-08,176903,"538",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diboll ISD",2020-11-08,3905,"1872",1478,0,0,0,2,0,0,2,2,1,5,4,0,2,10
"Dickinson ISD",2020-11-08,84901,"11538",6192,5,6,13,2,0,12,14,15,15,45,15,0,30,60
"Dilley ISD",2020-11-08,82902,"888",497,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,1,2
"Dime Box ISD",2020-11-08,144903,"153",106,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0
"Dimmitt ISD",2020-11-08,35901,"1200",1125,2,0,17,7,0,0,26,2,2,30,15,0,2,47
"Divide ISD",2020-11-08,133905,"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dodd City ISD",2020-11-08,74904,"340",324,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,2,0
"Donna ISD",2020-11-08,108902,"13789",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doss Consolidated Csd",2020-11-08,86024,"17",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglass ISD",2020-11-08,174911,"467",437,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,5,1
"Dr M L Garza-Gonzalez Charter School",2020-11-08,178801,"205",80,1,0,0,0,0,1,0,2,0,0,0,0,2,0
"Draw Academy",2020-11-08,101856,"713",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dripping Springs ISD",2020-11-08,105904,"7246",4354,0,0,2,1,0,1,2,4,5,16,2,2,17,8
"Driscoll ISD",2020-11-08,178905,"292",158,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,5,0
"Dublin ISD",2020-11-08,72902,"1080",938,NA,NA,NA,NA,NA,NA,NA,0,3,24,9,0,36,0
"Dumas ISD",2020-11-08,171901,"3981",3755,0,0,2,13,0,15,0,3,3,29,23,0,58,0
"Duncanville ISD",2020-11-08,57907,"11711",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagle Mt-Saginaw ISD",2020-11-08,220918,"21080",13721,4,8,17,12,6,0,35,34,31,107,59,23,77,131
"Eagle Pass ISD",2020-11-08,159901,"13828",419,NA,NA,NA,NA,NA,NA,NA,3,3,3,27,0,12,24
"Eanes ISD",2020-11-08,227909,"7931",3764,1,1,17,0,0,5,14,2,3,60,9,1,16,57
"Early ISD",2020-11-08,25909,"1158",1064,0,0,0,1,0,1,0,1,0,4,3,0,4,4
"East Bernard ISD",2020-11-08,241902,"931",881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-11-08,15911,"9621",3023,3,1,4,4,0,9,3,4,6,14,16,0,33,7
"East Chambers ISD",2020-11-08,36903,"1500",1040,1,0,0,1,1,0,1,5,3,9,14,8,7,16
"East Fort Worth Montessori Academy",2020-11-08,220811,"206",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Texas Charter Schools",2020-11-08,92801,"132",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastland ISD",2020-11-08,67903,"1039",909,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,2,0,6
"Ector County ISD",2020-11-08,68901,"31660",15678,13,16,45,42,7,48,61,66,41,137,179,30,242,151
"Ector ISD",2020-11-08,74905,"264",251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-11-08,108903,"4552",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eden Cisd",2020-11-08,48901,"232",199,0,0,0,1,0,0,1,0,0,0,4,0,1,3
"Edgewood ISD",2020-11-08,15905,"8974",2123,0,0,1,3,0,0,4,2,1,3,24,0,5,25
"Edgewood ISD",2020-11-08,234903,"953",915,NA,NA,NA,NA,NA,NA,NA,0,0,0,12,0,8,4
"Edinburg Cisd",2020-11-08,108904,"32656",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edna ISD",2020-11-08,120901,"1490",1353,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
"Education Center International Academy",2020-11-08,57833,"543",381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehrhart School",2020-11-08,123805,"488",401,0,1,1,0,0,2,0,1,1,1,0,0,2,1
"El Campo ISD",2020-11-08,241903,"3629",2517,0,1,0,2,0,0,3,3,10,14,11,0,17,21
"El Paso Academy",2020-11-08,71804,"326",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-11-08,71902,"46907",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso Leadership Academy",2020-11-08,71810,"208",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleanor Kolitz Hebrew Language Academy",2020-11-08,15836,"466",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electra ISD",2020-11-08,243902,"438",404,3,0,7,2,0,2,10,5,0,10,5,0,5,15
"Elevate Collegiate Charter School",2020-11-08,101877,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elgin ISD",2020-11-08,11902,"4610",1611,0,0,1,0,0,0,1,1,0,1,5,0,0,7
"Elkhart ISD",2020-11-08,1903,"1207",1095,0,0,0,1,0,0,1,1,2,6,16,0,3,22
"Elysian Fields ISD",2020-11-08,102906,"863",818,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,0,3,2
"Ennis ISD",2020-11-08,70903,"5832",4300,4,6,10,13,3,30,0,6,9,41,25,3,74,4
"Era ISD",2020-11-08,49906,"479",459,0,0,1,1,0,1,1,0,2,11,4,3,5,9
"Erath Excels Academy Inc",2020-11-08,72802,"91",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etoile Academy Charter School",2020-11-08,101872,"219",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etoile ISD",2020-11-08,174910,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eula ISD",2020-11-08,30906,"459",438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eustace ISD",2020-11-08,107905,"1521",1262,1,0,1,3,0,0,5,3,6,21,16,0,1,45
"Evadale ISD",2020-11-08,121906,"393",373,NA,NA,NA,NA,NA,NA,NA,0,0,18,7,0,2,23
"Evant ISD",2020-11-08,50901,"241",205,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,3
"Everman ISD",2020-11-08,220904,"5490",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evolution Academy Charter School",2020-11-08,57834,"583",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excel Academy",2020-11-08,101811,"203",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excellence In Leadership Academy",2020-11-08,108809,"295",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excelsior ISD",2020-11-08,210906,"73",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ezzell ISD",2020-11-08,143906,"77",76,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Fabens ISD",2020-11-08,71903,"2031",429,NA,NA,NA,NA,NA,NA,NA,2,2,2,25,2,5,24
"Fairfield ISD",2020-11-08,81902,"1707",1445,0,1,1,0,0,0,2,1,2,9,5,1,5,11
"Falls City ISD",2020-11-08,128904,"392",363,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Fannindel ISD",2020-11-08,60914,"158",142,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,0,3
"Farmersville ISD",2020-11-08,43904,"1904",1521,0,0,0,1,0,1,0,0,3,4,2,0,9,0
"Farwell ISD",2020-11-08,185902,"530",517,1,0,3,2,0,6,0,1,0,4,4,0,9,0
"Fayetteville ISD",2020-11-08,75906,"270",258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris ISD",2020-11-08,70905,"2558",1385,0,0,0,1,0,0,1,0,4,13,17,0,5,29
"Flatonia ISD",2020-11-08,75901,"600",549,0,1,0,1,0,0,2,0,4,2,2,0,2,6
"Florence ISD",2020-11-08,246902,"1074",883,NA,NA,NA,NA,NA,NA,NA,1,0,4,3,0,7,1
"Floresville ISD",2020-11-08,247901,"3988",2068,0,0,2,0,0,2,0,4,0,3,10,0,12,5
"Flour Bluff ISD",2020-11-08,178914,"5533",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Floydada ISD",2020-11-08,77901,"702",641,1,0,3,1,0,4,1,3,0,8,6,0,11,6
"Follett ISD",2020-11-08,148902,"163",162,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Forestburg ISD",2020-11-08,169910,"167",153,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1
"Forney ISD",2020-11-08,129902,"12628",6178,NA,NA,NA,NA,NA,NA,NA,7,13,12,19,0,39,12
"Forsan ISD",2020-11-08,114904,"776",714,1,2,3,3,2,7,0,2,2,7,5,2,14,0
"Fort Bend ISD",2020-11-08,79907,"76227",2826,2,9,36,8,1,8,46,25,17,84,74,8,48,144
"Fort Elliott Cisd",2020-11-08,242906,"148",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Stockton ISD",2020-11-08,186902,"2210",1341,NA,NA,NA,NA,NA,NA,NA,2,1,12,13,1,27,0
"Fort Worth Academy Of Fine Arts",2020-11-08,220809,"641",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Worth ISD",2020-11-08,220905,"76859",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin ISD",2020-11-08,198903,"1260",1147,NA,NA,NA,NA,NA,NA,NA,1,1,17,6,0,25,0
"Frankston ISD",2020-11-08,1904,"760",688,0,0,1,1,0,0,2,1,1,5,1,0,6,2
"Fredericksburg ISD",2020-11-08,86901,"3106",2655,0,1,5,7,0,0,13,6,10,32,12,2,8,50
"Freer ISD",2020-11-08,66903,"767",432,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,2,1
"Frenship ISD",2020-11-08,152907,"10331",9226,4,6,25,20,0,0,55,30,47,119,100,2,33,261
"Friendswood ISD",2020-11-08,84911,"6098",4553,0,0,0,3,1,2,0,1,3,3,8,1,10,4
"Friona ISD",2020-11-08,185903,"974",924,NA,NA,NA,NA,NA,NA,NA,2,5,8,16,1,4,26
"Frisco ISD",2020-11-08,43905,"554",268,10,25,37,20,0,0,92,43,48,177,88,0,0,356
"Frost ISD",2020-11-08,175905,"410",361,1,0,1,0,0,2,0,1,0,2,3,0,4,2
"Fruitvale ISD",2020-11-08,234909,"423",358,0,2,2,3,3,4,0,0,2,3,4,4,5,0
"Ft Davis ISD",2020-11-08,122901,"202",183,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,0,4,0
"Ft Hancock ISD",2020-11-08,115901,"413",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ft Sam Houston ISD",2020-11-08,15914,"1494",456,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Gainesville ISD",2020-11-08,49901,"3026",2473,2,1,2,2,0,7,0,13,10,27,29,0,52,27
"Galena Park ISD",2020-11-08,101910,"21402",140,1,8,3,5,0,17,0,13,9,17,35,1,73,0
"Galveston ISD",2020-11-08,84902,"6598",3667,1,1,7,2,0,1,10,4,5,14,15,0,10,28
"Ganado ISD",2020-11-08,120902,"714",677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garland ISD",2020-11-08,57909,"53825",18607,9,11,41,25,5,81,0,97,74,271,137,49,530,0
"Garner ISD",2020-11-08,184911,"218",209,0,0,0,1,0,0,1,0,0,1,1,0,1,1
"Garrison ISD",2020-11-08,174903,"692",616,0,0,0,1,0,0,1,0,1,10,4,0,2,13
"Gary ISD",2020-11-08,183904,"487",465,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Gatesville ISD",2020-11-08,50902,"2779",2228,2,2,4,7,1,6,8,5,3,11,13,1,14,17
"Gateway Charter Academy",2020-11-08,57831,"813",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gause ISD",2020-11-08,166902,"175",143,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"George Gervin Academy",2020-11-08,15802,"871",207,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"George I Sanchez Charter",2020-11-08,101804,"985",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George West ISD",2020-11-08,149901,"1002",889,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3
"Georgetown ISD",2020-11-08,246904,"11842",6594,0,0,8,0,0,6,2,9,6,37,27,13,52,14
"Gholson ISD",2020-11-08,161925,"220",193,NA,NA,NA,NA,NA,NA,NA,1,0,3,2,0,3,3
"Giddings ISD",2020-11-08,144901,"1901",1301,1,0,1,0,0,0,2,6,3,9,4,0,0,22
"Gilmer ISD",2020-11-08,230902,"2577",2236,NA,NA,NA,NA,NA,NA,NA,5,2,34,15,14,16,26
"Gladewater ISD",2020-11-08,92901,"1740",1412,NA,NA,NA,NA,NA,NA,NA,2,3,4,11,2,3,15
"Glasscock County ISD",2020-11-08,87901,"292",275,0,0,1,0,0,0,1,0,0,6,9,0,10,5
"Glen Rose ISD",2020-11-08,213901,"1924",1796,4,1,8,10,1,16,6,6,4,14,15,1,29,9
"Godley ISD",2020-11-08,126911,"2428",2089,0,1,0,0,1,0,0,2,1,5,6,2,9,3
"Gold Burg ISD",2020-11-08,169906,"145",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Rule Charter School",2020-11-08,57835,"1561",549,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,0,5,1
"Goldthwaite ISD",2020-11-08,167901,"515",491,NA,NA,NA,NA,NA,NA,NA,2,0,5,2,2,7,0
"Goliad ISD",2020-11-08,88902,"1256",1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonzales ISD",2020-11-08,89901,"2677",2628,0,0,1,0,0,1,0,0,1,10,4,0,13,2
"Goodrich ISD",2020-11-08,187903,"259",171,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Goodwater Montessori School",2020-11-08,246802,"345",181,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,1,3,0
"Goose Creek Cisd",2020-11-08,101911,"22990",11512,3,2,14,5,0,24,0,12,12,51,61,7,128,1
"Gordon ISD",2020-11-08,182901,"220",214,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Gorman ISD",2020-11-08,67904,"276",260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grady ISD",2020-11-08,156905,"229",222,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"Graford ISD",2020-11-08,182902,"323",304,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Graham ISD",2020-11-08,252901,"2297",2038,0,1,1,0,0,0,2,3,8,66,20,0,1,96
"Granbury ISD",2020-11-08,111901,"7486",6305,4,1,5,2,0,5,7,9,7,50,27,0,32,61
"Grand Prairie ISD",2020-11-08,57910,"28120",11823,7,4,32,3,0,46,0,33,20,76,98,3,222,2
"Grand Saline ISD",2020-11-08,234904,"1129",992,2,1,1,10,0,0,14,3,4,15,25,1,7,39
"Grandfalls-Royalty ISD",2020-11-08,238904,"168",160,0,0,1,1,0,1,1,0,0,1,2,0,2,1
"Grandview ISD",2020-11-08,126904,"1333",1234,NA,NA,NA,NA,NA,NA,NA,1,0,11,4,1,0,15
"Grandview-Hopkins ISD",2020-11-08,90905,"38",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granger ISD",2020-11-08,246905,"448",340,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,0,1
"Grape Creek ISD",2020-11-08,226907,"1085",727,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,3,1
"Grapeland ISD",2020-11-08,113902,"600",558,0,1,0,2,0,1,2,2,1,3,6,0,5,7
"Grapevine-Colleyville ISD",2020-11-08,220906,"13924",5933,8,10,28,6,7,18,27,29,29,76,37,18,68,85
"Great Hearts Texas",2020-11-08,15835,"6670",3681,2,4,13,6,8,2,15,7,8,17,10,8,10,24
"Greenville ISD",2020-11-08,116905,"5156",2516,2,3,5,5,0,9,6,7,7,24,49,19,27,41
"Greenwood ISD",2020-11-08,165902,"2686",2453,0,2,7,8,0,6,11,2,6,37,20,0,23,42
"Gregory-Portland ISD",2020-11-08,205902,"4695",1866,0,1,2,0,0,1,2,1,3,6,13,0,7,16
"Groesbeck ISD",2020-11-08,147902,"1479",1169,0,0,0,2,1,1,0,3,4,6,8,2,19,0
"Groom ISD",2020-11-08,33901,"141",138,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Groveton ISD",2020-11-08,228901,"752",728,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0
"Gruver ISD",2020-11-08,98901,"441",434,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Gunter ISD",2020-11-08,91917,"982",792,NA,NA,NA,NA,NA,NA,NA,6,4,21,6,0,13,24
"Gustine ISD",2020-11-08,47903,"148",140,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,3
"Guthrie Csd",2020-11-08,135001,"126",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hale Center ISD",2020-11-08,95903,"616",550,0,0,10,2,0,2,10,1,2,21,15,0,26,13
"Hallettsville ISD",2020-11-08,143901,"1121",1088,0,0,1,0,0,0,1,3,1,8,9,0,2,19
"Hallsburg ISD",2020-11-08,161924,"155",129,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Hallsville ISD",2020-11-08,102904,"4818",4270,1,1,5,11,0,3,15,3,3,28,26,2,7,51
"Hamilton ISD",2020-11-08,97902,"813",671,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,0,5,1
"Hamlin Collegiate ISD",2020-11-08,127903,"438",427,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Hamshire-Fannett ISD",2020-11-08,123914,"1871",1319,0,0,1,3,0,3,1,4,0,16,15,5,10,20
"Happy ISD",2020-11-08,219901,"249",244,0,0,0,1,0,0,1,2,0,5,2,0,6,3
"Hardin ISD",2020-11-08,146904,"1288",1000,0,2,3,3,0,8,0,1,3,5,9,1,17,0
