"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Comal ISD",2020-11-01,46902,"25214",15285,1,3,3,1,0,8,0,17,8,69,27,1,74,46
"Comanche ISD",2020-11-01,47901,"1381",1256,0,0,0,1,1,0,0,2,2,10,13,1,25,1
"Comfort ISD",2020-11-01,130902,"1065",817,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0
"Commerce ISD",2020-11-01,116903,"1456",1050,0,0,2,0,0,0,2,2,2,15,7,5,11,10
"Community ISD",2020-11-01,43918,"2723",1675,0,0,0,2,0,2,0,0,11,27,18,2,23,31
"Como-Pickton Cisd",2020-11-01,112908,"722",620,NA,NA,NA,NA,NA,NA,NA,0,4,19,6,13,7,9
"Compass Academy Charter School",2020-11-01,68802,"1326",1326,0,2,4,3,0,4,5,0,3,15,8,0,15,11
"Compass Rose Academy",2020-11-01,15838,"1134",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comquest Academy",2020-11-01,101842,"38",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comstock ISD",2020-11-01,233903,"229",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connally ISD",2020-11-01,161921,"2327",1303,1,1,0,0,0,0,2,5,1,3,2,0,3,8
"Conroe ISD",2020-11-01,170902,"64382",43449,9,6,26,17,0,0,58,55,32,118,138,5,20,318
"Coolidge ISD",2020-11-01,147901,"313",285,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Cooper ISD",2020-11-01,60902,"811",702,NA,NA,NA,NA,NA,NA,NA,3,0,3,3,0,2,7
"Coppell ISD",2020-11-01,57922,"12978",3683,0,0,6,7,0,13,0,4,6,37,30,7,70,0
"Copperas Cove ISD",2020-11-01,50910,"8006",4808,2,2,7,3,3,9,2,6,7,14,21,10,34,4
"Corpus Christi ISD",2020-11-01,178904,"34468",5029,4,4,4,9,8,13,0,20,12,34,46,11,99,2
"Corpus Christi Montessori School",2020-11-01,178807,"115",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corrigan-Camden ISD",2020-11-01,187904,"779",665,NA,NA,NA,NA,NA,NA,NA,2,0,2,4,0,8,0
"Corsicana ISD",2020-11-01,175903,"6049",3731,0,1,2,1,0,0,4,15,6,16,15,0,23,29
"Cotton Center ISD",2020-11-01,95902,"97",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cotulla ISD",2020-11-01,142901,"1257",629,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,3,2
"Coupland ISD",2020-11-01,246914,"173",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covington ISD",2020-11-01,109903,"265",226,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"Crandall ISD",2020-11-01,129901,"4843",3628,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,0,7,0
"Crane ISD",2020-11-01,52901,"1096",926,0,0,1,1,0,0,2,0,3,3,8,0,5,9
"Cranfills Gap ISD",2020-11-01,18908,"131",120,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,1,9
"Crawford ISD",2020-11-01,161901,"555",520,0,1,5,4,1,1,8,0,1,8,4,1,2,10
"Crockett County Consolidated Csd",2020-11-01,53001,"763",752,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,3,0
"Crockett ISD",2020-11-01,113901,"1273",1075,0,0,4,4,0,2,6,1,1,18,10,0,4,26
"Crosby ISD",2020-11-01,101906,"6188",2480,NA,NA,NA,NA,NA,NA,NA,4,4,20,9,13,11,13
"Crosbyton Cisd",2020-11-01,54901,"324",316,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,6,0
"Cross Plains ISD",2020-11-01,30901,"363",355,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,3,0
"Cross Roads ISD",2020-11-01,107904,"534",513,0,0,0,1,0,0,1,0,0,1,6,0,0,7
"Crosstimbers Academy",2020-11-01,184801,"111",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowell ISD",2020-11-01,78901,"197",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowley ISD",2020-11-01,220912,"15336",58,0,1,2,0,0,3,0,12,3,9,15,1,34,4
"Crystal City ISD",2020-11-01,254901,"1747",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuero ISD",2020-11-01,62901,"1973",1702,0,0,1,0,0,0,1,0,1,4,5,1,6,3
"Culberson County-Allamoore ISD",2020-11-01,55901,"386",265,0,3,3,4,1,6,3,0,4,5,19,1,21,6
"Cumberland Academy",2020-11-01,212801,"1973",1425,NA,NA,NA,NA,NA,NA,NA,11,4,12,7,3,17,14
"Cumby ISD",2020-11-01,112905,"423",327,NA,NA,NA,NA,NA,NA,NA,0,0,11,8,5,5,9
"Cushing ISD",2020-11-01,174902,"543",474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cypress-Fairbanks ISD",2020-11-01,101907,"114442",52723,4,7,41,23,4,12,59,34,31,150,148,28,58,277
"D'hanis ISD",2020-11-01,163902,"315",255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daingerfield-Lone Star ISD",2020-11-01,172902,"1035",858,1,0,1,5,2,3,2,3,3,14,18,9,19,10
"Dalhart ISD",2020-11-01,56901,"1668",1546,NA,NA,NA,NA,NA,NA,NA,2,0,7,6,0,2,13
"Dallas ISD",2020-11-01,57905,"144574",10259,12,15,26,0,1,3,49,73,46,89,13,5,19,197
"Damon ISD",2020-11-01,20910,"111",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danbury ISD",2020-11-01,20904,"740",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darrouzett ISD",2020-11-01,148905,"144",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dawson ISD",2020-11-01,58902,"154",135,1,0,0,0,0,1,0,1,0,1,1,0,2,1
"Dawson ISD",2020-11-01,175904,"535",439,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Dayton ISD",2020-11-01,146902,"5463",3089,0,1,4,0,0,2,3,3,3,24,18,12,27,9
"De Leon ISD",2020-11-01,47902,"740",717,0,0,1,1,0,2,0,1,0,2,1,0,3,1
"Decatur ISD",2020-11-01,249905,"3421",3065,NA,NA,NA,NA,NA,NA,NA,4,0,10,3,0,11,6
"Deer Park ISD",2020-11-01,101908,"12343",8229,2,5,19,3,0,4,25,8,9,33,11,0,12,49
"Dekalb ISD",2020-11-01,19901,"770",705,NA,NA,NA,NA,NA,NA,NA,0,2,13,14,1,7,21
"Del Valle ISD",2020-11-01,227910,"10618",67,0,0,1,2,0,2,1,0,0,4,7,0,7,4
"Dell City ISD",2020-11-01,115903,"68",65,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2
"Denison ISD",2020-11-01,91903,"4568",3696,0,2,1,2,0,0,5,4,5,15,16,0,5,35
"Denton ISD",2020-11-01,61901,"30214",16055,2,2,15,8,0,27,0,26,16,81,56,0,116,63
"Denver City ISD",2020-11-01,251901,"1616",1446,1,1,10,5,0,15,2,5,4,28,13,5,41,4
"Desoto ISD",2020-11-01,57906,"8047",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Detroit ISD",2020-11-01,194905,"522",485,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,3,0
"Devers ISD",2020-11-01,146903,"205",205,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Devine ISD",2020-11-01,163901,"1943",1133,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,3,0
"Dew ISD",2020-11-01,81906,"172",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deweyville ISD",2020-11-01,176903,"538",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diboll ISD",2020-11-01,3905,"1872",1478,0,1,0,1,0,0,2,2,1,5,2,0,2,8
"Dickinson ISD",2020-11-01,84901,"11538",6192,NA,NA,NA,NA,NA,NA,NA,10,6,24,12,0,17,35
"Dilley ISD",2020-11-01,82902,"888",497,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,1,2
"Dime Box ISD",2020-11-01,144903,"153",106,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0
"Dimmitt ISD",2020-11-01,35901,"1200",1125,0,0,2,2,0,0,4,0,2,10,8,0,2,18
"Divide ISD",2020-11-01,133905,"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dodd City ISD",2020-11-01,74904,"340",324,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,2,0
"Donna ISD",2020-11-01,108902,"13789",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doss Consolidated Csd",2020-11-01,86024,"17",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglass ISD",2020-11-01,174911,"467",437,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,5,1
"Dr M L Garza-Gonzalez Charter School",2020-11-01,178801,"205",80,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Draw Academy",2020-11-01,101856,"713",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dripping Springs ISD",2020-11-01,105904,"7246",4354,1,1,4,1,0,7,0,4,5,14,1,2,16,6
"Driscoll ISD",2020-11-01,178905,"292",158,0,0,0,3,0,3,0,0,0,0,5,0,5,0
"Dublin ISD",2020-11-01,72902,"1080",938,0,1,1,1,0,3,0,0,3,24,9,0,36,0
"Dumas ISD",2020-11-01,171901,"3981",3755,NA,NA,NA,NA,NA,NA,NA,3,3,27,10,0,43,0
"Duncanville ISD",2020-11-01,57907,"11711",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagle Mt-Saginaw ISD",2020-11-01,220918,"21080",13721,8,5,17,4,7,8,19,30,22,90,41,17,77,89
"Eagle Pass ISD",2020-11-01,159901,"13828",419,0,0,0,4,0,0,4,3,3,3,27,0,12,24
"Eanes ISD",2020-11-01,227909,"7931",3764,NA,NA,NA,NA,NA,NA,NA,1,2,30,9,1,11,30
"Early ISD",2020-11-01,25909,"1158",1064,0,0,0,1,0,1,0,1,0,4,2,0,3,4
"East Bernard ISD",2020-11-01,241902,"931",881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-11-01,15911,"9621",3023,1,1,3,0,0,4,1,1,5,10,12,0,24,4
"East Chambers ISD",2020-11-01,36903,"1500",1040,1,0,2,0,0,0,3,4,3,9,13,7,7,15
"East Fort Worth Montessori Academy",2020-11-01,220811,"206",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Texas Charter Schools",2020-11-01,92801,"132",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastland ISD",2020-11-01,67903,"1039",909,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,2,0,6
"Ector County ISD",2020-11-01,68901,"31660",15678,14,3,23,32,5,32,35,53,25,92,137,23,194,90
"Ector ISD",2020-11-01,74905,"264",251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-11-01,108903,"4552",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eden Cisd",2020-11-01,48901,"232",199,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,1,2
"Edgewood ISD",2020-11-01,15905,"8974",2123,0,0,0,6,0,0,6,1,1,0,21,0,5,18
"Edgewood ISD",2020-11-01,234903,"953",915,NA,NA,NA,NA,NA,NA,NA,0,0,0,12,0,8,4
"Edinburg Cisd",2020-11-01,108904,"32656",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edna ISD",2020-11-01,120901,"1490",1353,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
"Education Center International Academy",2020-11-01,57833,"543",381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehrhart School",2020-11-01,123805,"488",401,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"El Campo ISD",2020-11-01,241903,"3629",2517,0,0,1,2,0,2,1,3,9,14,9,0,17,18
"El Paso Academy",2020-11-01,71804,"326",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-11-01,71902,"46907",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso Leadership Academy",2020-11-01,71810,"208",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleanor Kolitz Hebrew Language Academy",2020-11-01,15836,"466",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electra ISD",2020-11-01,243902,"438",404,0,0,0,1,0,0,1,2,0,2,3,0,2,5
"Elevate Collegiate Charter School",2020-11-01,101877,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elgin ISD",2020-11-01,11902,"4610",1611,1,0,0,0,0,0,1,1,0,0,5,0,0,6
"Elkhart ISD",2020-11-01,1903,"1207",1095,0,1,0,1,0,0,2,1,2,6,15,0,3,21
"Elysian Fields ISD",2020-11-01,102906,"863",818,0,0,0,1,0,0,1,0,0,1,4,0,3,2
"Ennis ISD",2020-11-01,70903,"5832",4300,0,0,5,5,0,10,0,2,3,31,12,0,44,4
"Era ISD",2020-11-01,49906,"479",459,NA,NA,NA,NA,NA,NA,NA,0,1,5,2,2,3,3
"Erath Excels Academy Inc",2020-11-01,72802,"91",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etoile Academy Charter School",2020-11-01,101872,"219",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etoile ISD",2020-11-01,174910,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eula ISD",2020-11-01,30906,"459",438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eustace ISD",2020-11-01,107905,"1521",1262,0,0,3,1,0,0,4,2,6,20,13,0,1,40
"Evadale ISD",2020-11-01,121906,"393",373,NA,NA,NA,NA,NA,NA,NA,0,0,18,7,0,2,23
"Evant ISD",2020-11-01,50901,"241",205,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,3
"Everman ISD",2020-11-01,220904,"5490",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evolution Academy Charter School",2020-11-01,57834,"583",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excel Academy",2020-11-01,101811,"203",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excellence In Leadership Academy",2020-11-01,108809,"295",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excelsior ISD",2020-11-01,210906,"73",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ezzell ISD",2020-11-01,143906,"77",76,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Fabens ISD",2020-11-01,71903,"2031",429,2,2,1,3,0,0,8,2,2,2,25,2,5,24
"Fairfield ISD",2020-11-01,81902,"1707",1445,NA,NA,NA,NA,NA,NA,NA,1,1,8,5,1,5,9
"Falls City ISD",2020-11-01,128904,"392",363,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Fannindel ISD",2020-11-01,60914,"158",142,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,0,3
"Farmersville ISD",2020-11-01,43904,"1904",1521,NA,NA,NA,NA,NA,NA,NA,0,3,4,1,0,8,0
"Farwell ISD",2020-11-01,185902,"530",517,0,0,1,1,0,2,0,0,0,1,2,0,3,0
"Fayetteville ISD",2020-11-01,75906,"270",258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris ISD",2020-11-01,70905,"2558",1385,0,1,2,1,0,0,4,0,4,13,16,0,5,28
"Flatonia ISD",2020-11-01,75901,"600",549,0,3,0,0,0,0,3,0,3,2,1,0,2,4
"Florence ISD",2020-11-01,246902,"1074",883,NA,NA,NA,NA,NA,NA,NA,1,0,4,3,0,7,1
"Floresville ISD",2020-11-01,247901,"3988",2068,1,0,0,1,0,2,0,4,0,1,10,0,10,5
"Flour Bluff ISD",2020-11-01,178914,"5533",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Floydada ISD",2020-11-01,77901,"702",641,NA,NA,NA,NA,NA,NA,NA,2,0,5,4,0,6,5
"Follett ISD",2020-11-01,148902,"163",162,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Forestburg ISD",2020-11-01,169910,"167",153,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1
"Forney ISD",2020-11-01,129902,"12628",6178,1,1,2,1,0,5,0,7,13,12,19,0,39,12
"Forsan ISD",2020-11-01,114904,"776",714,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,0,5,0
"Fort Bend ISD",2020-11-01,79907,"76227",2826,4,3,8,7,0,3,19,23,8,47,66,7,40,97
"Fort Elliott Cisd",2020-11-01,242906,"148",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Stockton ISD",2020-11-01,186902,"2210",1341,0,0,4,0,0,4,0,2,1,12,13,1,27,0
"Fort Worth Academy Of Fine Arts",2020-11-01,220809,"641",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Worth ISD",2020-11-01,220905,"76859",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin ISD",2020-11-01,198903,"1260",1147,0,0,1,0,0,1,0,1,1,17,6,0,25,0
"Frankston ISD",2020-11-01,1904,"760",688,NA,NA,NA,NA,NA,NA,NA,1,1,4,0,0,6,0
"Fredericksburg ISD",2020-11-01,86901,"3106",2655,0,0,3,2,0,0,5,6,9,27,5,2,8,37
"Freer ISD",2020-11-01,66903,"767",432,0,0,1,1,0,2,0,0,0,1,2,0,2,1
"Frenship ISD",2020-11-01,152907,"10331",9226,5,6,14,15,0,1,39,26,41,93,79,2,33,204
"Friendswood ISD",2020-11-01,84911,"6098",4553,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,0,7,3
"Friona ISD",2020-11-01,185903,"974",924,0,0,0,1,0,0,1,1,5,7,15,1,4,23
"Frisco ISD",2020-11-01,43905,"554",268,4,6,13,15,0,0,38,33,23,139,66,0,0,261
"Frost ISD",2020-11-01,175905,"410",361,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,2,2
"Fruitvale ISD",2020-11-01,234909,"423",358,0,0,0,1,0,1,0,0,0,1,1,1,1,0
"Ft Davis ISD",2020-11-01,122901,"202",183,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,0,4,0
"Ft Hancock ISD",2020-11-01,115901,"413",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ft Sam Houston ISD",2020-11-01,15914,"1494",456,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Gainesville ISD",2020-11-01,49901,"3026",2473,0,0,3,1,0,4,0,9,9,24,26,0,41,27
"Galena Park ISD",2020-11-01,101910,"21402",140,2,0,7,0,0,9,0,12,1,14,30,1,56,0
"Galveston ISD",2020-11-01,84902,"6598",3667,1,1,1,1,0,0,4,3,3,4,13,0,9,14
"Ganado ISD",2020-11-01,120902,"714",677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garland ISD",2020-11-01,57909,"53825",18607,9,7,26,27,3,66,0,88,61,222,110,44,437,0
"Garner ISD",2020-11-01,184911,"218",209,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Garrison ISD",2020-11-01,174903,"692",616,NA,NA,NA,NA,NA,NA,NA,0,1,9,3,0,2,11
"Gary ISD",2020-11-01,183904,"487",465,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Gatesville ISD",2020-11-01,50902,"2779",2228,0,0,2,1,0,1,2,3,1,7,6,0,8,9
"Gateway Charter Academy",2020-11-01,57831,"813",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gause ISD",2020-11-01,166902,"175",143,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"George Gervin Academy",2020-11-01,15802,"871",207,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"George I Sanchez Charter",2020-11-01,101804,"985",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George West ISD",2020-11-01,149901,"1002",889,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3
"Georgetown ISD",2020-11-01,246904,"11842",6594,0,0,2,0,0,0,2,9,6,29,27,13,46,12
"Gholson ISD",2020-11-01,161925,"220",193,NA,NA,NA,NA,NA,NA,NA,1,0,3,2,0,3,3
"Giddings ISD",2020-11-01,144901,"1901",1301,0,0,3,1,0,0,4,5,3,8,4,0,0,20
"Gilmer ISD",2020-11-01,230902,"2577",2236,0,1,0,0,0,1,0,5,2,34,15,14,16,26
"Gladewater ISD",2020-11-01,92901,"1740",1412,NA,NA,NA,NA,NA,NA,NA,1,3,4,11,2,3,14
"Glasscock County ISD",2020-11-01,87901,"292",275,0,0,1,2,0,0,3,0,0,5,9,0,10,4
"Glen Rose ISD",2020-11-01,213901,"1924",1796,0,0,3,2,0,4,1,2,3,6,5,0,13,3
"Godley ISD",2020-11-01,126911,"2428",2089,NA,NA,NA,NA,NA,NA,NA,2,0,5,5,1,8,3
"Gold Burg ISD",2020-11-01,169906,"145",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Rule Charter School",2020-11-01,57835,"1561",549,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,3,1
"Goldthwaite ISD",2020-11-01,167901,"515",491,0,0,1,0,0,1,0,2,0,5,2,2,7,0
"Goliad ISD",2020-11-01,88902,"1256",1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonzales ISD",2020-11-01,89901,"2677",2628,0,0,2,0,0,2,0,0,1,8,4,0,11,2
"Goodrich ISD",2020-11-01,187903,"259",171,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Goodwater Montessori School",2020-11-01,246802,"345",181,2,0,0,1,1,2,0,3,0,0,1,1,3,0
"Goose Creek Cisd",2020-11-01,101911,"22990",11512,2,3,9,4,0,18,0,9,10,37,54,7,102,1
"Gordon ISD",2020-11-01,182901,"220",214,0,0,1,0,0,0,1,0,0,1,1,0,0,2
"Gorman ISD",2020-11-01,67904,"276",260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grady ISD",2020-11-01,156905,"229",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graford ISD",2020-11-01,182902,"323",304,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Graham ISD",2020-11-01,252901,"2297",2038,1,1,2,2,0,0,6,3,6,65,20,0,1,93
"Granbury ISD",2020-11-01,111901,"7486",6305,1,0,3,0,0,2,2,5,6,45,24,0,27,53
"Grand Prairie ISD",2020-11-01,57910,"28120",11823,6,1,12,11,1,29,0,26,16,44,95,3,176,2
"Grand Saline ISD",2020-11-01,234904,"1129",992,0,0,1,4,0,0,5,1,3,14,15,1,7,25
"Grandfalls-Royalty ISD",2020-11-01,238904,"168",160,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Grandview ISD",2020-11-01,126904,"1333",1234,NA,NA,NA,NA,NA,NA,NA,1,0,11,4,1,0,15
"Grandview-Hopkins ISD",2020-11-01,90905,"38",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granger ISD",2020-11-01,246905,"448",340,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,0,1
"Grape Creek ISD",2020-11-01,226907,"1085",727,0,0,3,0,0,3,0,1,0,3,0,0,3,1
"Grapeland ISD",2020-11-01,113902,"600",558,NA,NA,NA,NA,NA,NA,NA,2,0,3,4,0,4,5
"Grapevine-Colleyville ISD",2020-11-01,220906,"13924",5933,12,7,6,4,0,16,13,21,19,48,31,11,50,58
"Great Hearts Texas",2020-11-01,15835,"6670",3681,1,0,3,0,0,0,4,5,4,4,4,0,8,9
"Greenville ISD",2020-11-01,116905,"5156",2516,0,1,1,10,6,3,3,5,4,19,44,19,18,35
"Greenwood ISD",2020-11-01,165902,"2686",2453,1,2,13,4,0,3,17,2,4,30,12,0,17,31
"Gregory-Portland ISD",2020-11-01,205902,"4695",1866,0,0,1,0,0,1,0,1,2,4,13,0,6,14
"Groesbeck ISD",2020-11-01,147902,"1479",1169,0,0,1,0,0,1,0,3,4,6,6,1,18,0
"Groom ISD",2020-11-01,33901,"141",138,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Groveton ISD",2020-11-01,228901,"752",728,0,0,0,1,0,1,0,0,0,0,3,0,3,0
"Gruver ISD",2020-11-01,98901,"441",434,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Gunter ISD",2020-11-01,91917,"982",792,NA,NA,NA,NA,NA,NA,NA,6,4,21,6,0,13,24
"Gustine ISD",2020-11-01,47903,"148",140,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,3
"Guthrie Csd",2020-11-01,135001,"126",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hale Center ISD",2020-11-01,95903,"616",550,0,0,3,0,0,1,2,1,2,11,13,0,24,3
"Hallettsville ISD",2020-11-01,143901,"1121",1088,NA,NA,NA,NA,NA,NA,NA,3,1,5,8,0,1,16
"Hallsburg ISD",2020-11-01,161924,"155",129,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Hallsville ISD",2020-11-01,102904,"4818",4270,0,0,2,2,0,0,4,2,2,23,15,2,4,36
"Hamilton ISD",2020-11-01,97902,"813",671,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,0,5,1
"Hamlin Collegiate ISD",2020-11-01,127903,"438",427,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Hamshire-Fannett ISD",2020-11-01,123914,"1871",1319,0,0,1,1,0,0,2,4,0,15,12,5,7,19
