District,Date,County,LEA,Total_Enrollment,Approximate_Enrollment,Cases_Weekly_GRADE_EE_3,Cases_Weekly_GRADE_4_6,Cases_Weekly_GRADE_7_12,Cases_Weekly_Staff,Infections_Weekly_On_Campus,Infections_Weekly_Off_Campus,Infections_Weekly_Unknown,Cases_Cumulative_GRADE_EE_3,Cases_Cumulative_GRADE_4_6,Cases_Cumulative_GRADE_7_12,Cases_Cumulative_Staff,Infections_Cumulative_On_Campus,Infections_Cumulative_Off_Campus,Infections_Cumulative_Unknown
Tomball ISD,10/4/20,"Harris,Montgomery",101921,18667,11390,3,0,9,0,0,11,1,5,1,20,3,0,28,1
Sheldon ISD,10/4/20,Harris,101924,10080,29.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Huffman ISD,10/4/20,"Harris,Liberty,Montgomery",101925,NA,NA,0,1,2,0,0,2,1,3,1,2,0,0,2,4
Karnack ISD,10/4/20,"Harrison,Marion",102901,145,104.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall ISD,10/4/20,"Harrison,Marion,Panola,Rusk",102902,4520,3367.9,0,0,0,1,0,0,1,1,0,8,7,0,1,15
Waskom ISD,10/4/20,"Harrison,Panola",102903,813,686.38,0,0,0,1,0,1,0,0,0,0,3,0,3,0
Hallsville ISD,10/4/20,"Gregg,Harrison,Rusk",102904,12559,3981.3,0,0,0,1,0,0,1,1,1,12,11,0,2,23
Harleton ISD,10/4/20,"Harrison,Marion,Upshur",102905,717,654.11,0,0,1,0,0,1,0,1,0,3,0,0,3,1
Elysian Fields ISD,10/4/20,"Harrison,Panola",102906,812,729.15,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
Channing ISD,10/4/20,"Dallam,Hartley,Moore,Oldham,Potter",103901,168,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hartley ISD,10/4/20,"Dallam,Hartley,Moore,Sherman",103902,232,222.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haskell Cisd,10/4/20,"Haskell,King,Knox,Stonewall,Throckmorton",104901,539,515.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rule ISD,10/4/20,"Haskell,Jones,Stonewall",104903,137,113.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paint Creek ISD,10/4/20,"Haskell,Jones,Shackelford,Throckmorton",104907,95,84.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katherine Anne Porter
School",10/4/20,Hays,105801,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Preparatory School,10/4/20,Hays,105802,150,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ki Charter Academy,10/4/20,Hays,105803,245,245,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
San Marcos Cisd,10/4/20,"Caldwell,Comal,Guadalupe,Hays",105902,7818,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dripping Springs ISD,10/4/20,"Blanco,Hays,Travis",105904,7199,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wimberley ISD,10/4/20,"Comal,Hays",105905,2541,776.4,0,0,1,0,0,0,1,0,1,3,4,0,1,7
Hays Cisd,10/4/20,"Caldwell,Hays,Travis",105906,20302,1839,0,0,2,0,0,0,2,0,1,4,5,0,7,3
Canadian ISD,10/4/20,"Hemphill,Lipscomb,Roberts",106901,879,829.03,1,0,3,2,0,1,5,4,2,6,4,0,2,14
Athens ISD,10/4/20,"Anderson,Henderson,Van Zandt",107901,2873,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brownsboro ISD,10/4/20,"Cherokee,Henderson,Smith,Van Zandt",107902,2588,2123.46,0,0,1,3,0,0,4,1,1,8,10,0,1,19
Cross Roads ISD,10/4/20,"Anderson,Freestone,Henderson,Navarro",107904,519,489.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eustace ISD,10/4/20,"Henderson,Kaufman,Van Zandt",107905,416,312,0,2,2,3,0,0,7,2,4,7,5,0,1,17
Malakoff ISD,10/4/20,"Henderson,Navarro",107906,375,303.75,0,1,0,0,0,1,0,0,2,12,2,9,7,0
Trinidad ISD,10/4/20,"Henderson,Navarro",107907,153,116.28,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
Murchison ISD,10/4/20,Henderson,107908,166,69.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lapoynor ISD,10/4/20,"Anderson,Henderson",107910,454,294.34,0,0,1,0,0,0,1,0,0,6,0,0,4,2
"Horizon Montessori Public
Schools",10/4/20,Hidalgo,108802,410,410,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,1,1
"Triumph Public High
Schools-Rio Grande Valley",10/4/20,Hidalgo,108804,422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idea Public Schools,10/4/20,Hidalgo,108807,NA,NA,2,0,0,8,0,0,10,5,0,1,36,0,0,42
Vanguard Academy,10/4/20,Hidalgo,108808,4885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excellence In Leadership
Academy",10/4/20,Hidalgo,108809,303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donna ISD,10/4/20,Hidalgo,108902,13177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edcouch-Elsa ISD,10/4/20,Hidalgo,108903,4485,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edinburg Cisd,10/4/20,"Brooks,Hidalgo,Kenedy,Starr,Willacy",108904,32488,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hidalgo ISD,10/4/20,Hidalgo,108905,2806,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcallen ISD,10/4/20,Hidalgo,108906,319,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercedes ISD,10/4/20,"Cameron,Hidalgo",108907,1013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mission Cisd,10/4/20,Hidalgo,108908,14871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharr-San Juan-Alamo ISD,10/4/20,Hidalgo,108909,31083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Progreso ISD,10/4/20,Hidalgo,108910,1453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharyland ISD,10/4/20,Hidalgo,108911,9519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
La Joya ISD,10/4/20,"Hidalgo,Starr",108912,26542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weslaco ISD,10/4/20,Hidalgo,108913,16494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
La Villa ISD,10/4/20,"Cameron,Hidalgo,Willacy",108914,578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monte Alto ISD,10/4/20,"Hidalgo,Willacy",108915,874,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valley View ISD,10/4/20,Hidalgo,108916,4053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott ISD,10/4/20,"Hill,McLennan",109901,282,259.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bynum ISD,10/4/20,"Ellis,Hill,Navarro",109902,197,167.45,0,0,1,0,0,0,1,0,0,2,0,0,1,1
Covington ISD,10/4/20,"Hill,Johnson",109903,275,217.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hillsboro ISD,10/4/20,Hill,109904,380,288.8,NA,NA,NA,NA,NA,NA,NA,6,3,2,7,1,14,3
Hubbard ISD,10/4/20,"Hill,Limestone,Navarro",109905,413,375.57,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Itasca ISD,10/4/20,"Ellis,Hill,Johnson",109907,620,488.31,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,0,1,5
Malone ISD,10/4/20,"Hill,Navarro",109908,143,108.68,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,4,0
Mount Calm ISD,10/4/20,"Hill,Limestone,McLennan",109910,188,94,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
Whitney ISD,10/4/20,"Bosque,Hill",109911,1475,1119.57,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,0,7,3
Aquilla ISD,10/4/20,"Bosque,Hill,McLennan",109912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blum ISD,10/4/20,"Bosque,Hill,Johnson",109913,370,366.3,1,0,0,0,0,0,1,1,0,2,1,3,0,1
Penelope ISD,10/4/20,"Hill,McLennan",109914,212,175.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton ISD,10/4/20,"Hale,Hockley,Lamb,Lubbock",110901,180,149.4,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0
Levelland ISD,10/4/20,"Cochran,Hockley,Lamb,Terry",110902,2815,2343.23,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,0,0,9
Ropes ISD,10/4/20,"Hockley,Lubbock,Lynn,Terry",110905,481,471.38,0,0,2,0,0,0,2,0,0,2,2,0,2,2
Smyer ISD,10/4/20,"Hockley,Lubbock",110906,417,396.15,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,5,0
Sundown ISD,10/4/20,"Cochran,Hockley,Terry,Yoakum",110907,551,523.02,0,2,0,0,0,2,0,2,5,0,0,0,7,0
Whitharral ISD,10/4/20,"Hockley,Lamb",110908,162,158.76,1,0,0,0,0,0,1,1,0,0,0,0,0,1
"Lake Granbury Academy
Charter School",10/4/20,Hood,111801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granbury ISD,10/4/20,"Hood,Johnson,Parker,Somervell,Tarrant",111901,9298,7349.08,2,1,3,1,0,3,4,2,5,23,7,0,11,26
Lipan ISD,10/4/20,"Erath,Hood,Palo Pinto,Parker",111902,417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tolar ISD,10/4/20,"Erath,Hood,Somervell",111903,804,732.31,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Sulphur Springs ISD,10/4/20,"Hopkins,Rains,Wood",112901,4294,3452.84,0,0,4,5,0,0,9,4,2,18,18,0,1,41
Cumby ISD,10/4/20,"Delta,Hopkins,Hunt",112905,422,371.36,0,0,1,2,0,2,1,0,0,8,5,3,4,6
North Hopkins ISD,10/4/20,"Delta,Hopkins",112906,NA,NA,0,0,2,2,0,0,4,0,1,5,5,0,1,10
Miller Grove ISD,10/4/20,"Hopkins,Hunt,Rains",112907,307,276.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Como-Pickton Cisd,10/4/20,"Franklin,Hopkins,Wood",112908,693,554.4,NA,NA,NA,NA,NA,NA,NA,0,2,19,3,12,4,8
Saltillo ISD,10/4/20,"Franklin,Hopkins",112909,270,218.7,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,0,0
Sulphur Bluff ISD,10/4/20,"Delta,Franklin,Hopkins,Red River",112910,225,213.75,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,1,5
Crockett ISD,10/4/20,"Houston,Leon",113901,1249,902.31,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
Grapeland ISD,10/4/20,"Anderson,Cherokee,Houston,Leon",113902,589,530.1,0,0,0,1,0,1,0,2,0,1,2,0,3,2
Lovelady ISD,10/4/20,"Houston,Leon,Madison,Trinity,Walker",113903,506,424.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latexo ISD,10/4/20,Houston,113905,466,393.37,0,0,4,2,0,1,5,0,0,11,2,0,1,12
Kennard ISD,10/4/20,"Angelina,Cherokee,Houston,Trinity",113906,230,195.5,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,1,1
Big Spring ISD,10/4/20,"Borden,Howard,Martin",114901,3728,2678.45,0,0,2,4,1,1,4,3,0,18,13,3,6,25
Coahoma ISD,10/4/20,"Borden,Howard,Mitchell",114902,1100,910.22,NA,NA,NA,NA,NA,NA,NA,0,1,5,7,0,11,2
Forsan ISD,10/4/20,"Glasscock,Howard,Mitchell,Sterling",114904,363,333.96,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,0,5,0
Ft Hancock ISD,10/4/20,"El Paso,Hudspeth",115901,408,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Blanca ISD,10/4/20,Hudspeth,115902,117,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dell City ISD,10/4/20,"Culberson,Hudspeth",115903,64,56.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caddo Mills ISD,10/4/20,"Collin,Hunt",116901,1962,1569.6,NA,NA,NA,NA,NA,NA,NA,0,0,2,4,0,6,0
Celeste ISD,10/4/20,"Collin,Fannin,Hunt",116902,496,453.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Commerce ISD,10/4/20,"Delta,Hopkins,Hunt",116903,655,435.17,0,0,1,1,0,2,0,1,1,9,1,5,6,1
Greenville ISD,10/4/20,Hunt,116905,5141,2991.16,0,0,1,7,2,2,4,4,0,2,25,11,3,17
Lone Oak ISD,10/4/20,"Hopkins,Hunt,Rains",116906,963,840.38,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
Quinlan ISD,10/4/20,"Hunt,Kaufman,Rains,Rockwall,Van Zandt",116908,2439,1519.08,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,0,7,2
Wolfe City ISD,10/4/20,"Fannin,Hunt",116909,639,599.76,0,2,1,1,0,1,3,0,3,4,8,2,3,10
Campbell ISD,10/4/20,Hunt,116910,274,217.68,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
Bland ISD,10/4/20,"Collin,Hunt",116915,702,490.34,1,0,1,0,0,2,0,2,0,1,0,0,3,0
Boles ISD,10/4/20,Hunt,116916,492,265.32,NA,NA,NA,NA,NA,NA,NA,0,0,3,8,5,2,4
Borger ISD,10/4/20,"Carson,Hutchinson",117901,2437,1874.43,0,0,3,1,2,1,1,3,1,19,29,11,12,29
Sanford-Fritch ISD,10/4/20,"Carson,Hutchinson,Moore",117903,665,645.05,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Plemons-Stinnett-Phillips
Cisd",10/4/20,"Hutchinson,Moore,Roberts",117904,673,637.58,0,0,0,3,0,3,0,0,1,7,5,0,12,1
Spring Creek ISD,10/4/20,"Carson,Hutchinson,Roberts",117907,105,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irion County ISD,10/4/20,"Crockett,Irion,Reagan,Schleicher,Tom Green",118902,325,308.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryson ISD,10/4/20,"Jack,Palo Pinto,Young",119901,254,241.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksboro ISD,10/4/20,"Archer,Clay,Jack,Wise,Young",119902,1051,1029.98,0,0,1,0,0,1,0,0,0,6,1,0,7,0
Perrin-Whitt Cisd,10/4/20,"Jack,Palo Pinto,Parker,Wise",119903,323,284.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edna ISD,10/4/20,"Jackson,Lavaca,Victoria,Wharton",120901,1478,1093.15,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
Ganado ISD,10/4/20,"Jackson,Matagorda,Wharton",120902,667,551.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Industrial ISD,10/4/20,"Calhoun,Jackson,Matagorda,Victoria",120905,1164,1038.54,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2
Brookeland ISD,10/4/20,"Jasper,Newton,Sabine,San Augustine",121902,370,347.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buna ISD,10/4/20,"Hardin,Jasper,Newton,Orange,Tyler",121903,433,346.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,2
Jasper ISD,10/4/20,"Angelina,Jasper,Newton,San Augustine,Tyler",121904,2171,1551.71,NA,NA,NA,NA,NA,NA,NA,0,1,2,4,0,5,2
Kirbyville Cisd,10/4/20,"Jasper,Newton,Tyler",121905,1418,1173.6,NA,NA,NA,NA,NA,NA,NA,2,1,19,9,0,6,25
Evadale ISD,10/4/20,"Hardin,Jasper",121906,NA,NA,0,0,5,5,0,0,10,0,0,7,6,0,2,11
Ft Davis ISD,10/4/20,"Brewster,Culberson,Jeff Davis,Pecos,Presidio,Reeves",122901,201,168.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valentine ISD,10/4/20,"Culberson,Hudspeth,Jeff Davis,Presidio",122902,37,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Academy Of
Leadership In The
Humanities",10/4/20,Jefferson,123503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tekoa Academy Of
Accelerated Studies Stem
School",10/4/20,Jefferson,123803,333,126.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ehrhart School,10/4/20,Jefferson,123805,468,290.16,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Bob Hope School,10/4/20,Jefferson,123807,1467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nederland ISD,10/4/20,"Jefferson,Orange",123905,4983,3576.45,0,1,6,0,1,5,1,3,2,30,4,1,37,1
Port Arthur ISD,10/4/20,"Jefferson,Orange",123907,1658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Port Neches-Groves ISD,10/4/20,"Jefferson,Orange",123908,NA,NA,0,0,3,3,0,2,4,0,3,9,9,0,16,5
Beaumont ISD,10/4/20,"Hardin,Jefferson,Orange",123910,17002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sabine Pass ISD,10/4/20,"Chambers,Jefferson",123913,390,253.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamshire-Fannett ISD,10/4/20,"Chambers,Jefferson",123914,NA,NA,0,0,1,2,0,1,2,1,0,14,8,4,5,14
Jim Hogg County ISD,10/4/20,"Brooks,Duval,Jim Hogg,Starr,Webb,Zapata",124901,531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alice ISD,10/4/20,"Duval,Jim Wells,Kleberg,Live Oak,Nueces",125901,4565,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Bolt-Palito Blanco ISD,10/4/20,"Duval,Jim Wells,Kleberg",125902,521,13.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange Grove ISD,10/4/20,"Jim Wells,Live Oak,Nueces,San Patricio",125903,533,10.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Premont ISD,10/4/20,"Duval,Jim Wells,Kleberg",125905,689,68.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
La Gloria ISD,10/4/20,"Brooks,Duval,Jim Wells,Kleberg",125906,111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvarado ISD,10/4/20,Johnson,126901,3561,2268.86,0,0,1,0,0,0,1,1,0,3,3,0,4,3
Burleson ISD,10/4/20,"Johnson,Tarrant",126902,12326,7745.05,1,0,8,4,1,12,0,6,3,24,9,9,31,2
Cleburne ISD,10/4/20,"Bosque,Hood,Johnson,Somervell",126903,6814,5160.13,0,2,3,1,0,0,6,1,3,7,8,0,0,19
Grandview ISD,10/4/20,"Ellis,Hill,Johnson",126904,1341,1189.14,NA,NA,NA,NA,NA,NA,NA,0,0,10,2,0,0,12
Joshua ISD,10/4/20,"Johnson,Tarrant",126905,5430,3748.03,0,0,1,2,0,0,3,0,2,8,4,0,0,14
Keene ISD,10/4/20,Johnson,126906,1045,822.19,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,1,3,3
Rio Vista ISD,10/4/20,"Bosque,Hill,Johnson",126907,781,645.94,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
Venus ISD,10/4/20,"Ellis,Johnson",126908,2160,1257.15,0,0,0,2,0,2,0,0,0,0,8,0,4,4
Godley ISD,10/4/20,"Hood,Johnson,Parker,Tarrant",126911,2323,1817.11,NA,NA,NA,NA,NA,NA,NA,1,0,2,3,0,3,3
Anson ISD,10/4/20,Jones,127901,714,658.55,NA,NA,NA,NA,NA,NA,NA,0,2,0,5,0,4,3
Hamlin Collegiate ISD,10/4/20,"Fisher,Haskell,Jones,Stonewall",127903,425,415.35,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Hawley ISD,10/4/20,"Jones,Taylor",127904,755,53.63,0,0,2,2,0,2,2,0,0,3,2,0,2,3
Lueders-Avoca ISD,10/4/20,"Haskell,Jones,Shackelford,Throckmorton",127905,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stamford ISD,10/4/20,"Haskell,Jones",127906,596,550.94,0,0,1,2,0,3,0,1,0,3,7,0,9,2
Karnes City ISD,10/4/20,"Atascosa,DeWitt,Gonzales,Karnes,Live Oak,Wilson",128901,1007,608.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenedy ISD,10/4/20,"Bee,Karnes,Live Oak",128902,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Runge ISD,10/4/20,"DeWitt,Goliad,Karnes",128903,224,152.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falls City ISD,10/4/20,"Atascosa,Karnes,Wilson",128904,407,360.45,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
Crandall ISD,10/4/20,"Dallas,Ellis,Kaufman",129901,4650,2875.75,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,0,6,0
Forney ISD,10/4/20,"Dallas,Kaufman,Rockwall",129902,12290,6697.57,1,0,2,2,0,5,0,4,3,6,7,0,20,0
Kaufman ISD,10/4/20,"Kaufman,Van Zandt",129903,3944,2899.86,0,1,2,0,0,2,1,1,2,6,8,0,15,2
Kemp ISD,10/4/20,"Ellis,Henderson,Kaufman,Navarro",129904,1594,1128.86,1,0,1,3,0,2,3,1,0,5,5,0,5,6
Mabank ISD,10/4/20,"Henderson,Kaufman,Van Zandt",129905,3504,2638.21,1,2,4,4,6,5,0,1,3,4,6,6,6,2
Terrell ISD,10/4/20,"Hunt,Kaufman,Rockwall",129906,4678,3216.62,NA,NA,NA,NA,NA,NA,NA,0,0,2,4,0,6,0
Scurry-Rosser ISD,10/4/20,"Ellis,Kaufman",129910,1068,866.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meadowland Charter
District",10/4/20,Kendall,130801,87,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boerne ISD,10/4/20,"Bandera,Bexar,Comal,Kendall,Kerr,Medina",130901,9486,7160.64,NA,NA,NA,NA,NA,NA,NA,2,1,18,7,0,13,15
Comfort ISD,10/4/20,"Bandera,Gillespie,Kendall,Kerr",130902,1059,794.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenedy County Wide Csd,10/4/20,"Brooks,Hidalgo,Kenedy,Kleberg,Willacy",131001,81,56.7,1,0,0,1,0,1,1,1,1,0,1,0,2,1
Jayton-Girard ISD,10/4/20,"Dickens,Fisher,Garza,Kent,King,Scurry,Stonewall",132902,179,177.21,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,4,0
Center Point ISD,10/4/20,"Bandera,Kerr",133901,528,399.09,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Hunt ISD,10/4/20,"Bandera,Kerr",133902,188,165.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerrville ISD,10/4/20,"Bandera,Kerr",133903,4744,3439.61,NA,NA,NA,NA,NA,NA,NA,3,1,2,5,1,8,2
Ingram ISD,10/4/20,"Gillespie,Kerr,Kimble",133904,1072,985.8,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,1,2
Divide ISD,10/4/20,"Bandera,Edwards,Kerr,Kimble,Real",133905,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Junction ISD,10/4/20,"Edwards,Kerr,Kimble,Mason,Menard,Schleicher,Sutton",134901,589,540.12,0,0,0,1,0,1,0,0,0,2,1,0,3,0
Guthrie Csd,10/4/20,"Cottle,Dickens,Haskell,Kent,King,Knox,Motley,Stonewall",135001,114,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brackett ISD,10/4/20,"Edwards,Kinney,Maverick,Uvalde,Val Verde,Zavala",136901,532,343.88,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Kingsville ISD,10/4/20,"Jim Wells,Kleberg,Nueces",137901,2664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricardo ISD,10/4/20,Kleberg,137902,658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riviera ISD,10/4/20,"Kenedy,Kleberg,Nueces",137903,428,244.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Gertrudis ISD,10/4/20,"Brooks,Jim Wells,Kenedy,Kleberg",137904,783,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Knox City-O'brien Cisd,10/4/20,"Haskell,King,Knox,Stonewall",138902,232,218.08,0,1,3,0,0,0,4,0,1,17,7,0,0,25
Munday Cisd,10/4/20,"Baylor,Haskell,Knox,Throckmorton",138903,388,373.34,0,1,2,2,0,0,5,0,2,6,6,0,2,12
Benjamin ISD,10/4/20,"Baylor,Foard,King,Knox",138904,130,130,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2
Chisum ISD,10/4/20,"Delta,Fannin,Lamar",139905,1055,927.52,1,0,1,1,0,3,0,1,0,2,4,0,7,0
Paris ISD,10/4/20,Lamar,139909,3791,2699.63,0,0,7,1,0,1,7,2,4,15,4,3,2,20
