"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Elgin ISD",2020-12-13,11902,"4640",2317,NA,NA,527,325,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Elgin ISD Total",2020-12-13,11902,"4640",2317,NA,NA,4640,2317,NA,1,NA,NA,NA,12,11,0,0,23
"Smithville ISD",2020-12-13,11904,"1709",1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smithville ISD",2020-12-13,11904,"1709",1238,NA,NA,407,299,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Smithville ISD",2020-12-13,11904,"1709",1238,NA,NA,352,248,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Smithville ISD",2020-12-13,11904,"1709",1238,NA,NA,584,417,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Smithville ISD",2020-12-13,11904,"1709",1238,NA,NA,366,274,0,1,0,1,0,0,1,0,1,0
"Smithville ISD",2020-12-13,11904,"1709",1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,2,3
"Smithville ISD Total",2020-12-13,11904,"1709",1238,NA,NA,1709,1238,NA,1,NA,NA,NA,9,7,1,7,8
"Mcdade ISD",2020-12-13,11905,"334",222,NA,NA,125,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD",2020-12-13,11905,"334",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD",2020-12-13,11905,"334",222,NA,NA,209,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD Total",2020-12-13,11905,"334",222,NA,NA,334,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seymour ISD",2020-12-13,12901,"621",597,NA,NA,176,163,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Seymour ISD",2020-12-13,12901,"621",597,NA,NA,173,170,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Seymour ISD",2020-12-13,12901,"621",597,NA,NA,272,264,NA,3,NA,NA,NA,NA,4,NA,NA,NA
"Seymour ISD",2020-12-13,12901,"621",597,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
"Seymour ISD Total",2020-12-13,12901,"621",597,NA,NA,621,597,NA,4,NA,NA,NA,NA,7,NA,NA,NA
"St Mary's Academy Charter School",2020-12-13,13801,"391",280,NA,NA,391,280,NA,2,NA,NA,NA,NA,4,NA,NA,NA
"St Mary's Academy Charter School Total",2020-12-13,13801,"391",280,NA,NA,391,280,NA,2,NA,NA,NA,NA,4,NA,NA,NA
"Beeville ISD",2020-12-13,13901,"3151",2015,NA,NA,108,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beeville ISD",2020-12-13,13901,"3151",2015,NA,NA,85,42,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Beeville ISD",2020-12-13,13901,"3151",2015,NA,NA,318,266,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Beeville ISD",2020-12-13,13901,"3151",2015,NA,NA,463,328,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Beeville ISD",2020-12-13,13901,"3151",2015,NA,NA,696,426,0,2,0,0,2,NA,6,NA,NA,NA
"Beeville ISD",2020-12-13,13901,"3151",2015,NA,NA,555,375,NA,NA,NA,NA,NA,0,1,0,1,0
"Beeville ISD",2020-12-13,13901,"3151",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,0,1,12
"Beeville ISD",2020-12-13,13901,"3151",2015,NA,NA,926,512,NA,0,NA,NA,NA,11,1,0,5,7
"Beeville ISD Total",2020-12-13,13901,"3151",2015,NA,NA,3151,2015,NA,2,NA,NA,NA,29,12,0,11,30
"Pawnee ISD",2020-12-13,13902,"184",139,NA,NA,184,139,0,1,0,1,0,0,2,0,2,0
"Pawnee ISD Total",2020-12-13,13902,"184",139,NA,NA,184,139,0,1,0,1,0,0,2,0,2,0
"Pettus ISD",2020-12-13,13903,"350",299,NA,NA,189,150,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Pettus ISD",2020-12-13,13903,"350",299,NA,NA,161,149,NA,NA,NA,NA,NA,0,2,0,2,0
"Pettus ISD Total",2020-12-13,13903,"350",299,NA,NA,350,299,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Skidmore-Tynan ISD",2020-12-13,13905,"814",701,NA,NA,194,158,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Skidmore-Tynan ISD",2020-12-13,13905,"814",701,NA,NA,365,349,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Skidmore-Tynan ISD",2020-12-13,13905,"814",701,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,0,8
"Skidmore-Tynan ISD",2020-12-13,13905,"814",701,NA,NA,255,194,NA,0,NA,NA,NA,11,2,0,0,13
"Skidmore-Tynan ISD Total",2020-12-13,13905,"814",701,NA,NA,814,701,NA,0,NA,NA,NA,NA,13,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,224,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,171,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,200,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,164,49,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,161,77,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,169,59,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,403,149,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,153,80,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,254,60,NA,NA,NA,NA,NA,0,1,0,1,0
"Richard Milburn Alter High School (Killeen)",2020-12-13,14801,"1899",667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,5,0
"Richard Milburn Alter High School (Killeen) Total",2020-12-13,14801,"1899",667,NA,NA,1899,667,NA,0,NA,NA,NA,14,8,0,21,1
"Priority Charter Schools",2020-12-13,14803,"850",642,NA,NA,239,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priority Charter Schools",2020-12-13,14803,"850",642,NA,NA,158,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priority Charter Schools",2020-12-13,14803,"850",642,NA,NA,149,126,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Priority Charter Schools",2020-12-13,14803,"850",642,NA,NA,304,220,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Priority Charter Schools Total",2020-12-13,14803,"850",642,NA,NA,850,642,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Orenda Charter School",2020-12-13,14804,"1851",1125,NA,NA,60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2020-12-13,14804,"1851",1125,NA,NA,80,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2020-12-13,14804,"1851",1125,NA,NA,120,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2020-12-13,14804,"1851",1125,NA,NA,132,98,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Orenda Charter School",2020-12-13,14804,"1851",1125,NA,NA,1459,857,NA,NA,NA,NA,NA,10,2,1,11,0
"Orenda Charter School Total",2020-12-13,14804,"1851",1125,NA,NA,1851,1125,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Academy ISD",2020-12-13,14901,"1727",1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Academy ISD",2020-12-13,14901,"1727",1549,NA,NA,488,411,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Academy ISD",2020-12-13,14901,"1727",1549,NA,NA,423,385,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Academy ISD",2020-12-13,14901,"1727",1549,NA,NA,431,394,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Academy ISD",2020-12-13,14901,"1727",1549,NA,NA,385,359,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Academy ISD",2020-12-13,14901,"1727",1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Academy ISD Total",2020-12-13,14901,"1727",1549,NA,NA,1727,1549,NA,0,NA,NA,NA,13,10,0,0,23
"Bartlett ISD",2020-12-13,14902,"380",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartlett ISD",2020-12-13,14902,"380",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartlett ISD",2020-12-13,14902,"380",348,NA,NA,380,348,NA,NA,NA,NA,NA,0,4,0,3,1
"Bartlett ISD Total",2020-12-13,14902,"380",348,NA,NA,380,348,NA,NA,NA,NA,NA,0,4,0,3,1
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,305,215,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,637,542,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,475,410,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,741,568,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,245,196,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,658,559,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,606,481,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,666,490,NA,1,NA,NA,NA,NA,5,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,746,626,0,1,0,0,1,NA,3,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,590,476,0,1,0,0,1,NA,5,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,366,318,0,2,0,1,1,NA,8,NA,NA,NA
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,NA,NA,0,3,0,0,3,1,15,0,2,14
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,818,646,NA,1,NA,NA,NA,6,2,0,7,1
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,384,312,NA,1,NA,NA,NA,9,2,0,6,5
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,624,494,NA,1,NA,NA,NA,11,5,0,8,8
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,921,753,9,3,1,5,6,12,4,1,7,8
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,942,797,NA,2,NA,NA,NA,17,7,0,5,19
"Belton ISD",2020-12-13,14903,"12609",9746,NA,NA,2885,1863,6,4,3,2,5,43,17,3,15,42
"Belton ISD Total",2020-12-13,14903,"12609",9746,NA,NA,12609,9746,34,20,4,22,28,132,88,4,74,142
"Holland ISD",2020-12-13,14905,"653",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2020-12-13,14905,"653",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2020-12-13,14905,"653",608,NA,NA,143,131,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Holland ISD",2020-12-13,14905,"653",608,NA,NA,303,290,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"Holland ISD",2020-12-13,14905,"653",608,NA,NA,207,187,NA,0,NA,NA,NA,6,1,0,7,0
"Holland ISD Total",2020-12-13,14905,"653",608,NA,NA,653,608,NA,1,NA,NA,NA,NA,5,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,38,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,613,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,1080,280,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,824,427,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,692,419,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,492,354,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,376,264,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,429,319,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,648,472,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,627,395,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,683,442,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,648,410,NA,0,NA,NA,NA,NA,6,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,633,435,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,465,313,NA,2,NA,NA,NA,NA,4,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,833,572,NA,0,NA,NA,NA,NA,14,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,635,490,NA,3,NA,NA,NA,NA,4,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,799,537,NA,2,NA,NA,NA,NA,3,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,860,585,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,910,638,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,825,587,NA,2,NA,NA,NA,NA,3,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,771,408,0,3,0,0,3,NA,4,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,876,482,0,1,0,0,1,NA,5,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,566,474,0,1,0,0,1,NA,2,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,924,617,0,2,0,0,2,NA,8,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,614,508,0,1,0,0,1,NA,11,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,1242,826,5,4,0,0,9,NA,14,NA,NA,NA
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,399,82,NA,NA,NA,NA,NA,0,1,0,0,1
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,670,543,NA,NA,NA,NA,NA,0,1,0,0,1
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,66,23,0,1,0,0,1,0,7,0,0,7
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,574,440,0,1,0,0,1,0,4,0,1,3
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,602,410,NA,NA,NA,NA,NA,5,4,0,0,9
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,992,703,NA,NA,NA,NA,NA,5,5,0,0,10
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,1062,718,0,1,0,0,1,5,4,0,0,9
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,1052,723,NA,NA,NA,NA,NA,6,8,0,0,14
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,813,578,NA,2,NA,NA,NA,6,4,0,0,10
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,660,461,NA,2,NA,NA,NA,6,8,0,0,14
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,636,522,NA,1,NA,NA,NA,6,4,0,0,10
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,900,634,NA,2,NA,NA,NA,7,7,0,0,14
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,944,622,NA,0,NA,NA,NA,8,3,0,0,11
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,762,564,NA,NA,NA,NA,NA,9,7,0,0,16
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,1000,623,NA,1,NA,NA,NA,9,4,0,0,13
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,841,600,NA,0,NA,NA,NA,9,5,0,0,14
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,893,547,NA,2,NA,NA,NA,10,7,0,0,17
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,755,552,NA,3,NA,NA,NA,10,4,0,0,14
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,683,440,0,2,0,0,2,10,8,0,0,18
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,568,471,NA,7,NA,NA,NA,11,8,0,0,19
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,1414,821,NA,3,NA,NA,NA,17,7,0,0,24
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,2718,1330,NA,4,NA,NA,NA,28,14,0,0,42
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,2699,1280,NA,3,NA,NA,NA,30,18,0,2,46
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,2251,952,6,1,0,0,7,30,18,0,0,48
"Killeen ISD",2020-12-13,14906,"44274",27405,NA,NA,2190,1037,NA,1,NA,NA,NA,33,15,0,0,48
"Killeen ISD Total",2020-12-13,14906,"44274",27405,NA,NA,44274,27405,66,60,0,0,126,339,296,0,6,629
"Rogers ISD",2020-12-13,14907,"891",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rogers ISD",2020-12-13,14907,"891",868,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rogers ISD",2020-12-13,14907,"891",868,NA,NA,404,401,0,1,0,0,1,NA,6,NA,NA,NA
"Rogers ISD",2020-12-13,14907,"891",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2
"Rogers ISD",2020-12-13,14907,"891",868,NA,NA,205,201,NA,0,NA,NA,NA,11,4,0,2,13
"Rogers ISD",2020-12-13,14907,"891",868,NA,NA,281,265,NA,1,NA,NA,NA,28,3,0,7,24
"Rogers ISD Total",2020-12-13,14907,"891",868,NA,NA,891,868,NA,2,NA,NA,NA,NA,15,NA,NA,NA
"Salado ISD",2020-12-13,14908,"2106",1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salado ISD",2020-12-13,14908,"2106",1834,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salado ISD",2020-12-13,14908,"2106",1834,NA,NA,953,827,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Salado ISD",2020-12-13,14908,"2106",1834,NA,NA,487,424,NA,NA,NA,NA,NA,6,1,0,1,6
"Salado ISD",2020-12-13,14908,"2106",1834,NA,NA,663,581,NA,NA,NA,NA,NA,16,4,0,1,19
"Salado ISD Total",2020-12-13,14908,"2106",1834,NA,NA,2106,1834,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,102,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,669,534,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,462,410,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,634,484,NA,3,NA,NA,NA,NA,7,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,527,442,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,425,366,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,728,611,0,1,0,0,1,NA,3,NA,NA,NA
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,367,324,NA,NA,NA,NA,NA,0,1,0,0,1
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,472,426,0,1,0,0,1,0,2,0,0,2
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,410,301,0,2,0,0,2,0,3,0,0,3
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,400,312,NA,NA,NA,NA,NA,5,6,0,0,11
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,317,271,0,1,0,0,1,6,2,0,1,7
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,569,427,NA,1,NA,NA,NA,11,8,0,0,19
"Temple ISD",2020-12-13,14909,"8407",6499,NA,NA,2298,1524,5,2,0,0,7,50,28,0,1,77
"Temple ISD Total",2020-12-13,14909,"8407",6499,NA,NA,8407,6499,9,12,0,0,21,87,75,0,2,160
"Troy ISD",2020-12-13,14910,"1570",1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Troy ISD",2020-12-13,14910,"1570",1367,NA,NA,292,271,NA,1,NA,NA,NA,6,2,0,5,3
"Troy ISD",2020-12-13,14910,"1570",1367,NA,NA,455,415,NA,1,NA,NA,NA,8,3,0,7,4
"Troy ISD",2020-12-13,14910,"1570",1367,NA,NA,376,325,NA,1,NA,NA,NA,10,4,0,10,4
"Troy ISD",2020-12-13,14910,"1570",1367,NA,NA,447,356,6,1,0,0,7,22,6,1,6,21
"Troy ISD Total",2020-12-13,14910,"1570",1367,NA,NA,1570,1367,12,4,0,3,13,46,15,1,28,32
"Por Vida Academy",2020-12-13,15801,"120",5,NA,NA,72,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Por Vida Academy",2020-12-13,15801,"120",5,NA,NA,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Por Vida Academy Total",2020-12-13,15801,"120",5,NA,NA,120,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Gervin Academy",2020-12-13,15802,"867",224,NA,NA,117,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Gervin Academy",2020-12-13,15802,"867",224,NA,NA,750,207,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"George Gervin Academy Total",2020-12-13,15802,"867",224,NA,NA,867,224,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"New Frontiers Public Schools Inc",2020-12-13,15805,"504",98,NA,NA,338,93,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"New Frontiers Public Schools Inc",2020-12-13,15805,"504",98,NA,NA,166,5,NA,NA,NA,NA,NA,0,2,0,2,0
"New Frontiers Public Schools Inc Total",2020-12-13,15805,"504",98,NA,NA,504,98,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"School Of Excellence In Education",2020-12-13,15806,"354",145,NA,NA,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"School Of Excellence In Education",2020-12-13,15806,"354",145,NA,NA,126,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"School Of Excellence In Education",2020-12-13,15806,"354",145,NA,NA,95,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"School Of Excellence In Education",2020-12-13,15806,"354",145,NA,NA,88,8,0,1,0,0,1,NA,3,NA,NA,NA
"School Of Excellence In Education Total",2020-12-13,15806,"354",145,NA,NA,354,145,0,1,0,0,1,NA,3,NA,NA,NA
"Southwest Preparatory School",2020-12-13,15807,"850",356,NA,NA,79,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2020-12-13,15807,"850",356,NA,NA,176,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2020-12-13,15807,"850",356,NA,NA,270,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2020-12-13,15807,"850",356,NA,NA,92,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2020-12-13,15807,"850",356,NA,NA,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2020-12-13,15807,"850",356,NA,NA,203,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School Total",2020-12-13,15807,"850",356,NA,NA,850,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inspire Academies",2020-12-13,15808,"560",261,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inspire Academies",2020-12-13,15808,"560",261,NA,NA,37,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
