"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Ector County ISD",2020-12-06,68901,"31970",18228,NA,NA,NA,NA,8,4,0,7,5,30,28,7,17,34
"Ector County ISD",2020-12-06,68901,"31970",18228,NA,NA,1184,473,6,0,1,1,4,32,14,5,16,25
"Ector County ISD",2020-12-06,68901,"31970",18228,NA,NA,3645,1292,10,1,0,3,8,69,27,3,39,54
"Ector County ISD",2020-12-06,68901,"31970",18228,NA,NA,3956,1539,12,9,0,5,16,74,37,9,52,50
"Ector County ISD Total",2020-12-06,68901,"31970",18228,NA,NA,31970,18228,83,48,5,43,83,472,354,56,369,401
"Ector ISD",2020-12-06,74905,"272",254,NA,NA,128,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ector ISD",2020-12-06,74905,"272",254,NA,NA,144,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ector ISD Total",2020-12-06,74905,"272",254,NA,NA,272,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,426,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,495,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,302,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,689,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,364,23,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,398,19,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,458,35,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,1381,0,NA,NA,NA,NA,NA,0,2,0,2,0
"Edcouch-Elsa ISD",2020-12-06,108903,"4540",207,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,10,14,0
"Edcouch-Elsa ISD Total",2020-12-06,108903,"4540",207,NA,NA,4540,207,NA,NA,NA,NA,NA,9,23,10,22,0
"Eden Cisd",2020-12-06,48901,"233",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eden Cisd",2020-12-06,48901,"233",210,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eden Cisd",2020-12-06,48901,"233",210,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eden Cisd",2020-12-06,48901,"233",210,NA,NA,230,207,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"Eden Cisd Total",2020-12-06,48901,"233",210,NA,NA,233,210,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"Edgewood ISD - Edgewood",2020-12-06,234903,"962",903,NA,NA,311,300,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Edgewood ISD - Edgewood",2020-12-06,234903,"962",903,NA,NA,218,210,NA,NA,NA,NA,NA,0,5,0,5,0
"Edgewood ISD - Edgewood",2020-12-06,234903,"962",903,NA,NA,207,195,NA,NA,NA,NA,NA,0,1,0,1,0
"Edgewood ISD - Edgewood",2020-12-06,234903,"962",903,NA,NA,226,198,NA,NA,NA,NA,NA,0,2,0,0,2
"Edgewood ISD - Edgewood",2020-12-06,234903,"962",903,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,2
"Edgewood ISD - Edgewood Total",2020-12-06,234903,"962",903,NA,NA,962,903,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,593,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,240,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,698,196,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,386,158,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,499,242,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,1100,93,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,109,96,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,243,146,NA,5,NA,NA,NA,NA,8,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,NA,NA,0,1,0,0,1,NA,3,NA,NA,NA
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,1150,121,NA,NA,NA,NA,NA,0,5,0,2,3
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,348,104,NA,NA,NA,NA,NA,0,3,0,0,3
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,255,95,NA,NA,NA,NA,NA,0,3,0,0,3
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,368,148,NA,NA,NA,NA,NA,0,2,0,0,2
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,387,175,NA,NA,NA,NA,NA,0,1,0,0,1
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,421,175,NA,NA,NA,NA,NA,0,2,0,0,2
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,453,190,0,1,0,0,1,0,2,0,0,2
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,145,55,0,2,0,0,2,0,4,0,0,4
"Edgewood ISD - San Antonio",2020-12-06,15905,"7397",2247,NA,NA,NA,NA,0,1,0,0,1,0,5,0,3,2
"Edgewood ISD - San Antonio Total",2020-12-06,15905,"7397",2247,NA,NA,7397,2247,NA,11,NA,NA,NA,20,52,0,5,67
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,411,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,645,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,481,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,355,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,379,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,363,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,630,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,2526,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,2287,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,1372,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,380,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,496,36,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,595,25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,591,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,533,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,658,11,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,575,20,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,2757,54,NA,NA,NA,NA,NA,0,3,0,1,2
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,1155,4,NA,NA,NA,NA,NA,0,3,0,2,1
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,1373,2,NA,NA,NA,NA,NA,0,2,0,2,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,906,6,NA,NA,NA,NA,NA,0,1,0,1,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,300,0,NA,NA,NA,NA,NA,0,1,0,1,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,356,4,NA,NA,NA,NA,NA,0,1,0,1,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,482,7,NA,NA,NA,NA,NA,0,1,0,1,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,639,8,NA,NA,NA,NA,NA,0,1,0,1,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,616,12,NA,NA,NA,NA,NA,0,1,0,0,1
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,555,0,NA,NA,NA,NA,NA,0,2,0,1,1
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,401,2,NA,NA,NA,NA,NA,0,1,0,1,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,454,3,NA,NA,NA,NA,NA,0,1,0,0,1
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,500,0,NA,NA,NA,NA,NA,0,1,0,1,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,6,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,2756,14,0,1,0,1,0,0,4,0,2,2
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,NA,NA,0,2,0,1,1,0,2,0,1,1
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,1034,7,0,1,0,1,0,0,3,0,2,1
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,1370,55,0,1,0,1,0,0,2,0,2,0
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,376,9,0,1,0,0,1,0,2,0,1,1
"Edinburg Cisd",2020-12-06,108904,"32840",338,NA,NA,424,0,0,1,0,0,1,0,1,0,0,1
"Edinburg Cisd Total",2020-12-06,108904,"32840",338,NA,NA,32840,338,NA,8,NA,NA,NA,26,55,13,49,19
"Edna ISD",2020-12-06,120901,"1488",1484,NA,NA,401,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edna ISD",2020-12-06,120901,"1488",1484,NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edna ISD",2020-12-06,120901,"1488",1484,NA,NA,348,346,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edna ISD",2020-12-06,120901,"1488",1484,NA,NA,714,713,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Edna ISD Total",2020-12-06,120901,"1488",1484,NA,NA,1488,1484,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Education Center International Academy",2020-12-06,57833,"543",398,NA,NA,197,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Education Center International Academy",2020-12-06,57833,"543",398,NA,NA,218,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Education Center International Academy",2020-12-06,57833,"543",398,NA,NA,128,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Education Center International Academy Total",2020-12-06,57833,"543",398,NA,NA,543,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehrhart School",2020-12-06,123805,"484",484,NA,NA,484,484,NA,0,NA,NA,NA,7,0,0,6,1
"Ehrhart School Total",2020-12-06,123805,"484",484,NA,NA,484,484,NA,0,NA,NA,NA,7,0,0,6,1
"El Campo ISD",2020-12-06,241903,"3534",3033,NA,NA,715,617,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"El Campo ISD",2020-12-06,241903,"3534",3033,NA,NA,386,362,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"El Campo ISD",2020-12-06,241903,"3534",3033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"El Campo ISD",2020-12-06,241903,"3534",3033,NA,NA,488,421,NA,NA,NA,NA,NA,8,3,0,2,9
"El Campo ISD",2020-12-06,241903,"3534",3033,NA,NA,1144,981,NA,0,NA,NA,NA,13,2,0,5,10
"El Campo ISD",2020-12-06,241903,"3534",3033,NA,NA,801,652,NA,0,NA,NA,NA,13,5,0,13,5
"El Campo ISD Total",2020-12-06,241903,"3534",3033,NA,NA,3534,3033,NA,0,NA,NA,NA,39,15,0,23,31
"El Paso Academy",2020-12-06,71804,"322",14,NA,NA,191,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"El Paso Academy",2020-12-06,71804,"322",14,NA,NA,131,11,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"El Paso Academy Total",2020-12-06,71804,"322",14,NA,NA,322,14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1261,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1227,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1522,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,2525,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1510,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1145,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,3069,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1750,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,396,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,436,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,697,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,756,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,583,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,586,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,1299,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,419,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,731,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,470,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,470,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,393,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,327,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,369,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,448,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,799,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,733,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,331,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,309,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,627,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,480,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,637,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,382,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,570,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-12-06,71902,"50705",18,NA,NA,495,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
