OBJECTID,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape__Area,Shape__Length
276,35130,Pleasant Grove ISD,Pleasant Grove,19912,019-912,019912,4835130,7,147430649.139038,84521.9343409294
277,32340,New Boston ISD,New Boston,19905,019-905,019905,4832340,6,276402356.503052,134377.749424246
278,29460,Maud ISD,Maud,19903,019-903,019903,4829460,2,103819664.946289,71057.7991850064
279,28830,Malta ISD,Malta,19910,019-910,019910,4828830,4,43713704.7661133,38215.7982810019
280,27390,Liberty-Eylau ISD,Liberty-Eylau,19908,019-908,019908,4827390,4,185581571.087402,89618.7859256487
281,27060,Leary ISD,Leary,19914,019-914,019914,4827060,2,25353262.3131104,22905.0917164488
282,23700,Hubbard ISD (Bowie),Hubbard (Bowie),19913,019-913,019913,4823700,7,46498959.7338867,38999.9235973151
283,23490,Hooks ISD,Hooks,19902,019-902,019902,4823490,5,166444046.269409,92465.6651495457
284,16570,De Kalb ISD,De Kalb,19901,019-901,019901,4816570,1,674652274.06311,254713.02695673
285,11040,Boys Ranch ISD,Boys Ranch,180901,180-901,180901,4811040,5,1272250.38769531,4542.87513980431
286,43980,Vega ISD,Vega,180902,180-902,180902,4843980,2,1398663775.12463,205669.063352687
287,07500,Adrian ISD,Adrian,180903,180-903,180903,4807500,5,1720403969.24274,236699.646517276
288,22020,Guthrie CSD,Guthrie CSD,135001,135-001,135001,4822020,2,2249108185.04736,198875.873181012
289,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35376,237208.025694782
290,44370,Walcott ISD,Walcott,59902,059-902,059902,4844370,1,1221033212.39886,165673.530316272
291,17790,Early ISD,Early,25909,025-909,025909,4817790,3,217014807.160767,84457.1476219358
292,11700,Brownwood ISD,Brownwood,25902,025-902,025902,4811700,6,359944515.365967,156409.22360714
293,38900,San Felipe-Del Rio Cons ISD,San Felipe-Del Rio Cons,233901,233-901,233901,4838900,4,2359198175.46979,346571.934600748
294,14920,Comstock ISD,Comstock,233903,233-903,233903,4814920,2,5954932174.28162,443560.854745267
295,34500,Peaster ISD,Peaster,184908,184-908,184908,4834500,4,146522146.111328,88459.7974740932
296,20370,Garner ISD,Garner,184911,184-911,184911,4820370,3,131606955.591797,76151.8957552562
297,32640,New Waverly ISD,New Waverly,236901,236-901,236901,4832640,3,267479546.084106,84828.6357120874
298,24030,Huntsville ISD,Huntsville,236902,236-902,236902,4824030,1,1540681384.76416,236179.714272298
299,38310,Runge ISD,Runge,128903,128-903,128903,4838310,2,247454736.976196,88340.3398438461
300,25440,Kenedy ISD,Kenedy,128902,128-902,128902,4825440,6,345923389.630859,143440.63774721
301,41700,Strawn ISD,Strawn,182905,182-905,182905,4841700,5,278504956.503784,99054.3743279832
302,34140,Palo Pinto ISD,Palo Pinto,182906,182-906,182906,4834140,2,452167224.419556,182730.951734709
303,30950,Mineral Wells ISD,Mineral Wells,182903,182-903,182903,4830950,7,333632270.052612,103924.779654798
304,30870,Millsap ISD,Millsap,184904,184-904,184904,4830870,5,246299618.466064,109193.688383949
305,20790,Glasscock County ISD,Glasscock,87901,087-901,087901,4820790,6,2324197966.60376,192857.500177784
306,42840,Timpson ISD,Timpson,210905,210-905,210905,4842840,2,406926548.378906,135500.836361503
307,18840,Excelsior ISD,Excelsior,210906,210-906,210906,4818840,6,70102874.145874,51670.9931824238
308,13320,Center ISD,Center,210901,210-901,210901,4813320,7,530824524.309204,161907.036811831
309,36300,Quitman ISD,Quitman,250904,250-904,250904,4836300,5,392924957.51123,130974.30828249
310,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.47998,108213.775510464
311,22770,Hawkins ISD,Hawkins,250902,250-902,250902,4822770,3,271450610.576294,103804.909578061
312,36390,Ralls ISD,Ralls,54903,054-903,054903,4836390,3,784190552.15802,193668.532245561
313,00001,Crosbyton Cons ISD,Crosbyton Cons,54901,054-901,054901,4800001,2,1220588325.67712,191989.307704287
314,45120,West Oso ISD,West Oso,178915,178-915,178915,4845120,4,114555851.371521,57369.2326531697
315,37440,Robstown ISD,Robstown,178909,178-909,178909,4837440,7,210229760.446655,65767.1372809841
316,19380,Flour Bluff ISD,Flour Bluff,178914,178-914,178914,4819380,6,454055773.508179,119730.20968189
317,17550,Driscoll ISD,Driscoll,178905,178-905,178905,4817550,5,120485972.052368,83674.2488772958
318,12420,Calallen ISD,Calallen,178903,178-903,178903,4812420,6,85150541.9417114,63009.3562692441
319,10260,Bishop Cons ISD,Bishop Cons,178902,178-902,178902,4810260,6,438910530.446594,149029.430886313
320,09410,Banquete ISD,Banquete,178913,178-913,178913,4809410,1,322692576.536987,115519.463845824
321,07530,Agua Dulce ISD,Agua Dulce,178901,178-901,178901,4807530,3,252906082.058105,83115.9531579621
322,46380,Woodsboro ISD,Woodsboro,196902,196-902,196902,4846380,4,559322172.654541,169167.070340042
323,09000,Austwell-Tivoli ISD,Austwell-Tivoli,196901,196-901,196901,4809000,1,681842890.310608,140602.947863571
324,41550,Sterling City ISD,Sterling City,216901,216-901,216901,4841550,7,2382016358.97058,201157.971870129
325,45900,Willis ISD,Willis,170904,170-904,170904,4845900,1,421213144.921387,124391.56898653
326,41070,Splendora ISD,Splendora,170907,170-907,170907,4841070,2,192241885.213623,69433.638828153
327,31260,Montgomery ISD,Montgomery,170903,170-903,170903,4831260,5,603601187.989624,142258.855617303
328,36990,Richards ISD,Richards,93905,093-905,093905,4836990,4,318405925.868774,140330.489999446
329,24330,Iraan-Sheffield ISD,Iraan-Sheffield,186903,186-903,186903,4824330,4,2227727599.09827,259718.268854699
330,20190,Fort Stockton ISD,Fort Stockton,186902,186-902,186902,4820190,1,7811304805.38055,449133.51794425
331,11910,Buena Vista ISD,Buena Vista,186901,186-901,186901,4811910,5,2250127956.005,315298.372643551
332,34630,Perrin-Whitt Cons ISD,Perrin-Whitt Cons,119903,119-903,119903,4834630,5,448214555.1698,151892.420338488
333,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856445,169033.174441519
334,21330,Graford ISD,Graford,182902,182-902,182902,4821330,3,611261221.575806,171858.299776221
335,11820,Bryson ISD,Bryson,119901,119-901,119901,4811820,1,469239875.454468,135310.855635137
336,10990,Bowie ISD,Bowie,169901,169-901,169901,4810990,6,730499404.540039,175674.906788785
337,43320,Tulia ISD,Tulia,219903,219-903,219903,4843320,3,1118317195.74939,158799.54037971
338,25950,Kress ISD,Kress,219905,219-905,219905,4825950,4,676621328.280029,130592.619530197
339,20700,Gilmer ISD,Gilmer,230902,230-902,230902,4820700,6,553560765.117676,213825.549627312
340,45090,West Orange-Cove Cons ISD,West Orange-Cove Cons,181906,181-906,181906,4845090,5,87722549.7703857,75656.8183977215
341,33780,Orangefield ISD,Orangefield,181905,181-905,181905,4833780,7,183842040.609253,99652.0335727634
342,27690,Little Cypress-Mauriceville Cons ISD,Little Cypress-Mauriceville Cons,181908,181-908,181908,4827690,4,261485105.028198,121078.07783157
343,11310,Bridge City ISD,Bridge City,181901,181-901,181901,4811310,6,170048422.309448,90793.2256617995
344,44160,Vidor ISD,Vidor,181907,181-907,181907,4844160,1,313717659.688232,108083.459948036
345,44820,Weimar ISD,Weimar,45905,045-905,045905,4844820,6,447046320.883545,113211.996439937
346,22120,Hallettsville ISD,Hallettsville,143901,143-901,143901,4822120,3,1285999562.35901,267257.391222133
347,45570,Whiteface Cons ISD,Whiteface Cons,40902,040-902,040902,4845570,3,1576441765.06403,279267.80028197
348,31470,Morton ISD,Morton,40901,040-901,040901,4831470,2,596154162.995178,151976.688544878
349,26970,Lazbuddie ISD,Lazbuddie,185904,185-904,185904,4826970,5,514408019.245117,101693.423572248
350,23010,Hereford ISD,Hereford,59901,059-901,059901,4823010,6,1836053373.83832,218968.219954402
351,19980,Friona ISD,Friona,185903,185-903,185903,4819980,4,899442265.756714,202378.260939598
352,10950,Bovina ISD,Bovina,185901,185-901,185901,4810950,3,554966837.099548,139156.295880023
353,16980,Dew ISD,Dew,81906,081-906,081906,4816980,4,155982717.097412,69418.1162166412
354,46470,Wortham ISD,Wortham,81905,081-905,081905,4846470,7,286917952.803711,104558.69207526
355,42300,Teague ISD,Teague,81904,081-904,081904,4842300,5,578308270.28479,132305.811143432
356,33340,Oakwood ISD,Oakwood,145907,145-907,145907,4833340,5,403816758.6427,152854.342205298
357,30420,Mexia ISD,Mexia,147903,147-903,147903,4830420,6,439335130.937622,137055.167589153
358,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.01868,240981.239186871
359,15330,Corsicana ISD,Corsicana,175903,175-903,175903,4815330,6,584863561.093872,234440.58610543
360,11990,Buffalo ISD,Buffalo,145901,145-901,145901,4811990,6,689860357.942017,200728.604104297
361,25560,Kermit ISD,Kermit,248901,248-901,248901,4825560,4,1031066654.79163,155547.541483215
362,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81354,352747.238210762
363,45450,White Deer ISD,White Deer,33904,033-904,033904,4845450,1,675167070.619385,125870.888559425
364,45420,Wheeler ISD,Wheeler,242903,242-903,242903,4845420,5,475769792.403931,154989.950928204
365,34170,Pampa ISD,Pampa,90904,090-904,090904,4834170,7,1175919369.36658,206753.561205304
366,39510,Schleicher ISD,Schleicher,207901,207-901,207901,4839510,4,3380282680.92377,244805.209799559
367,18330,Electra ISD,Electra,243902,243-902,243902,4818330,4,556279976.587646,126006.804389034
368,30480,Miami ISD,Miami,197902,197-902,197902,4830480,5,2019998468.31958,257956.032623362
369,27090,Lefors ISD,Lefors,90902,090-902,090902,4827090,2,372421309.387085,103603.825894345
370,21560,Grandview-Hopkins ISD,Grandview-Hopkins,90905,090-905,090905,4821560,4,335442886.942017,82026.3676759636
371,11400,Fort Elliott Cons ISD,Fort Elliott Cons,242906,242-906,242906,4811400,4,1283537644.51746,239010.174420665
372,29880,McLean ISD,McLean,90903,090-903,090903,4829880,6,936361503.921753,198944.524698995
373,13890,Chillicothe ISD,Chillicothe,99902,099-902,099902,4813890,6,680241633.835938,199957.101032549
374,36180,Quanah ISD,Quanah,99903,099-903,099903,4836180,3,1448874667.57373,195992.470495724
375,13860,Childress ISD,Childress,38901,038-901,038901,4813860,7,1684759689.71216,239974.001779738
376,35040,Plains ISD,Plains,251902,251-902,251902,4835040,5,1548525038.94647,187159.218571395
377,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.040955,144869.21984461
378,11610,Brownfield ISD,Brownfield,223901,223-901,223901,4811610,2,994235062.120117,194589.427522567
379,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.307312,139262.217173215
380,25800,Knippa ISD,Knippa,232901,232-901,232901,4825800,3,282501976.495422,108150.950668257
381,33240,Nueces Canyon Cons ISD,Nueces Canyon Cons,69902,069-902,069902,4833240,6,2309787442.56726,316018.987160208
382,24240,Iola ISD,Iola,93903,093-903,093903,4824240,7,345541548.625854,114552.00903857
383,08230,Anderson-Shiro Cons ISD,Anderson-Shiro Cons,93901,093-901,093901,4808230,2,681134587.797363,186233.800494786
384,28710,Madisonville Cons ISD,Madisonville Cons,154901,154-901,154901,4828710,4,1072083152.7804,223564.066001614
385,39540,Schulenburg ISD,Schulenburg,75903,075-903,075903,4839540,7,367888944.041321,92486.4765059973
386,26100,La Grange ISD,La Grange,75902,075-902,075902,4826100,1,816209978.067627,171712.572289891
387,19280,Flatonia ISD,Flatonia,75901,075-901,075901,4819280,6,634263297.213684,129595.274930191
388,19140,Fayetteville ISD,Fayetteville,75906,075-906,075906,4819140,3,221437919.946777,90226.0135944937
389,46410,Woodson ISD,Woodson,224902,224-902,224902,4846410,6,453485678.849121,146790.131164287
390,42780,Throckmorton Collegiate ISD,Throckmorton Collegiate,224901,224-901,224901,4842780,5,1984492840.19751,199499.957520043
391,31970,Munday Cons ISD,Munday Cons,138903,138-903,138903,4831970,3,504018701.958862,150890.835230163
392,43920,Van ISD,Van,234906,234-906,234906,4843920,2,583267283.192749,207480.146098225
393,29220,Martins Mill ISD,Martins Mill,234905,234-905,234905,4829220,1,167018612.388916,90854.7982403909
394,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333008,157407.495924735
395,18720,Eustace ISD,Eustace,107905,107-905,107905,4818720,3,207321442.506714,91542.999115612
396,12750,Canton ISD,Canton,234902,234-902,234902,4812750,7,420008118.513428,147414.181650534
397,28680,Mabank ISD,Mabank,129905,129-905,129905,4828680,1,334375534.984863,133176.51010751
398,45330,Westphalia ISD,Westphalia,73904,073-904,073904,4845330,6,57470264.6689453,42626.4688117189
399,37410,Robinson ISD,Robinson,161922,161-922,161922,4837410,4,179116299.269409,94753.4146187914
400,37110,Riesel ISD,Riesel,161912,161-912,161912,4837110,1,151596736.13916,79558.7505712752
401,29190,Mart ISD,Mart,161908,161-908,161908,4829190,6,407595968.965698,150697.405182182
402,29130,Marlin ISD,Marlin,73903,073-903,073903,4829130,5,782716052.63916,184048.228769814
403,28200,Lorena ISD,Lorena,161907,161-907,161907,4828200,1,157762602.136841,109449.946929314
404,21810,Groesbeck ISD,Groesbeck,147902,147-902,147902,4821810,3,1288874548.42847,226301.082589994
405,42630,Thorndale ISD,Thorndale,166905,166-905,166905,4842630,4,346147806.722168,141530.643140025
406,24600,Jarrell ISD,Jarrell,246907,246-907,246907,4824600,3,210432895.275269,83266.4330443969
407,21590,Granger ISD,Granger,246905,246-905,246905,4821590,2,255635976.73999,101521.445325743
408,45480,White Oak ISD,White Oak,92908,092-908,092908,4845480,2,41379980.3522949,41328.7634593108
409,41190,Spring Hill ISD,Spring Hill,92907,092-907,092907,4841190,4,23471421.0267334,26309.9970234679
410,38460,Sabine ISD,Sabine,92906,092-906,092906,4838460,6,107856382.496704,62614.3015298134
411,34980,Pine Tree ISD,Pine Tree,92904,092-904,092904,4834980,7,73053126.6893311,58179.2520285765
412,28110,Longview ISD,Longview,92903,092-903,092903,4828110,5,279755804.797852,120492.000548354
413,20760,Gladewater ISD,Gladewater,92901,092-901,092901,4820760,3,280087183.322876,186744.759239488
414,23140,Higgins ISD,Higgins,148903,148-903,148903,4823140,1,604228434.206543,117819.519917577
415,19500,Follett ISD,Follett,148902,148-902,148902,4819500,3,674990530.479736,168158.103194773
416,16320,Darrouzett ISD,Darrouzett,148905,148-905,148905,4816320,2,491376314.799805,134972.420711489
417,39780,Seymour ISD,Seymour,12901,012-901,012901,4839780,1,2345902451.19116,285257.025352001
418,42540,Texhoma ISD,Texhoma,211901,211-901,211901,4842540,3,614434687.536255,134587.5908298
419,21930,Gruver ISD,Gruver,98901,098-901,098901,4821930,7,1365803856.37341,198258.690530288
420,18000,Ector County ISD,Ector County,68901,068-901,068901,4818000,7,2325959798.71576,192920.059119453
421,43170,Trinidad ISD,Trinidad,107907,107-907,107907,4843170,2,38445088.9376221,37431.2369989464
422,32010,Murchison ISD,Murchison,107908,107-908,107908,4832010,7,32008567.3154297,29628.2528869857
423,28780,Malakoff ISD,Malakoff,107906,107-906,107906,4828780,5,291393196.147949,144268.588718532
424,15840,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,287237754.575684,95394.2016412611
425,33720,Orange Grove ISD,Orange Grove,125903,125-903,125903,4833720,4,479032210.957397,106926.446177493
426,26070,La Gloria ISD,La Gloria,125906,125-906,125906,4826070,6,118875036.829651,48387.1557361627
427,09870,Ben Bolt-Palito Blanco ISD,Ben Bolt-Palito Blanco,125902,125-902,125902,4809870,2,357190072.226013,93023.5279775838
428,07800,Alice ISD,Alice,125901,125-901,125901,4807800,7,779938979.957336,187701.687793911
429,00006,Aspermont ISD,Aspermont,217901,217-901,217901,4800006,6,2092547068.22522,206048.578122086
430,35570,Bushland ISD,Bushland,188904,188-904,188904,4835570,2,1446013076.06824,211802.106627257
431,37260,River Road ISD,River Road,188902,188-902,188902,4837260,6,408797049.19458,107764.206315616
432,35560,Highland Park ISD (Potter),Highland Park (Potter),188903,188-903,188903,4835560,1,485818463.786743,119814.174619955
433,08130,Amarillo ISD,Amarillo,188901,188-901,188901,4808130,4,193606357.916626,66081.8978547649
434,26310,La Vernia ISD,La Vernia,247903,247-903,247903,4826310,5,293307670.425415,90857.0730017181
435,20460,Gary ISD,Gary,183904,183-904,183904,4820460,7,173895750.564819,85304.2990298796
436,13110,Carthage ISD,Carthage,183902,183-902,183902,4813110,6,1372903751.18054,262037.056173889
437,09690,Beckville ISD,Beckville,183901,183-901,183901,4809690,3,302808488.850586,130945.884618879
438,42360,Tenaha ISD,Tenaha,210904,210-904,210904,4842360,5,158339205.272217,97711.8020528244
439,24810,Joaquin ISD,Joaquin,210902,210-902,210902,4824810,2,348893532.585815,211962.935132969
440,28550,Lufkin ISD,Lufkin,3903,003-903,003903,4828550,5,419311010.330444,149902.659505265
441,24000,Huntington ISD,Huntington,3904,003-904,003904,4824000,7,500516664.851563,150908.846111563
442,23790,Hudson ISD,Hudson,3902,003-902,003902,4823790,7,197824897.886597,101609.926744072
443,13500,Central ISD,Central,3907,003-907,003907,4813500,4,244224530.889771,119567.712986279
444,44940,Wells ISD,Wells,37909,037-909,037909,4844940,2,262371351.60083,103381.663935137
445,43290,Westwood ISD,Westwood,1908,001-908,001908,4843290,6,251617554.583374,110132.334688211
446,40500,Slocum ISD,Slocum,1909,001-909,001909,4840500,2,445811224.894043,157280.176690361
447,34050,Palestine ISD,Palestine,1907,001-907,001907,4834050,5,572393430.966919,245400.333357754
448,32250,Neches ISD,Neches,1906,001-906,001906,4832250,2,208110820.197266,94609.3615236092
449,26220,LaPoynor ISD,LaPoynor,107910,107-910,107910,4826220,7,391512824.071533,124462.717663861
450,18390,Elkhart ISD,Elkhart,1903,001-903,001903,4818390,4,418195054.982422,150060.255316144
451,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005249,204527.116633088
452,08870,Athens ISD,Athens,107901,107-901,107901,4808870,2,609253134.28125,210029.235040647
453,30450,Meyersville ISD,Meyersville,62906,062-906,062906,4830450,3,247805616.047241,100937.725025707
454,46650,Yorktown ISD,Yorktown,62904,062-904,062904,4846650,4,539757473.391907,140428.897390696
455,46620,Yoakum ISD,Yoakum,62903,062-903,062903,4846620,4,673850070.789612,196767.519633022
456,45240,Westhoff ISD,Westhoff,62905,062-905,062905,4845240,3,199284047.667664,76199.465089757
457,32880,Nordheim ISD,Nordheim,62902,062-902,062902,4832880,6,273067173.855896,89319.9241294967
458,15960,Cuero ISD,Cuero,62901,062-901,062901,4815960,6,692968645.207397,227343.816405572
459,08280,Andrews ISD,Andrews,2901,002-901,002901,4808280,3,3872650913.8775,256975.665260046
460,14250,Claude ISD,Claude,6902,006-902,006902,4814250,7,2132660295.49036,254719.542758085
461,21840,Groom ISD,Groom,33901,033-901,033901,4821840,2,622321594.437012,141814.871497228
462,14160,Clarendon ISD,Clarendon,65901,065-901,065901,4814160,3,2263868379.70154,322771.654614811
463,22350,Happy ISD,Happy,219901,219-901,219901,4822350,2,1047864420.73804,259987.127009326
464,35370,Port Aransas ISD,Port Aransas,178908,178-908,178908,4835370,4,284022911.227356,109754.345345716
465,46080,Windthorst ISD,Windthorst,5904,005-904,005904,4846080,7,218215486.863159,74752.1356680778
466,33630,Olney ISD,Olney,252903,252-903,252903,4833630,7,935892557.278564,200871.187960464
467,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.59619,287853.514372528
468,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67126,197654.350609138
469,25140,Karnes City ISD,Karnes City,128901,128-901,128901,4825140,5,933983726.45929,246515.421408886
470,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.013489,178960.012762099
471,14700,Columbus ISD,Columbus,45902,045-902,045902,4814700,5,1034142180.09137,232756.385402452
472,42330,Temple ISD,Temple,14909,014-909,014909,4842330,7,154964915.784668,103691.051282507
473,38580,Salado ISD,Salado,14908,014-908,014908,4838580,4,348000510.765625,105397.315392032
474,37710,Rogers ISD,Rogers,14907,014-907,014907,4837710,4,363403821.138062,144481.021146516
475,23370,Holland ISD,Holland,14905,014-905,014905,4823370,1,205081100.966187,109336.725599936
476,09860,Belton ISD,Belton,14903,014-903,014903,4809860,6,514307110.617798,174534.829093426
477,07470,Academy ISD,Academy,14901,014-901,014901,4807470,5,148680500.822876,82945.965843025
478,19320,Florence ISD,Florence,246902,246-902,246902,4819320,2,366135324.218506,152409.807601003
479,09540,Bartlett ISD,Bartlett,14902,014-902,014902,4809540,7,262218686.930176,111109.712012907
480,43260,Troy ISD,Troy,14910,014-910,014910,4843260,1,271342018.593994,97426.115141254
481,37900,Rosebud-Lott ISD,Rosebud-Lott,73905,073-905,073905,4837900,2,771158076.687378,202229.938595503
482,11730,Bruceville-Eddy ISD,Bruceville-Eddy,161919,161-919,161919,4811730,7,182130462.870239,89004.6924711339
483,31290,Moody ISD,Moody,161910,161-910,161910,4831290,3,260983390.744141,100338.832817256
484,26640,Lampasas ISD,Lampasas,141901,141-901,141901,4826640,1,1565457456.85803,333182.39552086
485,25660,Killeen ISD,Killeen,14906,014-906,014906,4825660,7,922997949.136108,220673.614026256
486,20500,Gatesville ISD,Gatesville,50902,050-902,050902,4820500,5,1225045551.49841,334011.432610936
487,15240,Copperas Cove ISD,Copperas Cove,50910,050-910,050910,4815240,2,168419476.30603,82696.4893629405
488,34410,Pawnee ISD,Pawnee,13902,013-902,013902,4834410,4,390358265.878662,129925.60307172
489,42690,Three Rivers ISD,Three Rivers,149902,149-902,149902,4842690,1,1151040688.08942,201865.321595166
490,40410,Skidmore-Tynan ISD,Skidmore-Tynan,13905,013-905,013905,4840410,3,658790456.931458,177978.211039571
491,36780,Refugio ISD,Refugio,196903,196-903,196903,4836780,6,1049385230.68134,268541.403085812
492,34770,Pettus ISD,Pettus,13903,013-903,013903,4834770,1,467768718.945984,160615.759408419
493,29400,Mathis ISD,Mathis,205904,205-904,205904,4829400,2,442541904.52771,172823.803244509
494,09720,Beeville ISD,Beeville,13901,013-901,013901,4809720,7,883712303.425964,230804.344174489
495,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.68463,186719.71457692
496,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22498,251608.748232906
497,19110,Farwell ISD,Farwell,185902,185-902,185902,4819110,6,427968596.374634,129266.151701362
498,07980,Alto ISD,Alto,37901,037-901,037901,4807980,6,506274967.936157,165917.657542222
499,39450,Savoy ISD,Savoy,74911,074-911,074911,4839450,6,127067532.386841,68984.8808108613
500,38490,Sabine Pass ISD,Sabine Pass,123913,123-913,123913,4838490,4,986376249.081421,194516.861303964
501,35430,Port Neches-Groves ISD,Port Neches-Groves,123908,123-908,123908,4835430,3,69993223.1577148,45236.8034745764
502,35400,Port Arthur ISD,Port Arthur,123907,123-907,123907,4835400,4,211016274.169067,76274.3257049965
503,32280,Nederland ISD,Nederland,123905,123-905,123905,4832280,5,48847706.5509033,35229.0330190118
504,44490,Walnut Bend ISD,Walnut Bend,49908,049-908,049908,4844490,3,53639953.5406494,51179.0152612066
505,21030,Goliad ISD,Goliad,88902,088-902,088902,4821030,5,2220566440.20703,225876.673949866
506,36210,Queen City ISD,Queen City,34907,034-907,034907,4836210,2,292282854.989136,136455.678966743
507,29910,McLeod ISD,McLeod,34906,034-906,034906,4829910,3,85477732.8863525,49353.3080721898
508,27540,Linden-Kildare Cons ISD,Linden-Kildare Cons,34905,034-905,034905,4827540,6,708309784.094116,175700.356958403
509,23850,Hughes Springs ISD,Hughes Springs,34903,034-903,034903,4823850,2,299801934.982788,111534.253440921
510,10440,Bloomburg ISD,Bloomburg,34909,034-909,034909,4810440,3,84251450.8000488,52738.8958851932
511,08880,Atlanta ISD,Atlanta,34901,034-901,034901,4808880,4,650499129.988892,255691.093070284
512,39030,San Saba ISD,San Saba,206901,206-901,206901,4839030,2,1343289799.96686,321823.784672215
513,13740,Cherokee ISD,Cherokee,206903,206-903,206903,4813740,7,621288068.021057,163117.677598907
514,45690,Whitharral ISD,Whitharral,110908,110-908,110908,4845690,1,309361440.367249,80324.0122018847
515,41850,Sundown ISD,Sundown,110907,110-907,110907,4841850,7,228297164.654419,60725.7801277136
516,27240,Levelland ISD,Levelland,110902,110-902,110902,4827240,5,819035631.498657,171867.350463561
517,44520,Walnut Springs ISD,Walnut Springs,18905,018-905,018905,4844520,1,265618026.5896,106228.912788553
518,21000,Goldthwaite Cons ISD,Goldthwaite Cons,167901,167-901,167901,4821000,6,1063830330.7467,303135.575453496
519,40380,Sivells Bend ISD,Sivells Bend,49909,049-909,049909,4840380,2,199325181.760498,91337.3526478429
520,30360,Irion County ISD,Irion County,118902,118-902,118902,4830360,6,2712139239.77551,208548.059651675
521,33090,Northside ISD (Wilbarger),Northside (Wilbarger),244905,244-905,244905,4833090,2,240716733.864746,91837.1711369576
522,22620,Harrold ISD,Harrold,244901,244-901,244901,4822620,6,525795261.772705,130750.039326734
523,43560,Union Hill ISD,Union Hill,230904,230-904,230904,4843560,5,171202157.171265,110708.995518566
524,43530,Union Grove ISD,Union Grove,230908,230-908,230908,4843530,5,51275477.9190674,38374.3366155656
525,22560,Harmony ISD,Harmony,230905,230-905,230905,4822560,1,294822332.783691,128795.548576019
526,10140,Big Sandy ISD (Upshur),Big Sandy (Upshur),230901,230-901,230901,4810140,4,221734143.927979,120367.11819235
527,31860,Muenster ISD,Muenster,49902,049-902,049902,4831860,5,493268862.144043,141005.93647637
528,27570,Lindsay ISD,Lindsay,49907,049-907,049907,4827570,4,105716722.02478,67629.1728945886
529,20220,Gainesville ISD,Gainesville,49901,049-901,049901,4820220,3,204091991.344116,105412.700288681
530,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22119,251107.577760744
531,23190,Highland ISD,Highland,177905,177-905,177905,4823190,3,665243661.292297,123661.280788226
532,31950,Mumford ISD,Mumford,198906,198-906,198906,4831950,3,104129460.388794,49723.4141911665
533,22830,Hearne ISD,Hearne,198905,198-905,198905,4822830,6,289151895.431641,98667.6076323182
534,19740,Franklin ISD,Franklin,198903,198-903,198903,4819740,1,1033456416.50134,206781.504162396
535,12540,Calvert ISD,Calvert,198902,198-902,198902,4812540,5,308673427.921509,106769.595302475
536,27180,Leon ISD,Leon,145911,145-911,145911,4827180,7,798490465.743652,205796.797261032
537,41610,Stockdale ISD,Stockdale,247906,247-906,247906,4841610,6,477510412.400085,130705.853002051
538,35550,Poth ISD,Poth,247904,247-904,247904,4835550,3,549106706.563477,183317.928885816
539,19020,Falls City ISD,Falls City,128904,128-904,128904,4819020,6,344659610.354858,147794.503265907
540,33900,Paducah ISD,Paducah,51901,051-901,051901,4833900,6,2074496151.04492,219142.191374329
541,12480,Calhoun County ISD,Calhoun County,29901,029-901,029901,4812480,4,2669295295.74567,261499.592223381
542,20550,George West ISD,George West,149901,149-901,149901,4820550,5,1574185432.12158,197213.368071454
543,41670,Stratford ISD,Stratford,211902,211-902,211902,4841670,1,2246902967.78674,247337.534269285
544,34650,Perryton ISD,Perryton,179901,179-901,179901,4834650,3,2054425393.96643,204160.67127231
545,27990,London ISD,London,178906,178-906,178906,4827990,7,225363620.856506,67658.2408430018
546,44250,Vysehrad ISD,Vysehrad,143904,143-904,143904,4844250,2,81254401.2750854,50113.5081221091
547,10620,Bluff Dale ISD,Bluff Dale,72904,072-904,072904,4810620,6,180183177.965942,82159.8599245935
548,11190,Brazosport ISD,Brazosport,20905,020-905,020905,4811190,6,837854025.317444,216095.592100237
549,42930,Tom Bean ISD,Tom Bean,91918,091-918,091918,4842930,4,140563573.443848,76367.1753706314
550,23670,Howe ISD,Howe,91905,091-905,091905,4823670,3,193115295.235962,91346.3463656313
