"County","Childcare_Child_Cases_Daily","Childcare_Employee_Cases_Daily","Childcare_Child_Cases_Cumulative","Childcare_Employee_Cases_Cumulative","Date"
"Fayette",0,0,0,1,2020-09-29
"Fort Bend",0,0,46,104,2020-09-29
"Franklin",0,0,0,3,2020-09-29
"Freestone",0,0,0,1,2020-09-29
"Frio",0,1,0,2,2020-09-29
"Galveston",0,1,33,53,2020-09-29
"Gonzales",0,0,1,1,2020-09-29
"Gray",0,0,0,2,2020-09-29
"Grayson",0,0,2,8,2020-09-29
"Gregg",0,0,9,22,2020-09-29
"Grimes",0,0,0,5,2020-09-29
"Guadalupe",0,0,10,15,2020-09-29
"Hale",0,0,0,2,2020-09-29
"Hardin",0,0,3,3,2020-09-29
"Harris",1,0,222,478,2020-09-29
"Harrison",0,1,1,10,2020-09-29
"Hays",0,0,6,24,2020-09-29
"Hemphill",0,0,1,0,2020-09-29
"Henderson",0,0,2,6,2020-09-29
"Hidalgo",0,0,65,62,2020-09-29
"Hill",0,0,2,1,2020-09-29
"Hockley",0,0,1,1,2020-09-29
"Hood",0,2,2,11,2020-09-29
"Hopkins",0,0,1,6,2020-09-29
"Howard",0,0,3,2,2020-09-29
"Hunt",0,0,2,5,2020-09-29
"Jackson",0,0,3,4,2020-09-29
"Jasper",0,0,0,1,2020-09-29
"Jefferson",0,0,7,10,2020-09-29
"Jim Wells",0,0,3,2,2020-09-29
"Johnson",0,0,7,9,2020-09-29
"Kaufman",0,0,5,16,2020-09-29
"Kendall",0,0,1,0,2020-09-29
"Kerr",0,0,1,2,2020-09-29
"Kleberg",0,0,0,1,2020-09-29
"Knox",0,0,0,1,2020-09-29
"Lamar",0,1,2,5,2020-09-29
"Lavaca",0,0,1,2,2020-09-29
"Lee",0,0,1,0,2020-09-29
"Liberty",0,0,2,7,2020-09-29
"Limestone",0,0,0,1,2020-09-29
"Llano",0,0,0,2,2020-09-29
"Lubbock",0,0,25,64,2020-09-29
"Martin",0,0,0,1,2020-09-29
"Matagorda",0,0,3,11,2020-09-29
"Maverick",0,0,2,5,2020-09-29
"McCulloch",0,0,0,1,2020-09-29
"McLennan",1,4,10,43,2020-09-29
"Medina",0,0,1,2,2020-09-29
"Midland",0,2,10,23,2020-09-29
"Montgomery",0,0,26,57,2020-09-29
"Morris",0,0,1,4,2020-09-29
"Nacogdoches",0,0,2,9,2020-09-29
"Navarro",0,0,3,5,2020-09-29
"Nolan",0,0,1,0,2020-09-29
"Nueces",0,0,23,65,2020-09-29
"Orange",0,0,8,1,2020-09-29
"Palo Pinto",0,0,2,4,2020-09-29
"Panola",0,0,5,0,2020-09-29
"Parker",0,0,1,13,2020-09-29
"Pecos",0,0,1,0,2020-09-29
"Polk",0,0,1,1,2020-09-29
"Potter",0,0,7,5,2020-09-29
"Randall",0,0,7,15,2020-09-29
"Robertson",0,0,0,2,2020-09-29
"Rockwall",0,0,11,7,2020-09-29
"Rusk",0,0,0,6,2020-09-29
"San Jacinto",0,0,1,0,2020-09-29
"San Patricio",0,0,3,6,2020-09-29
"Scurry",0,0,3,0,2020-09-29
"Smith",0,2,18,28,2020-09-29
"Starr",0,0,3,4,2020-09-29
"Tarrant",0,3,81,170,2020-09-29
"Taylor",0,0,3,15,2020-09-29
"Terrell",0,1,0,1,2020-09-29
"Terry",0,0,0,1,2020-09-29
"Titus",0,0,2,4,2020-09-29
"Tom Green",0,0,9,19,2020-09-29
"Travis",0,0,48,96,2020-09-29
"Tyler",0,0,1,1,2020-09-29
"Upshur",0,0,3,1,2020-09-29
"Val Verde",0,0,3,4,2020-09-29
"Van Zandt",0,0,0,2,2020-09-29
"Victoria",0,0,9,5,2020-09-29
"Walker",0,0,2,12,2020-09-29
"Waller",0,0,0,2,2020-09-29
"Washington",0,0,1,3,2020-09-29
"Webb",0,0,19,28,2020-09-29
"Wharton",0,0,4,9,2020-09-29
"Wichita",0,0,1,15,2020-09-29
"Wilbarger",0,0,3,2,2020-09-29
"Willacy",0,0,1,0,2020-09-29
"Williamson",0,0,18,49,2020-09-29
"Wilson",0,0,2,4,2020-09-29
"Wise",0,0,2,2,2020-09-29
"Wood",0,0,0,2,2020-09-29
"Young",0,0,1,0,2020-09-29
"Anderson",0,0,1,3,2020-09-28
"Andrews",0,0,0,3,2020-09-28
"Angelina",0,0,4,14,2020-09-28
"Aransas",0,0,3,0,2020-09-28
"Archer",0,0,0,1,2020-09-28
"Atascosa",0,0,12,3,2020-09-28
"Austin",0,0,0,1,2020-09-28
"Bandera",0,0,1,2,2020-09-28
"Bastrop",0,0,3,4,2020-09-28
"Bee",0,0,0,1,2020-09-28
"Bell",0,0,13,34,2020-09-28
"Bexar",0,0,144,187,2020-09-28
"Bowie",0,0,3,12,2020-09-28
"Brazoria",0,0,26,48,2020-09-28
"Brazos",0,0,13,45,2020-09-28
"Brewster",0,0,0,1,2020-09-28
"Brown",0,0,4,4,2020-09-28
"Burnet",0,0,1,2,2020-09-28
"Caldwell",0,0,3,2,2020-09-28
"Calhoun",0,0,2,5,2020-09-28
"Callahan",0,0,0,1,2020-09-28
"Cameron",0,0,35,33,2020-09-28
"Camp",0,0,2,0,2020-09-28
"Cass",0,1,2,8,2020-09-28
"Chambers",0,0,0,2,2020-09-28
"Cherokee",0,0,2,1,2020-09-28
"Clay",0,0,0,2,2020-09-28
"Collin",0,3,56,93,2020-09-28
"Colorado",0,0,1,7,2020-09-28
"Comal",0,0,11,15,2020-09-28
"Cooke",0,0,2,0,2020-09-28
"Coryell",0,0,2,2,2020-09-28
"Dallam",0,0,1,1,2020-09-28
"Dallas",1,0,105,194,2020-09-28
"Dawson",0,0,0,2,2020-09-28
"Deaf Smith",0,0,0,3,2020-09-28
"Delta",0,0,1,0,2020-09-28
"Denton",0,1,52,84,2020-09-28
"DeWitt",0,0,0,1,2020-09-28
"Dimmit",0,0,3,0,2020-09-28
"Ector",0,0,11,19,2020-09-28
"El Paso",0,0,20,41,2020-09-28
"Ellis",0,0,11,20,2020-09-28
"Erath",0,0,1,3,2020-09-28
"Fannin",0,0,0,1,2020-09-28
"Fayette",0,0,0,1,2020-09-28
"Fort Bend",0,0,46,104,2020-09-28
"Franklin",0,0,0,3,2020-09-28
"Freestone",0,0,0,1,2020-09-28
"Frio",0,0,0,1,2020-09-28
"Galveston",0,0,33,52,2020-09-28
"Gonzales",0,0,1,1,2020-09-28
"Gray",0,0,0,2,2020-09-28
"Grayson",0,0,2,8,2020-09-28
"Gregg",0,0,9,22,2020-09-28
"Grimes",0,0,0,5,2020-09-28
"Guadalupe",0,0,10,15,2020-09-28
"Hale",0,0,0,2,2020-09-28
"Hardin",0,0,3,3,2020-09-28
"Harris",0,0,221,478,2020-09-28
"Harrison",0,0,1,9,2020-09-28
"Hays",0,0,6,24,2020-09-28
"Hemphill",0,0,1,0,2020-09-28
"Henderson",0,0,2,6,2020-09-28
"Hidalgo",0,0,65,62,2020-09-28
"Hill",0,0,2,1,2020-09-28
"Hockley",1,0,1,1,2020-09-28
"Hood",0,0,2,9,2020-09-28
"Hopkins",0,0,1,6,2020-09-28
"Howard",0,0,3,2,2020-09-28
"Hunt",0,0,2,5,2020-09-28
"Jackson",0,0,3,4,2020-09-28
"Jasper",0,0,0,1,2020-09-28
"Jefferson",0,0,7,10,2020-09-28
"Jim Wells",0,0,3,2,2020-09-28
"Johnson",0,0,7,9,2020-09-28
"Kaufman",0,0,5,16,2020-09-28
"Kendall",0,0,1,0,2020-09-28
"Kerr",0,0,1,2,2020-09-28
"Kleberg",0,0,0,1,2020-09-28
"Knox",0,0,0,1,2020-09-28
"Lamar",0,0,2,4,2020-09-28
"Lavaca",0,0,1,2,2020-09-28
"Lee",0,0,1,0,2020-09-28
"Liberty",0,0,2,7,2020-09-28
"Limestone",0,0,0,1,2020-09-28
"Llano",0,0,0,2,2020-09-28
"Lubbock",0,0,25,64,2020-09-28
"Martin",0,0,0,1,2020-09-28
"Matagorda",0,0,3,11,2020-09-28
"Maverick",0,0,2,5,2020-09-28
"McCulloch",0,0,0,1,2020-09-28
"McLennan",0,0,9,39,2020-09-28
"Medina",0,0,1,2,2020-09-28
"Midland",0,0,10,21,2020-09-28
"Montgomery",0,0,26,57,2020-09-28
"Morris",0,0,1,4,2020-09-28
"Nacogdoches",0,0,2,9,2020-09-28
"Navarro",0,0,3,5,2020-09-28
"Nolan",0,0,1,0,2020-09-28
"Nueces",0,0,23,65,2020-09-28
"Orange",0,0,8,1,2020-09-28
"Palo Pinto",0,0,2,4,2020-09-28
"Panola",0,0,5,0,2020-09-28
"Parker",0,0,1,13,2020-09-28
"Pecos",0,0,1,0,2020-09-28
"Polk",0,0,1,1,2020-09-28
"Potter",0,0,7,5,2020-09-28
"Randall",0,1,7,15,2020-09-28
"Robertson",0,0,0,2,2020-09-28
"Rockwall",0,0,11,7,2020-09-28
"Rusk",0,0,0,6,2020-09-28
"San Jacinto",0,0,1,0,2020-09-28
"San Patricio",0,0,3,6,2020-09-28
"Scurry",0,0,3,0,2020-09-28
"Smith",0,1,18,26,2020-09-28
"Starr",0,0,3,4,2020-09-28
"Tarrant",0,0,81,167,2020-09-28
"Taylor",0,0,3,15,2020-09-28
"Terry",0,0,0,1,2020-09-28
"Titus",0,0,2,4,2020-09-28
"Tom Green",0,0,9,19,2020-09-28
"Travis",0,0,48,96,2020-09-28
"Tyler",0,0,1,1,2020-09-28
"Upshur",0,0,3,1,2020-09-28
"Val Verde",0,0,3,4,2020-09-28
"Van Zandt",0,0,0,2,2020-09-28
"Victoria",0,0,9,5,2020-09-28
"Walker",0,0,2,12,2020-09-28
"Waller",0,0,0,2,2020-09-28
"Washington",0,0,1,3,2020-09-28
"Webb",0,0,19,28,2020-09-28
"Wharton",0,0,4,9,2020-09-28
"Wichita",0,0,1,15,2020-09-28
"Wilbarger",0,0,3,2,2020-09-28
"Willacy",0,0,1,0,2020-09-28
"Williamson",0,0,18,49,2020-09-28
"Wilson",0,0,2,4,2020-09-28
"Wise",0,0,2,2,2020-09-28
"Wood",0,0,0,2,2020-09-28
"Young",0,0,1,0,2020-09-28
"Anderson",0,0,1,3,2020-09-27
"Andrews",0,0,0,3,2020-09-27
"Angelina",0,0,4,14,2020-09-27
"Aransas",0,0,3,0,2020-09-27
"Archer",0,0,0,1,2020-09-27
"Atascosa",0,0,12,3,2020-09-27
"Austin",0,0,0,1,2020-09-27
"Bandera",0,0,1,2,2020-09-27
"Bastrop",0,0,3,4,2020-09-27
"Bee",0,0,0,1,2020-09-27
"Bell",0,0,13,34,2020-09-27
"Bexar",1,0,144,187,2020-09-27
"Bowie",0,0,3,12,2020-09-27
"Brazoria",0,0,26,48,2020-09-27
"Brazos",1,1,13,45,2020-09-27
"Brewster",0,0,0,1,2020-09-27
"Brown",0,0,4,4,2020-09-27
"Burnet",0,0,1,2,2020-09-27
"Caldwell",0,0,3,2,2020-09-27
"Calhoun",0,0,2,5,2020-09-27
"Callahan",0,0,0,1,2020-09-27
"Cameron",0,0,35,33,2020-09-27
"Camp",0,0,2,0,2020-09-27
"Cass",0,0,2,7,2020-09-27
"Chambers",0,0,0,2,2020-09-27
"Cherokee",0,0,2,1,2020-09-27
"Clay",0,1,0,2,2020-09-27
"Collin",0,0,56,90,2020-09-27
"Colorado",0,0,1,7,2020-09-27
"Comal",0,0,11,15,2020-09-27
"Cooke",0,0,2,0,2020-09-27
"Coryell",0,0,2,2,2020-09-27
"Dallam",0,0,1,1,2020-09-27
"Dallas",0,0,104,194,2020-09-27
"Dawson",0,1,0,2,2020-09-27
"Deaf Smith",0,0,0,3,2020-09-27
"Delta",0,0,1,0,2020-09-27
"Denton",0,0,52,83,2020-09-27
"DeWitt",0,0,0,1,2020-09-27
"Dimmit",0,0,3,0,2020-09-27
"Ector",0,0,11,19,2020-09-27
"El Paso",0,1,20,41,2020-09-27
"Ellis",0,1,11,20,2020-09-27
"Erath",0,1,1,3,2020-09-27
"Fannin",0,0,0,1,2020-09-27
"Fayette",0,0,0,1,2020-09-27
"Fort Bend",0,0,46,104,2020-09-27
"Franklin",0,0,0,3,2020-09-27
"Freestone",0,0,0,1,2020-09-27
"Frio",0,0,0,1,2020-09-27
"Galveston",1,0,33,52,2020-09-27
"Gonzales",0,0,1,1,2020-09-27
"Gray",0,0,0,2,2020-09-27
"Grayson",0,0,2,8,2020-09-27
"Gregg",0,0,9,22,2020-09-27
"Grimes",0,0,0,5,2020-09-27
"Guadalupe",0,0,10,15,2020-09-27
"Hale",0,0,0,2,2020-09-27
"Hardin",0,0,3,3,2020-09-27
"Harris",3,1,221,478,2020-09-27
"Harrison",0,0,1,9,2020-09-27
"Hays",0,0,6,24,2020-09-27
"Hemphill",0,0,1,0,2020-09-27
"Henderson",0,0,2,6,2020-09-27
"Hidalgo",0,1,65,62,2020-09-27
"Hill",0,0,2,1,2020-09-27
"Hockley",0,0,0,1,2020-09-27
"Hood",0,0,2,9,2020-09-27
"Hopkins",0,0,1,6,2020-09-27
"Howard",0,0,3,2,2020-09-27
"Hunt",0,0,2,5,2020-09-27
"Jackson",0,0,3,4,2020-09-27
"Jasper",0,0,0,1,2020-09-27
"Jefferson",0,0,7,10,2020-09-27
"Jim Wells",0,0,3,2,2020-09-27
"Johnson",0,0,7,9,2020-09-27
"Kaufman",0,0,5,16,2020-09-27
"Kendall",0,0,1,0,2020-09-27
"Kerr",0,0,1,2,2020-09-27
"Kleberg",0,0,0,1,2020-09-27
"Knox",0,0,0,1,2020-09-27
"Lamar",0,0,2,4,2020-09-27
"Lavaca",0,0,1,2,2020-09-27
"Lee",0,0,1,0,2020-09-27
"Liberty",0,0,2,7,2020-09-27
"Limestone",0,0,0,1,2020-09-27
"Llano",0,0,0,2,2020-09-27
"Lubbock",1,1,25,64,2020-09-27
"Martin",0,0,0,1,2020-09-27
"Matagorda",0,0,3,11,2020-09-27
"Maverick",0,0,2,5,2020-09-27
"McCulloch",0,0,0,1,2020-09-27
"McLennan",1,1,9,39,2020-09-27
"Medina",0,0,1,2,2020-09-27
"Midland",0,0,10,21,2020-09-27
"Montgomery",0,1,26,57,2020-09-27
"Morris",0,0,1,4,2020-09-27
"Nacogdoches",0,0,2,9,2020-09-27
"Navarro",0,0,3,5,2020-09-27
"Nolan",0,0,1,0,2020-09-27
"Nueces",0,1,23,65,2020-09-27
"Orange",0,0,8,1,2020-09-27
"Palo Pinto",0,0,2,4,2020-09-27
"Panola",0,0,5,0,2020-09-27
"Parker",0,0,1,13,2020-09-27
"Pecos",0,0,1,0,2020-09-27
"Polk",0,0,1,1,2020-09-27
"Potter",0,0,7,5,2020-09-27
"Randall",0,0,7,14,2020-09-27
"Robertson",0,0,0,2,2020-09-27
"Rockwall",0,0,11,7,2020-09-27
"Rusk",0,0,0,6,2020-09-27
"San Jacinto",0,0,1,0,2020-09-27
"San Patricio",0,0,3,6,2020-09-27
"Scurry",1,0,3,0,2020-09-27
"Smith",0,0,18,25,2020-09-27
"Starr",0,0,3,4,2020-09-27
"Tarrant",3,0,81,167,2020-09-27
"Taylor",0,2,3,15,2020-09-27
"Terry",0,0,0,1,2020-09-27
"Titus",0,0,2,4,2020-09-27
"Tom Green",0,0,9,19,2020-09-27
"Travis",0,2,48,96,2020-09-27
"Tyler",0,0,1,1,2020-09-27
"Upshur",0,0,3,1,2020-09-27
"Val Verde",0,0,3,4,2020-09-27
"Van Zandt",0,0,0,2,2020-09-27
"Victoria",0,0,9,5,2020-09-27
"Walker",0,0,2,12,2020-09-27
"Waller",0,0,0,2,2020-09-27
"Washington",0,0,1,3,2020-09-27
"Webb",0,1,19,28,2020-09-27
"Wharton",0,0,4,9,2020-09-27
"Wichita",0,1,1,15,2020-09-27
"Wilbarger",1,0,3,2,2020-09-27
"Willacy",0,0,1,0,2020-09-27
"Williamson",0,1,18,49,2020-09-27
"Wilson",0,0,2,4,2020-09-27
"Wise",0,0,2,2,2020-09-27
"Wood",0,0,0,2,2020-09-27
"Young",0,0,1,0,2020-09-27
"Anderson",0,0,1,3,2020-09-24
"Andrews",0,0,0,3,2020-09-24
"Angelina",0,0,4,14,2020-09-24
"Aransas",0,0,3,0,2020-09-24
"Archer",0,0,0,1,2020-09-24
"Atascosa",0,0,12,3,2020-09-24
"Austin",0,0,0,1,2020-09-24
"Bandera",0,0,1,2,2020-09-24
"Bastrop",0,0,3,4,2020-09-24
"Bee",0,0,0,1,2020-09-24
"Bell",0,0,13,34,2020-09-24
"Bexar",0,0,143,187,2020-09-24
"Bowie",0,0,3,12,2020-09-24
"Brazoria",0,0,26,48,2020-09-24
"Brazos",0,0,12,44,2020-09-24
"Brewster",0,0,0,1,2020-09-24
"Brown",0,0,4,4,2020-09-24
"Burnet",0,0,1,2,2020-09-24
"Caldwell",0,0,3,2,2020-09-24
"Calhoun",0,0,2,5,2020-09-24
"Callahan",0,0,0,1,2020-09-24
"Cameron",0,0,35,33,2020-09-24
"Camp",0,0,2,0,2020-09-24
"Cass",0,0,2,7,2020-09-24
"Chambers",0,0,0,2,2020-09-24
"Cherokee",0,0,2,1,2020-09-24
"Clay",0,0,0,1,2020-09-24
"Collin",0,1,56,90,2020-09-24
"Colorado",0,0,1,7,2020-09-24
"Comal",0,0,11,15,2020-09-24
"Cooke",0,0,2,0,2020-09-24
"Coryell",0,0,2,2,2020-09-24
"Dallam",0,0,1,1,2020-09-24
"Dallas",0,1,104,194,2020-09-24
"Dawson",0,0,0,1,2020-09-24
"Deaf Smith",0,0,0,3,2020-09-24
"Delta",0,0,1,0,2020-09-24
"Denton",0,7,52,83,2020-09-24
"DeWitt",0,0,0,1,2020-09-24
"Dimmit",0,0,3,0,2020-09-24
"Ector",0,0,11,19,2020-09-24
"El Paso",0,0,20,40,2020-09-24
"Ellis",0,0,11,19,2020-09-24
"Erath",0,0,1,2,2020-09-24
"Fannin",0,0,0,1,2020-09-24
"Fayette",0,0,0,1,2020-09-24
"Fort Bend",0,0,46,104,2020-09-24
"Franklin",0,0,0,3,2020-09-24
"Freestone",0,0,0,1,2020-09-24
"Frio",0,0,0,1,2020-09-24
"Galveston",0,0,32,52,2020-09-24
"Gonzales",0,0,1,1,2020-09-24
"Gray",0,0,0,2,2020-09-24
"Grayson",0,0,2,8,2020-09-24
"Gregg",1,0,9,22,2020-09-24
"Grimes",0,0,0,5,2020-09-24
"Guadalupe",0,0,10,15,2020-09-24
"Hale",0,0,0,2,2020-09-24
"Hardin",0,0,3,3,2020-09-24
"Harris",0,4,218,477,2020-09-24
"Harrison",0,0,1,9,2020-09-24
"Hays",0,0,6,24,2020-09-24
"Hemphill",0,0,1,0,2020-09-24
"Henderson",0,0,2,6,2020-09-24
"Hidalgo",0,0,65,61,2020-09-24
"Hill",0,0,2,1,2020-09-24
"Hockley",0,0,0,1,2020-09-24
"Hood",0,0,2,9,2020-09-24
"Hopkins",0,0,1,6,2020-09-24
"Howard",0,0,3,2,2020-09-24
"Hunt",0,0,2,5,2020-09-24
"Jackson",0,0,3,4,2020-09-24
"Jasper",0,0,0,1,2020-09-24
"Jefferson",0,0,7,10,2020-09-24
"Jim Wells",0,0,3,2,2020-09-24
"Johnson",0,0,7,9,2020-09-24
"Kaufman",0,0,5,16,2020-09-24
"Kendall",0,0,1,0,2020-09-24
"Kerr",0,0,1,2,2020-09-24
"Kleberg",0,0,0,1,2020-09-24
"Knox",0,0,0,1,2020-09-24
"Lamar",0,0,2,4,2020-09-24
"Lavaca",0,0,1,2,2020-09-24
"Lee",0,0,1,0,2020-09-24
"Liberty",0,0,2,7,2020-09-24
"Limestone",0,0,0,1,2020-09-24
"Llano",0,0,0,2,2020-09-24
"Lubbock",0,0,24,63,2020-09-24
"Martin",0,0,0,1,2020-09-24
"Matagorda",0,0,3,11,2020-09-24
"Maverick",0,0,2,5,2020-09-24
"McCulloch",0,0,0,1,2020-09-24
"McLennan",0,0,8,38,2020-09-24
"Medina",0,0,1,2,2020-09-24
"Midland",0,0,10,21,2020-09-24
"Montgomery",0,0,26,56,2020-09-24
"Morris",1,0,1,4,2020-09-24
"Nacogdoches",1,0,2,9,2020-09-24
"Navarro",0,0,3,5,2020-09-24
"Nolan",0,0,1,0,2020-09-24
"Nueces",0,0,23,64,2020-09-24
"Orange",0,0,8,1,2020-09-24
"Palo Pinto",0,0,2,4,2020-09-24
"Panola",0,0,5,0,2020-09-24
"Parker",0,0,1,13,2020-09-24
"Pecos",0,0,1,0,2020-09-24
"Polk",0,1,1,1,2020-09-24
"Potter",0,0,7,5,2020-09-24
"Randall",0,1,7,14,2020-09-24
"Robertson",0,0,0,2,2020-09-24
"Rockwall",0,0,11,7,2020-09-24
"Rusk",0,0,0,6,2020-09-24
"San Jacinto",0,0,1,0,2020-09-24
"San Patricio",0,0,3,6,2020-09-24
"Scurry",0,0,2,0,2020-09-24
"Smith",0,0,18,25,2020-09-24
"Starr",0,0,3,4,2020-09-24
"Tarrant",1,2,78,167,2020-09-24
"Taylor",0,0,3,13,2020-09-24
"Terry",0,0,0,1,2020-09-24
"Titus",0,0,2,4,2020-09-24
"Tom Green",0,0,9,19,2020-09-24
"Travis",0,0,48,94,2020-09-24
"Tyler",0,0,1,1,2020-09-24
"Upshur",0,0,3,1,2020-09-24
"Val Verde",0,0,3,4,2020-09-24
"Van Zandt",0,0,0,2,2020-09-24
"Victoria",0,0,9,5,2020-09-24
"Walker",0,0,2,12,2020-09-24
"Waller",0,0,0,2,2020-09-24
"Washington",0,0,1,3,2020-09-24
"Webb",0,0,19,27,2020-09-24
"Wharton",0,0,4,9,2020-09-24
"Wichita",0,0,1,14,2020-09-24
"Wilbarger",0,0,2,2,2020-09-24
"Willacy",0,0,1,0,2020-09-24
"Williamson",0,0,18,48,2020-09-24
"Wilson",0,0,2,4,2020-09-24
"Wise",0,0,2,2,2020-09-24
"Wood",0,0,0,2,2020-09-24
"Young",0,0,1,0,2020-09-24
"Anderson",0,0,1,3,2020-09-23
"Andrews",0,0,0,3,2020-09-23
"Angelina",0,0,4,14,2020-09-23
"Aransas",0,0,3,0,2020-09-23
"Archer",0,0,0,1,2020-09-23
"Atascosa",0,0,12,3,2020-09-23
"Austin",0,0,0,1,2020-09-23
"Bandera",0,0,1,2,2020-09-23
"Bastrop",0,0,3,4,2020-09-23
"Bee",0,0,0,1,2020-09-23
"Bell",0,0,13,34,2020-09-23
"Bexar",0,0,143,187,2020-09-23
"Bowie",0,0,3,12,2020-09-23
"Brazoria",0,0,26,48,2020-09-23
"Brazos",0,0,12,44,2020-09-23
"Brewster",0,0,0,1,2020-09-23
"Brown",0,0,4,4,2020-09-23
"Burnet",0,0,1,2,2020-09-23
"Caldwell",0,0,3,2,2020-09-23
"Calhoun",0,0,2,5,2020-09-23
"Callahan",0,0,0,1,2020-09-23
"Cameron",0,0,35,33,2020-09-23
"Camp",0,0,2,0,2020-09-23
"Cass",0,0,2,7,2020-09-23
"Chambers",0,0,0,2,2020-09-23
"Cherokee",0,0,2,1,2020-09-23
"Clay",0,0,0,1,2020-09-23
"Collin",1,1,56,89,2020-09-23
"Colorado",0,0,1,7,2020-09-23
"Comal",0,0,11,15,2020-09-23
"Cooke",0,0,2,0,2020-09-23
"Coryell",0,0,2,2,2020-09-23
"Dallam",0,0,1,1,2020-09-23
"Dallas",0,0,104,193,2020-09-23
"Dawson",0,1,0,1,2020-09-23
"Deaf Smith",0,0,0,3,2020-09-23
"Delta",1,0,1,0,2020-09-23
"Denton",0,0,52,76,2020-09-23
"DeWitt",0,0,0,1,2020-09-23
"Dimmit",0,0,3,0,2020-09-23
"Ector",0,0,11,19,2020-09-23
"El Paso",0,0,20,40,2020-09-23
"Ellis",0,0,11,19,2020-09-23
"Erath",0,0,1,2,2020-09-23
"Fannin",0,0,0,1,2020-09-23
"Fayette",0,0,0,1,2020-09-23
"Fort Bend",0,0,46,104,2020-09-23
"Franklin",0,0,0,3,2020-09-23
"Freestone",0,0,0,1,2020-09-23
"Frio",0,0,0,1,2020-09-23
"Galveston",0,0,32,52,2020-09-23
"Gonzales",0,0,1,1,2020-09-23
"Gray",0,0,0,2,2020-09-23
"Grayson",0,0,2,8,2020-09-23
"Gregg",0,0,8,22,2020-09-23
"Grimes",0,0,0,5,2020-09-23
"Guadalupe",0,0,10,15,2020-09-23
"Hale",0,0,0,2,2020-09-23
"Hardin",0,0,3,3,2020-09-23
"Harris",0,0,218,473,2020-09-23
"Harrison",0,0,1,9,2020-09-23
"Hays",0,0,6,24,2020-09-23
"Hemphill",1,0,1,0,2020-09-23
"Henderson",0,0,2,6,2020-09-23
"Hidalgo",0,0,65,61,2020-09-23
"Hill",0,0,2,1,2020-09-23
"Hockley",0,0,0,1,2020-09-23
"Hood",0,0,2,9,2020-09-23
"Hopkins",0,0,1,6,2020-09-23
"Howard",0,0,3,2,2020-09-23
"Hunt",0,0,2,5,2020-09-23
"Jackson",0,0,3,4,2020-09-23
"Jasper",0,0,0,1,2020-09-23
"Jefferson",0,0,7,10,2020-09-23
"Jim Wells",0,0,3,2,2020-09-23
"Johnson",0,0,7,9,2020-09-23
"Kaufman",0,0,5,16,2020-09-23
"Kendall",0,0,1,0,2020-09-23
"Kerr",0,0,1,2,2020-09-23
"Kleberg",0,0,0,1,2020-09-23
"Knox",0,0,0,1,2020-09-23
"Lamar",0,0,2,4,2020-09-23
"Lavaca",0,0,1,2,2020-09-23
"Lee",0,0,1,0,2020-09-23
"Liberty",0,0,2,7,2020-09-23
"Limestone",0,0,0,1,2020-09-23
"Llano",0,1,0,2,2020-09-23
"Lubbock",1,0,24,63,2020-09-23
"Martin",0,0,0,1,2020-09-23
"Matagorda",0,0,3,11,2020-09-23
"Maverick",0,0,2,5,2020-09-23
"McCulloch",0,0,0,1,2020-09-23
"McLennan",0,1,8,38,2020-09-23
"Medina",0,0,1,2,2020-09-23
"Midland",0,0,10,21,2020-09-23
"Montgomery",0,0,26,56,2020-09-23
"Morris",0,0,0,4,2020-09-23
"Nacogdoches",0,0,1,9,2020-09-23
"Navarro",0,0,3,5,2020-09-23
"Nolan",0,0,1,0,2020-09-23
"Nueces",0,0,23,64,2020-09-23
"Orange",0,0,8,1,2020-09-23
"Palo Pinto",0,0,2,4,2020-09-23
"Panola",0,0,5,0,2020-09-23
"Parker",0,0,1,13,2020-09-23
"Pecos",0,0,1,0,2020-09-23
"Polk",0,0,1,0,2020-09-23
"Potter",0,0,7,5,2020-09-23
"Randall",0,0,7,13,2020-09-23
"Robertson",0,0,0,2,2020-09-23
"Rockwall",0,0,11,7,2020-09-23
"Rusk",0,0,0,6,2020-09-23
"San Jacinto",0,0,1,0,2020-09-23
"San Patricio",0,0,3,6,2020-09-23
"Scurry",0,0,2,0,2020-09-23
"Smith",0,0,18,25,2020-09-23
"Starr",0,0,3,4,2020-09-23
"Tarrant",2,1,77,165,2020-09-23
"Taylor",0,0,3,13,2020-09-23
"Terry",0,0,0,1,2020-09-23
"Titus",0,1,2,4,2020-09-23
"Tom Green",0,0,9,19,2020-09-23
"Travis",0,0,48,94,2020-09-23
"Tyler",0,0,1,1,2020-09-23
"Upshur",0,0,3,1,2020-09-23
"Val Verde",0,0,3,4,2020-09-23
"Van Zandt",0,0,0,2,2020-09-23
"Victoria",0,0,9,5,2020-09-23
"Walker",0,0,2,12,2020-09-23
"Waller",0,0,0,2,2020-09-23
"Washington",0,0,1,3,2020-09-23
"Webb",0,0,19,27,2020-09-23
"Wharton",0,0,4,9,2020-09-23
"Wichita",0,3,1,14,2020-09-23
"Wilbarger",0,0,2,2,2020-09-23
"Willacy",0,0,1,0,2020-09-23
"Williamson",0,0,18,48,2020-09-23
"Wilson",0,0,2,4,2020-09-23
"Wise",0,0,2,2,2020-09-23
"Wood",0,0,0,2,2020-09-23
"Young",0,0,1,0,2020-09-23
"Anderson",0,0,1,3,2020-09-22
"Andrews",0,0,0,3,2020-09-22
